,id,Apt_id,url,Address,Beds,Bath,Price,BedArea,Availablefrom,Availabletill,Description
0,0,4197,https://junehomes.com/residences/boston-ma/malden/1459-malden/4197,malden/1459-malden/4197,5,1,800,145,2022-12-05,2023-01-04,"This room may be unfurnished or furnished (additional fees apply) at the time of your move-in date. For up to date prices, please enter your move-in, move-out dates and your furnishing option."
1,1,4198,https://junehomes.com/residences/boston-ma/malden/1459-malden/4198,malden/1459-malden/4198,5,1,800,143,2022-12-05,2023-01-04,"This room may be unfurnished or furnished (additional fees apply) at the time of your move-in date. For up to date prices, please enter your move-in, move-out dates and your furnishing option."
2,2,4404,https://junehomes.com/residences/boston-ma/brighton/1524-brighton/4404,brighton/1524-brighton/4404,5,2,800,81,2022-12-05,2023-01-04,"This 81 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee. For up to date prices, please indicate your move-in date, move-out date and your furnishing preference."
3,3,4284,https://junehomes.com/residences/boston-ma/brighton/1487-brighton/4284,brighton/1487-brighton/4284,5,2,800,100,2022-12-05,2023-01-04,"This 100 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
4,4,4281,https://junehomes.com/residences/boston-ma/brighton/1487-brighton/4281,brighton/1487-brighton/4281,5,2,825,122,2022-12-05,2023-01-04,"This 122 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
5,5,4280,https://junehomes.com/residences/boston-ma/brighton/1487-brighton/4280,brighton/1487-brighton/4280,5,2,825,111,2022-12-05,2023-01-04,"This 111 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
6,6,4334,https://junehomes.com/residences/boston-ma/allston/1505-brighton/4334,allston/1505-brighton/4334,7,2,850,98,2022-12-05,2023-01-04,"This 98 square footage room on Boston's Allston is a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
7,7,4592,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4592,somerville/1594-somerville/4592,7,1,850,130,2022-12-05,2023-01-04,"This 130 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
8,8,4403,https://junehomes.com/residences/boston-ma/brighton/1524-brighton/4403,brighton/1524-brighton/4403,5,2,850,110,2022-12-05,2023-01-04,"This 110 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee. For up to date prices, please indicate your move-in date, move-out date and your furnishing preference."
9,9,4590,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4590,somerville/1594-somerville/4590,7,1,850,125,2022-12-05,2023-01-04,"This 125 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
10,10,4594,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4594,somerville/1594-somerville/4594,7,1,850,125,2022-12-05,2023-01-04,"This 125 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
11,11,3034,https://junehomes.com/residences/boston-ma/jfk/1043-jfkumass/3034,jfk/1043-jfkumass/3034,5,1,875,108,2022-12-05,2023-01-04,"This attractive, charming and flashing room is available for a short or long-term staying in this shared apartment."
12,12,4595,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4595,somerville/1594-somerville/4595,7,1,875,153,2022-12-05,2023-01-04,"This 153 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
13,13,4593,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4593,somerville/1594-somerville/4593,7,1,875,153,2022-12-05,2023-01-04,"This 153 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
14,14,3487,https://junehomes.com/residences/boston-ma/jfk/1217-jfkumass/3487,jfk/1217-jfkumass/3487,4,1,875,90,2022-12-05,2023-01-04,"This 90 square footage room on Boston's JFK/UMass is a neat, charming and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
15,15,3976,https://junehomes.com/residences/boston-ma/brighton/1372-brighton/3976,brighton/1372-brighton/3976,4,1.5,900,143,2022-12-05,2023-01-04,"This 143 square footage room on Boston's spaciouson is available. This is a clean, spacious and glossy room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee. The room is also couple-friendly."
16,16,4335,https://junehomes.com/residences/boston-ma/allston/1505-brighton/4335,allston/1505-brighton/4335,7,2,900,164,2022-12-05,2023-01-04,"This 164 square footage room on Boston's Allston is a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
17,17,2623,https://junehomes.com/residences/boston-ma/roxbury/937-roxbury/2623,roxbury/937-roxbury/2623,3,1,1125,169,2022-12-05,2023-01-04,"This 169 square footage room on Boston's Roxbury is a clean, spacious and glossy room in a 3-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
18,18,4400,https://junehomes.com/residences/boston-ma/brighton/1524-brighton/4400,brighton/1524-brighton/4400,5,2,925,166,2022-12-05,2023-01-04,"This 166 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee. For up to date prices, please indicate your move-in date, move-out date and your furnishing preference."
19,19,2117,https://junehomes.com/residences/boston-ma/mattapan/767-mattapan/2117,mattapan/767-mattapan/2117,4,1,925,158,2022-12-05,2023-01-04,"This 158 square footage room on Boston's Mattapan is a clean, spacious and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
20,20,3043,https://junehomes.com/residences/boston-ma/jfk/1045-jfkumass/3043,jfk/1045-jfkumass/3043,4,1,925,160,2022-12-05,2023-01-04,"This 160 square footage room on Boston JFK/UMass is a spacious, lovely and clean room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
21,21,3624,https://junehomes.com/residences/boston-ma/jfk/1254-jfkumass/3624,jfk/1254-jfkumass/3624,4,1,925,164,2022-12-05,2023-01-04,"This 164 square footage room on Boston's JFK/UMass is a neat, spacious and glossy room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
22,22,3647,https://junehomes.com/residences/boston-ma/jfk/1259-jfkumass/3647,jfk/1259-jfkumass/3647,5,1,925,124,2022-12-05,2023-01-04,"This 124 square footage room on Boston's JFK/UMass is a spacious, lovely and clean room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
23,23,4589,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4589,somerville/1594-somerville/4589,7,1,925,179,2022-12-05,2023-01-04,"This 179 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
24,24,4122,https://junehomes.com/residences/boston-ma/allston/1420-allston/4122,allston/1420-allston/4122,4,1,950,101,2022-12-05,2023-01-04,"This 101 square footage room on Boston, Allston is a spacious, lovely and clean room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
25,25,3044,https://junehomes.com/residences/boston-ma/jfk/1045-jfkumass/3044,jfk/1045-jfkumass/3044,4,1,950,184,2022-12-05,2023-01-04,"This 184 square footage room on Boston JFK/UMass is a spacious, lovely and clean room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
26,26,2680,https://junehomes.com/residences/boston-ma/jfk/948-savin-hill/2680,jfk/948-savin-hill/2680,5,1,1150,123,2022-12-05,2023-01-04,"This 123 square footage room on Boston's JFK/UMass is a good-looking, spacious and neat room in a 5-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
27,27,3479,https://junehomes.com/residences/boston-ma/dorchester-fields-corner-west/1215-dorchester-fields-corner-west/3479,dorchester-fields-corner-west/1215-dorchester-fields-corner-west/3479,4,1.5,1050,101,2022-12-05,2023-01-04,"This 101 square footage room on Boston's Dorchester - Fields Corner West is a neat, spacious and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
28,28,4538,https://junehomes.com/residences/boston-ma/somerville/1578-somerville/4538,somerville/1578-somerville/4538,6,1.5,975,138,2022-12-05,2023-01-04,"This 138 square footage room on Somerville, Boston is a clean, spacious and glossy room in a 6 -bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
29,29,4585,https://junehomes.com/residences/boston-ma/somerville/1593-somerville/4585,somerville/1593-somerville/4585,4,2,975,117,2022-12-05,2023-01-04,"This 117 square footage room on Boston, Somerville is a clean, spacious and glossy room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
30,30,3640,https://junehomes.com/residences/boston-ma/jfk/1258-jfkumass/3640,jfk/1258-jfkumass/3640,5,1,975,127,2022-12-05,2023-01-04,"This 127 square footage room on Boston's JFK/UMass is a attractive, spacious and flashing room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
31,31,4120,https://junehomes.com/residences/boston-ma/allston/1419-allston/4120,allston/1419-allston/4120,5,2,975,80,2022-12-05,2023-01-04,"This 80 square footage room on Boston, Allston is a clean, spacious and glossy room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
32,32,4211,https://junehomes.com/residences/boston-ma/newton-corner/1462-newton-corner/4211,newton-corner/1462-newton-corner/4211,5,2,975,154,2023-02-04,2023-03-11,"This comfy, cute and charming room is available."
33,33,4815,https://junehomes.com/residences/boston-ma/jfk/1662-jfkumass/4815,jfk/1662-jfkumass/4815,7,2,1200,101,2022-12-06,2023-01-05,"This 101 square footage room on Boston's JFK/UMass. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
34,34,4549,https://junehomes.com/residences/boston-ma/dorchester-fields-corner-west/1581-dorchester-fields-corner-west/4549,dorchester-fields-corner-west/1581-dorchester-fields-corner-west/4549,3,1.5,1000,129,2022-12-05,2023-01-04,"This 129 square footage room on Boston's Dorchester - Fields Corner West is a functional, spacious and comfortable room in a 3-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
35,35,4816,https://junehomes.com/residences/boston-ma/jfk/1662-jfkumass/4816,jfk/1662-jfkumass/4816,7,2,1000,126,2022-12-06,2023-01-05,"This 126 square footage room on Boston's JFK/UMass. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
36,36,3021,https://junehomes.com/residences/boston-ma/jfk/1040-savin-hill/3021,jfk/1040-savin-hill/3021,6,2,1000,130,2022-12-05,2023-01-04,"This 130 square footage room on Boston's JFK/UMass is a clean, spacious and glossy room in a 6-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
37,37,4813,https://junehomes.com/residences/boston-ma/jfk/1662-jfkumass/4813,jfk/1662-jfkumass/4813,7,2,1000,99,2022-12-06,2023-01-05,"This 99 square footage room on Boston's JFK/UMass. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
38,38,3492,https://junehomes.com/residences/boston-ma/jfk/1219-jfkumass/3492,jfk/1219-jfkumass/3492,4,1,1000,121,2022-12-05,2023-01-04,"This 121 square footage room on Boston's JFK/UMass is a neat, spacious and glossy room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
39,39,4125,https://junehomes.com/residences/boston-ma/allston/1420-allston/4125,allston/1420-allston/4125,4,1,1000,125,2022-12-05,2023-01-04,"This 125 square footage room on Boston, Allston is a spacious, lovely and clean room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
40,40,4081,https://junehomes.com/residences/boston-ma/jfk/1220-jfkumass/4081,jfk/1220-jfkumass/4081,5,1,1025,98,2022-12-15,2023-01-14,"This attractive, charming and flashing room is available for a short or long-term staying in this shared apartment."
41,41,4535,https://junehomes.com/residences/boston-ma/somerville/1578-somerville/4535,somerville/1578-somerville/4535,6,1.5,1200,134,2022-12-05,2023-01-04,"This 134 square footage room on Somerville, Boston is a clean, spacious and glossy room in a 6 -bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
42,42,2597,https://junehomes.com/residences/boston-ma/roxbury/927-roxbury/2597,roxbury/927-roxbury/2597,4,1,1025,72,2022-12-05,2023-01-04,"This 72 square footage room on Boston's Roxbury is a clean, charming and glossy room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
43,43,4540,https://junehomes.com/residences/boston-ma/somerville/1578-somerville/4540,somerville/1578-somerville/4540,6,1.5,1200,144,2022-12-05,2023-01-04,"This 144 square footage room on Somerville, Boston is a clean, spacious and glossy room in a 6 -bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
44,44,3141,https://junehomes.com/residences/boston-ma/mission-hill/1068-mission-hill/3141,mission-hill/1068-mission-hill/3141,5,1,1025,69,2022-12-05,2023-01-04,"This attractive, charming and flashing room is available for a short or long-term staying in this shared apartment."
45,45,1555,https://junehomes.com/residences/boston-ma/brighton/569-brighton/1555,brighton/569-brighton/1555,4,1.5,1250,100,2022-12-05,2023-01-04,"This 100 square footage room on Boston's charmingon is a clean, charming and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
46,46,4127,https://junehomes.com/residences/boston-ma/allston/1421-allston/4127,allston/1421-allston/4127,4,1,1025,158,2022-12-05,2023-01-04,"This 158 square footage room on Boston Allston is a spacious, lovely and clean room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
47,47,3488,https://junehomes.com/residences/boston-ma/jfk/1217-jfkumass/3488,jfk/1217-jfkumass/3488,4,1,1025,120,2022-12-05,2023-01-04,"This 120 square footage room on Boston's JFK/UMass is a neat, spacious and glossy room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
48,48,4123,https://junehomes.com/residences/boston-ma/allston/1420-allston/4123,allston/1420-allston/4123,4,1,1025,161,2022-12-05,2023-01-04,"This 161 square footage room on Boston, Allston is a spacious, lovely and clean room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
49,49,4377,https://junehomes.com/residences/boston-ma/brighton/1517-brighton/4377,brighton/1517-brighton/4377,7,2,1025,132,2022-12-05,2023-01-04,"This 132 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
50,50,3141,https://junehomes.com/residences/boston-ma/mission-hill/1068-mission-hill/3141,mission-hill/1068-mission-hill/3141,5,1,1025,69,2022-12-05,2023-01-04,"This attractive, charming and flashing room is available for a short or long-term staying in this shared apartment."
51,51,4380,https://junehomes.com/residences/boston-ma/brighton/1517-brighton/4380,brighton/1517-brighton/4380,7,2,1050,155,2022-12-05,2023-01-04,"This 155 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
52,52,2135,https://junehomes.com/residences/boston-ma/hyde-square/770-jamaica-plain/2135,hyde-square/770-jamaica-plain/2135,4,2,1275,158,2022-12-05,2023-01-04,"This 158 square footage room on Boston's Hyde Square is a clean, spacious and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
53,53,3496,https://junehomes.com/residences/boston-ma/jfk/1219-jfkumass/3496,jfk/1219-jfkumass/3496,4,1,1050,163,2022-12-05,2023-01-04,"This 163 square footage room on Boston's JFK/UMass is a clean, spacious and glossy room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
54,54,2771,https://junehomes.com/residences/boston-ma/jfk/976-jfkumass/2771,jfk/976-jfkumass/2771,5,2,1050,72,2022-12-05,2023-01-04,"This 72 square footage room on Boston's JFK/UMass is a clean, charming and glossy room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
55,55,4207,https://junehomes.com/residences/boston-ma/newton-corner/1462-newton-corner/4207,newton-corner/1462-newton-corner/4207,5,2,1050,232,2023-01-14,2023-02-13,"This comfy, cute and charming room is available."
56,56,3508,https://junehomes.com/residences/boston-ma/jfk/1223-jfkumass/3508,jfk/1223-jfkumass/3508,5,1,1050,98,2022-12-18,2023-01-17,"This 98 square footage room on Boston's JFK/UMass is a charming, well-kept and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
57,57,4551,https://junehomes.com/residences/boston-ma/dorchester-fields-corner-west/1581-dorchester-fields-corner-west/4551,dorchester-fields-corner-west/1581-dorchester-fields-corner-west/4551,3,1.5,1050,173,2022-12-05,2023-01-04,"This 173 square footage room on Boston's Dorchester - Fields Corner West is a functional, spacious and comfortable room in a 3-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
58,58,4550,https://junehomes.com/residences/boston-ma/dorchester-fields-corner-west/1581-dorchester-fields-corner-west/4550,dorchester-fields-corner-west/1581-dorchester-fields-corner-west/4550,3,1.5,1275,179,2022-12-05,2023-01-04,"This 179 square footage room on Boston's Dorchester - Fields Corner West is a functional, spacious and comfortable room in a 3-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
59,59,2797,https://junehomes.com/residences/boston-ma/jfk/982-jfkumass/2797,jfk/982-jfkumass/2797,6,2,1250,77,2022-12-05,2023-01-04,"This attractive, charming and flashing room is available."
60,60,3625,https://junehomes.com/residences/boston-ma/jfk/1255-jfkumass/3625,jfk/1255-jfkumass/3625,5,1,1075,89,2022-12-05,2023-01-04,"This 89 square footage room on Boston's JFK/UMass is a neat, charming and glossy room in a 5-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
61,61,4379,https://junehomes.com/residences/boston-ma/brighton/1517-brighton/4379,brighton/1517-brighton/4379,7,2,1300,142,2022-12-05,2023-01-04,"This 142 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
62,62,3033,https://junehomes.com/residences/boston-ma/jfk/1043-jfkumass/3033,jfk/1043-jfkumass/3033,5,1,1075,112,2022-12-05,2023-01-04,"This attractive, charming and flashing room is available for a short or long-term staying in this shared apartment."
63,63,2658,https://junehomes.com/residences/boston-ma/brighton/941-brighton/2658,brighton/941-brighton/2658,4,2,1300,133,2022-12-05,2023-01-04,"This 133 square footage room on Boston's spaciouson is a clean, shiny and spacious room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
64,64,1239,https://junehomes.com/residences/boston-ma/allston/457-allston/1239,allston/457-allston/1239,5,2,1075,171,2022-12-05,2023-01-04,"This clean, spacious and pretty room is available."
65,65,4282,https://junehomes.com/residences/boston-ma/brighton/1487-brighton/4282,brighton/1487-brighton/4282,5,2,1100,142,2022-12-05,2023-01-04,"This 142 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
66,66,4814,https://junehomes.com/residences/boston-ma/jfk/1662-jfkumass/4814,jfk/1662-jfkumass/4814,7,2,1075,152,2022-12-06,2023-01-05,"This 152 square footage room on Boston's JFK/UMass. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
67,67,4374,https://junehomes.com/residences/boston-ma/brighton/1517-brighton/4374,brighton/1517-brighton/4374,7,2,1075,150,2022-12-05,2023-01-04,"This 150 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
68,68,4375,https://junehomes.com/residences/boston-ma/brighton/1517-brighton/4375,brighton/1517-brighton/4375,7,2,1075,151,2022-12-05,2023-01-04,"This 151 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
69,69,1674,https://junehomes.com/residences/boston-ma/brighton/603-brighton/1674,brighton/603-brighton/1674,5,3,1275,107,2022-12-05,2023-01-04,"This 107 square footage room on Boston's spaciouson is a clean, spacious and glossy room in a 5-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
70,70,2669,https://junehomes.com/residences/boston-ma/uphams/945-uphams-corner/2669,uphams/945-uphams-corner/2669,4,1,1350,119,2022-12-05,2023-01-04,"This 119 square footage room on Boston's Upham's Corner is a clean, spacious and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
71,71,4818,https://junehomes.com/residences/boston-ma/uphams/1663-uphams-corner/4818,uphams/1663-uphams-corner/4818,4,1,1300,92,2022-12-05,2023-01-04,"This 92 square footage room on Boston's Upham's Corner. It's a functional, spacious and comfortable room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
72,72,4406,https://junehomes.com/residences/boston-ma/brighton/1525-brighton/4406,brighton/1525-brighton/4406,5,2,1125,125,2022-12-05,2023-01-04,"This 125 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee. For up to date prices, please indicate your move-in date, move-out date and your furnishing preference."
73,73,2667,https://junehomes.com/residences/boston-ma/uphams/945-uphams-corner/2667,uphams/945-uphams-corner/2667,4,1,1250,187,2022-12-05,2023-01-04,"This 187 square footage room on Boston's Upham's Corner is a good-looking, spacious and appealing room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
74,74,4376,https://junehomes.com/residences/boston-ma/brighton/1517-brighton/4376,brighton/1517-brighton/4376,7,2,1325,154,2022-12-05,2023-01-04,"This 154 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
75,75,3631,https://junehomes.com/residences/boston-ma/jfk/1256-jfkumass/3631,jfk/1256-jfkumass/3631,5,1,1100,95,2022-12-05,2023-01-04,"This 95 square footage room on Boston's JFK/UMass is a charming, lovely and clean room in a 5-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
76,76,2332,https://junehomes.com/residences/boston-ma/allston/835-allston/2332,allston/835-allston/2332,4,1.5,1300,89,2022-12-05,2023-01-04,"This 89 square footage room on Boston's Allston is a clean, charming and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
77,77,3574,https://junehomes.com/residences/boston-ma/brighton/1238-brighton/3574,brighton/1238-brighton/3574,4,1,1100,129,2022-12-05,2023-01-04,"This bright, sunny and shine room is available."
78,78,1458,https://junehomes.com/residences/boston-ma/allston/535-allston/1458,allston/535-allston/1458,4,2,1100,129,2022-12-05,2023-01-04,"This 129 square footage room on Boston's Allston is a clean, spacious and functional room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
79,79,2679,https://junehomes.com/residences/boston-ma/jfk/948-savin-hill/2679,jfk/948-savin-hill/2679,5,1,1100,184,2022-12-05,2023-01-04,"This 184 square footage room on Boston's JFK/UMass is a spacious, well-kept and appealing room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
80,80,1675,https://junehomes.com/residences/boston-ma/brighton/603-brighton/1675,brighton/603-brighton/1675,5,3,1325,121,2022-12-05,2023-01-04,"This 121 square footage room on Boston's spaciouson is a clean, spacious and glossy room in a 5-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
81,81,4531,https://junehomes.com/residences/boston-ma/somerville/1577-somerville/4531,somerville/1577-somerville/4531,4,1,1100,85,2022-12-05,2023-01-04,"This 85 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
82,82,3038,https://junehomes.com/residences/boston-ma/jfk/1044-jfkumass/3038,jfk/1044-jfkumass/3038,4,1,1125,86,2022-12-05,2023-01-04,"This 86 square footage room on  Boston JFK/UMass is a spacious, lovely and clean room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
83,83,3502,https://junehomes.com/residences/boston-ma/jfk/1221-jfkumass/3502,jfk/1221-jfkumass/3502,5,1,1125,142,2022-12-14,2023-01-13,"This 142 square footage room on Boston's JFK/UMass is a neat, spacious and glossy room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
84,84,1123,https://junehomes.com/residences/boston-ma/brighton/420-brighton/1123,brighton/420-brighton/1123,3,1.5,1125,179,2022-12-05,2023-01-04,"This good-looking, spacious and neat room is available."
85,85,2652,https://junehomes.com/residences/boston-ma/brighton/940-brighton/2652,brighton/940-brighton/2652,4,2,1350,162,2022-12-05,2023-01-04,"This 162 square footage room on Boston's spaciouson is a spacious, well-kept and appealing room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
86,86,1244,https://junehomes.com/residences/boston-ma/allston/459-allston/1244,allston/459-allston/1244,4,1,1325,156,2022-12-05,2023-01-04,"This clean, spacious and pretty room is available."
87,87,3701,https://junehomes.com/residences/boston-ma/brighton/1280-allston/3701,brighton/1280-allston/3701,3,1,1350,131,2022-12-05,2023-01-04,"This 131 square footage room on Boston's spaciouson is a spacious, lovely and clean room in a 3-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
88,88,3513,https://junehomes.com/residences/boston-ma/jfk/1224-jfkumass/3513,jfk/1224-jfkumass/3513,5,1,1150,164,2022-12-05,2023-01-04,"This 164 square footage room on Boston's JFK/UMass is a neat, spacious and smart room in a 5-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
89,89,3894,https://junehomes.com/residences/boston-ma/somerville/1343-somerville/3894,somerville/1343-somerville/3894,5,1,1125,138,2023-01-01,2023-01-31,"This comfy, cute and charming room is available."
90,90,3700,https://junehomes.com/residences/boston-ma/brighton/1279-allston/3700,brighton/1279-allston/3700,3,1,1125,136,2022-12-05,2023-01-04,"This 136 square footage room on Boston's spaciouson is a clean, spacious and flashing room in a 3-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
91,91,2622,https://junehomes.com/residences/boston-ma/roxbury/937-roxbury/2622,roxbury/937-roxbury/2622,3,1,1125,223,2023-01-01,2023-01-31,"This 223 square footage room on Boston's Roxbury is a clean, spacious and glossy room in a 3-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
92,92,4532,https://junehomes.com/residences/boston-ma/somerville/1577-somerville/4532,somerville/1577-somerville/4532,4,1,1125,129,2022-12-05,2023-01-04,"This 129 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
93,93,4587,https://junehomes.com/residences/boston-ma/somerville/1593-somerville/4587,somerville/1593-somerville/4587,4,2,1125,168,2022-12-05,2023-01-04,"This 168 square footage room on Boston, Somerville is a clean, spacious and glossy room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
94,94,3622,https://junehomes.com/residences/boston-ma/jfk/1254-jfkumass/3622,jfk/1254-jfkumass/3622,4,1,1150,100,2022-12-05,2023-01-04,"This 100 square footage room on Boston's JFK/UMass is a clean, shiny and charming room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
95,95,4534,https://junehomes.com/residences/boston-ma/somerville/1577-somerville/4534,somerville/1577-somerville/4534,4,1,1150,137,2022-12-05,2023-01-04,"This 137 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
96,96,4533,https://junehomes.com/residences/boston-ma/somerville/1577-somerville/4533,somerville/1577-somerville/4533,4,1,1375,109,2022-12-05,2023-01-04,"This 109 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
