,id,Trans_id,stations,color,walktime,description
859,267,2,",95",#F5C00E,7,Mystic Ave @ Mystic Apartments
860,268,0,",D,E",#00843D,11,Union Square
861,268,1,",Orange,Line",#F5C00E,15,Sullivan Square
862,268,2,",95,101,104,105,109",#F5C00E,15,Sullivan Square
863,269,0,",Red,line",#EC211F,3,JFK / UMass
864,269,1,",Greenbush,Kingston",#B933AD,3,JFK / UMass
865,269,2,",Middleborough/Lakeville",#B933AD,3,JFK / UMass
866,269,3,",8,16,41",#F5C00E,3,JFK / UMass
867,270,0,",66",#F5C00E,4,N Harvard St @ Coolidge Rd
868,270,1,",64",#F5C00E,7,Cambridge St @ Lincoln St
869,270,2,",B",#018835,15,Harvard Avenue
870,270,3,",70,86",#F5C00E,8,Western Ave @ Riverdale St
871,271,0,",Red,Line",#DA1721,7,JFK / UMass
872,271,1,",Greenbush/Kingston",#8E44AD,7,JFK / UMass
873,271,2,",Middleborough/Lakeville",#8E44AD,7,JFK / UMass
874,271,3,",18",#F5C00E,2,Dorchester Ave @ Mayfield St
875,271,4,",8,16,41",#F5C00E,7,JFK / UMass
876,272,0,",83,91",#F5C00E,1,Prospect St
877,272,1,",Red,line",#DA1721,10,Central
878,273,0,",18",#F5C00E,4,Dorchester Ave @ Pearl St
879,273,1,",16,17,41",#F5C00E,7,Columbia Rd @ Stoughton St
880,273,2,",Fairmount,Line",#8E44AD,11,Upham's Corner
881,273,3,",Franklin,Line/Foxboro,Pilot",#8E44AD,11,Upham's Corner
882,273,4,",Red,Line",#DA1721,10,Savin Hill
883,274,0,",B",#00843D,10,Warren Street
884,274,1,",51,57,66",#F5C00E,1,Cambridge St @ Sparhawk St
885,274,2,",501",#F5C00E,3,Cambridge St opp Dustin St
886,275,0,",B",#00843D,10,Warren Street
887,275,1,",Framingham",#B933AD,13,Boston Landing
888,275,2,",Worcester",#B933AD,13,Boston Landing
889,275,3,",51,57,66",#F5C00E,1,Cambridge St @ Sparhawk St
890,276,0,",Orange,Line",#EB841E,11,Roxbury Crossing
891,276,1,",14,41",#f2bd2a,3,Centre St @ Cedar St
892,276,2,",22,29,44",#F5C00E,11,Jackson Square
893,277,0,",Red,Line",#DA1721,8,Andrew
894,277,1,",Fairmount,Franklin",#8E44AD,11,Newmarket
895,277,2,",Greenbush,Kingston",#8E44AD,14,JFK / UMass
896,277,3,",8,41,16",#F5C00E,14,JFK / UMass
897,277,4,",Middleborough/Lakeville",#8E44AD,14,JFK / UMass
898,278,0,",64,66,501",#F5C00E,1,Cambridge Street
899,278,1,",B",#018835,8,Harvard Avenue
900,279,0,",B",#00843D,4,Washington Street
901,279,1,",65",#F5C00E,3,Corey Rd & Washington Street
902,280,0,",B",#018835,14,Harvard Avenue
903,280,1,",70,86",#F5C00E,12,Western Ave @ Everest
904,281,0,",Orange,line",#EB841E,8,Ruggles
905,281,1,",8,19,47",#EB841E,1,Melnea Cass Blvd opp Kerr Way
906,282,0,",Red,Line",#DA1721,3,JFK / UMass
907,282,1,",Greenbush/Kingston",#B933AD,3,JFK / UMass
908,282,2,",Lakeville,Line",#B933AD,3,JFK / UMass
909,283,0,",Red,Line",#DA1721,2,JFK / UMass
910,283,1,",Kingston,Line",#8E44AD,2,JFK / UMass
911,283,2,",Middleborough/Lakeville,Line",#8E44AD,2,JFK / UMass
912,283,3,",Greenbush,Line",#8E44AD,2,JFK / UMass
913,283,4,",8,16,41",#F5C00E,3,JFK / UMass
914,284,0,",Red,Line",#DA1721,2,JFK / UMass
915,284,1,",Kingston,Line",#8E44AD,2,JFK / UMass
916,284,2,",Middleborough/Lakeville,Line",#8E44AD,2,JFK / UMass
917,284,3,",Greenbush,Line",#8E44AD,2,JFK / UMass
918,284,4,",8,16,41",#F5C00E,3,JFK / UMass
919,285,0,",Red",#DA1721,8,JFK / UMass
920,285,1,",Greenbush,Kingston",#8E44AD,8,JFK / UMass
921,285,2,",Middleborough/Lakeville",#8E44AD,8,JFK / UMass
922,286,0,",B",#00843D,2,Chiswick Road
923,286,1,",C",#00843D,10,Cleveland Circle
924,286,2,",D",#00843D,12,Reservoir
925,286,3,",Green,Line",#F5C00E,12,Reservoir
926,286,4,",51,86",#F5C00E,3,Chestnut Hill Ave @ Embassy Rd
927,287,0,",B",#00843D,8,Harvard Avenue
928,287,1,",64,66,501",#F5C00E,1,Cambridge Street
929,288,0,",B",#018835,8,Chiswick Road
930,288,1,",51,86",#F5C00E,2,Chestnut Hill Ave @ Wiltshire Rd
931,289,0,",B",#018835,3,Sutherland Road
932,290,0,",Fairmount,Line,Franklin,Line",#8E44AD,9,Uphams Corner
933,290,1,",Kingston,Line,Greenbush,Line,Middleborough/Lakeville,Line",#8E44AD,12,JFK / UMass
934,290,2,",Red,Line",#DA1721,12,JFK / UMass
935,290,3,",8,,16,41,Red,Line,Shuttle",#F5C00E,12,JFK / UMass
936,291,0,",Red,Line",#DA1721,6,Central
937,291,1,",68",#F5C00E,2,Broadway @ Inman St
938,291,2,",64,83,91",#F5C00E,1,Prospect St @ Harvard St
939,292,0,",Framingham/Worcester",#8E44AD,6,Boston Landing
940,292,1,",B",#00843D,15,Allston Street
941,292,2,",64",#F5C00E,4,N Beacon St @ Saunders St
942,292,3,",86",#F5C00E,5,Market St @ N Beacon St
943,293,0,",B",#00843D,8,Harvard Avenue
944,293,1,",Framingham/Worcester",#8E44AD,12,Boston Landing
945,293,2,",64,66,501",#F5C00E,2,Cambridge St @ Linden St
946,294,0,",Red,Line",#EC211F,14,Kendall/MIT
947,294,1,",D,E",#018835,15,Union Square
948,294,2,",85",#F5C00E,4,Hampshire St @ Webster Ave
949,295,0,",Greenbush/Kingston",#8E44AD,1,JFK / UMass
950,295,1,",Red,Line",#DA1721,1,JFK / UMass
951,295,2,",Middleborough/Lakeville",#8E44AD,1,JFK / UMass
952,295,3,",8,16,41",#EB841E,1,JFK / UMass
953,296,0,",E",#00843D,4,Symphony
954,296,1,",Orange,Line",#EB841E,7,Massachusetts Ave
955,296,2,",D,B,C",#00843D,10,Hynes Convention Center Station
956,296,3,",Franklin,Needham,Providence/Stoughton",#8E44AD,12,Ruggles
957,297,0,",57,501",#EB841E,3,Washington St @ Brock St
958,297,1,",51,65,86",#EB841E,12,Chestnut Hill Ave @ Veronica Smith Ctr
959,298,0,",B",#018835,5,Griggs Street
960,298,1,",57,66",#F5C00E,5,Brighton Ave @ Allston St
961,298,2,",Green,Line,B,Shuttle",#F5C00E,5,Griggs Street
962,299,0,",Red,line",#EC211F,3,JFK / UMass
963,299,1,",Greenbush,Kingston",#B933AD,3,JFK / UMass
964,299,2,",Middleborough/Lakeville",#B933AD,3,JFK / UMass
965,299,3,",8,16,41",#F5C00E,3,JFK / UMass
966,300,0,",Red,LIne",#EC211F,8,JFK / UMass
967,300,1,",Greenbush/Kingston",#8E44AD,8,JFK / UMass
968,300,2,",Middleborough/Lakeville",#8E44AD,8,JFK / UMass
969,300,3,",8,16,41",#EB841E,8,JFK / UMass
970,300,4,",18",#EB841E,2,Dorchster Ave @ Howes St
971,301,0,",Red,Line",#DA1721,2,JFK / UMass
972,301,1,",Kingston,Line",#8E44AD,2,JFK / UMass
973,301,2,",Middleborough/Lakeville,Line",#8E44AD,2,JFK / UMass
974,301,3,",Greenbush,Line",#8E44AD,2,JFK / UMass
975,301,4,",8,16,41",#F5C00E,3,JFK / UMass
976,302,0,",57,501",#EB841E,3,Washington St @ Brock St
977,302,1,",51,65,86",#EB841E,12,Chestnut Hill Ave @ Veronica Smith Ctr
978,303,0,",B",#00843D,8,Harvard Avenue
979,303,1,",Framingham",#8E44AD,13,Boston Landing
980,304,0,",E",#00843d,5,Longwood Medical Area
981,304,1,",Orange,Line",#ed8b00,9,Roxbury Crossing
982,304,2,",Franklin/Needham/Providence",#80276c,15,Ruggles
983,304,3,",39",#f2bd2a,3,Huntington Ave @ Wigglesworth St
984,305,0,",51",#8E5B2D,4,Chestnut Hill Ave & Strathmore Rd
985,305,1,",86",#8E5B2D,4,Chestnut Hill Ave & Strathmore Rd
986,305,2,",B",#018835,2,Commonwealth Ave & Chiswick Rd
987,306,0,",Red,Line",#DA1721,3,JFK / UMass
988,306,1,",Greenbush/Kingston",#B933AD,3,JFK / UMass
989,306,2,",Lakeville,Line",#B933AD,3,JFK / UMass
990,307,0,",Greenbush,Kingston",#8E44AD,10,JFK / UMass
991,307,1,",Middleborough/Lakeville",#8E44AD,10,JFK / UMass
992,307,2,",Red,Line",#DA1721,10,JFK / UMass
993,307,3,",8,16,41",#F5C00E,10,JFK / UMass
994,308,0,",Framingham",#8E44AD,16,Boston Landing
995,308,1,",B",#00843D,16,Harvard Avenue
996,309,0,",B",#018835,3,Sutherland Road
997,310,0,",Orange,line",#EB841E,8,Haymarket
998,310,1,",Blue,line",#0E4189,11,Aquarium
999,311,0,",B",#018835,14,Harvard Avenue
1000,311,1,",70,86",#F5C00E,12,Western Ave @ Everest
1001,312,0,",E",#008000,14,Symphony Station
1002,312,1,",Framingham/Worcester,Line",#8E44AD,10,Lansdowne
1003,313,0,",B",#00843D,8,Harvard Avenue
1004,313,1,",Framingham",#8E44AD,13,Boston Landing
1005,314,0,",64",#F5C00E,4,Brooks St @ Faneuil St
1006,314,1,",57,501",#F5C00E,9,Washington St @ Oak Square Ave
1007,314,2,",86",#F5C00E,14,Market St @ Keenan Rd
1008,315,0,",Fairmount/Franklin",#8E44AD,8,Uphams Corner
1009,315,1,",Red,Line",#DA1721,15,JFK / UMass
1010,315,2,",Greenbush/Kingston",#8E44AD,15,JFK / UMass
1011,315,3,",Middleborough/Lakeville",#8E44AD,15,JFK / UMass
1012,316,0,",Red,Line",#EC211F,5,JFK / UMass
1013,316,1,",Greenbush/Kingston",#B933AD,5,JFK / UMass
1014,316,2,",Middleborough/Lakeville",#B933AD,5,JFK / UMass
1015,317,0,",57,501",#F5C00E,2,Washington St @ Oak Square Ave
1016,317,1,",64",#F5C00E,6,Faneuil St @ Brooks St
1017,318,0,",Red,Line",#DA1721,3,JFK / UMass
1018,318,1,",Red,Line",#DA1721,8,Savin Hill
1019,319,0,",Orange,line",#EB841E,8,Haymarket
1020,319,1,",Blue,line",#0E4189,11,Aquarium
1021,320,0,",64",#EB841E,6,Faneuil St @ Oak Square
1022,320,1,",57",#EB841E,6,Tremont St @ Washington St
1023,320,2,",501",#EB841E,8,Tremont St opp Tremont Pl
1024,321,0,",44",#F5C00E,4,Walnut Ave @ Humboldt Ave
1025,321,1,",10,14,19,23,28",#F5C00E,6,Warren St opp Woodbine St
1026,321,2,",32,34,36,38",#F5C00E,7,Humboldt Ave @ Townsend St
1027,322,0,",Orange,line",#EB841E,8,Haymarket
1028,322,1,",Blue,line",#0E4189,11,Aquarium
1029,323,0,",Red,Line",#EC211F,6,JFK/UMass
1030,323,1,",Greenbush,Line,Kingston,Line",#8E44AD,6,JFK/UMass
1031,323,2,",Fairmount,Line,Franklin/Foxboro,Line",#8E44AD,15,Newmarket
1032,323,3,",8,16,41",#F5C00E,6,JFK/UMass
1033,324,0,",Red,Line",#EC211F,5,JFK / UMass
1034,324,1,",Greenbush/Kingston",#B933AD,5,JFK / UMass
1035,324,2,",Middleborough/Lakeville",#B933AD,5,JFK / UMass
1036,325,0,",B",#018835,3,Packards Corner
1037,325,1,",57",#FC5707,3,Kenmore Station
1038,326,0,",Red,Line",#DA1721,3,JFK / UMass
1039,326,1,",Red,Line",#DA1721,8,Savin Hill
1040,327,0,",Fitchburg,Line",#7F2A6B,10,Porter
1041,327,1,",Red,Line",#DA1721,10,Porter
1042,327,2,",83,87",#F5C00E,10,Somerville Ave @ Lowell St
1043,328,0,",85",#FC5707,4,Hampshire St @ Webster Ave
1044,328,1,",CT2",#FC5707,4,Hampshire St @ Cardinal Medeiros Ave
1045,328,2,",64,68",#FC5707,6,Broadway @ Hampshire St
1046,329,0,",Red,Line",#EC211F,5,JFK / UMass
1047,329,1,",Greenbush/Kingston",#B933AD,5,JFK / UMass
1048,329,2,",Middleborough/Lakeville",#B933AD,5,JFK / UMass
1049,330,0,",Orange,line",#EB841E,8,Haymarket
1050,330,1,",Blue,line",#0E4189,11,Aquarium
1051,331,0,",B",#00843D,10,Warren Street
1052,331,1,",Framingham",#B933AD,13,Boston Landing
1053,331,2,",Worcester",#B933AD,13,Boston Landing
1054,331,3,",51,57,66",#F5C00E,1,Cambridge St @ Sparhawk St
1055,332,0,",Red,Line",#DA1721,3,JFK / UMass
1056,332,1,",Red,Line",#DA1721,8,Savin Hill
1057,333,0,",Fitchburg,Line",#7F2A6B,10,Porter
1058,333,1,",Red,Line",#DA1721,10,Porter
1059,333,2,",83,87",#F5C00E,10,Somerville Ave @ Lowell St
1060,334,0,",Red,Line",#DA1721,10,Savin Hill
1061,334,1,",18",#F5C00E,2,Dorchester Ave@ Belford Str
1062,334,2,",15",#F5C00E,10,Columbia Rd @Buttonwood Str
1063,335,0,",B",#018835,14,Harvard Avenue
1064,335,1,",70,86",#F5C00E,12,Western Ave @ Everest
1065,336,0,",B",#018835,5,Chiswick Road
1066,336,1,",51,86",#F5C00E,4,Chestnut Hill Ave @ Wallingford Rd
1067,337,0,",Red,Line",#DA1721,6,Central
1068,337,1,",68",#F5C00E,2,Broadway @ Inman St
1069,337,2,",64,83,91",#F5C00E,1,Prospect St @ Harvard St
1070,338,0,",B",#00843D,10,Warren Street
1071,338,1,",51,57,66",#F5C00E,1,Cambridge St @ Sparhawk St
1072,339,0,",85",#FC5707,4,Hampshire St @ Webster Ave
1073,339,1,",CT2",#FC5707,4,Hampshire St @ Cardinal Medeiros Ave
1074,339,2,",64,68",#FC5707,6,Broadway @ Hampshire St
1075,340,0,",B",#018835,8,Harvard Avenue
1076,340,1,",64,66,501",#F5C00E,2,Cambridge Street
1077,340,2,",51,57",#F5C00E,6,Brighton Ave opp Quint Ave
1078,341,0,",Red,Line",#EC211F,14,Kendall/MIT
1079,341,1,",D,E",#018835,15,Union Square
1080,341,2,",85",#F5C00E,4,Hampshire St @ Webster Ave
1081,342,0,",Framingham/Worcester",#8E44AD,13,Boston Landing
1082,342,1,",B",#00843D,15,Harvard Avenue
1083,342,2,",66",#F5C00E,4,N Harvard St @ Coolidge Rd
1084,342,3,",64",#F5C00E,7,Cambridge St @ Lincoln St
1085,343,0,",B",#00843D,3,Packards Corner
1086,344,0,",B",#00843D,8,Harvard Avenue
1087,344,1,",Framingham/Worcester,Line",#8E44AD,12,Boston Landing
1088,345,0,",66",#F5C00E,4,N Harvard St @ Coolidge Rd
1089,345,1,",64",#F5C00E,7,Cambridge St @ Lincoln St
1090,345,2,",B",#018835,15,Harvard Avenue
1091,345,3,",70,86",#F5C00E,8,Western Ave @ Riverdale St
1092,346,0,",B",#018835,8,Harvard Avenue
1093,346,1,",64,66,501",#F5C00E,1,Cambridge Street
1094,347,0,",Red,Line",#DA1721,6,JFK / UMass
1095,347,1,",Kingston/Greenbush",#8E44AD,6,JFK / UMass
1096,347,2,",Middleborough/Lakeville",#8E44AD,6,JFK / UMass
1097,348,0,",18",#F5C00E,4,Dorchester Ave @ Pearl St
1098,348,1,",16,17,41",#F5C00E,7,Columbia Rd @ Stoughton St
1099,348,2,",Fairmount,Line",#8E44AD,11,Upham's Corner
1100,348,3,",Franklin,Line/Foxboro,Pilot",#8E44AD,11,Upham's Corner
1101,348,4,",Red,Line",#DA1721,10,Savin Hill
1102,349,0,",Framingham/Worcester,Line",#8E44AD,11,Boston Landing
1103,349,1,",64,66,501",#F5C00E,6,Cambridge Street
1104,349,2,",70,86",#F5C00E,11,Western Ave @ Everett St
1105,350,0,",B",#00843D,4,Washington Street
1106,350,1,",65",#F5C00E,3,Corey Rd & Washington Street
1107,351,0,",B",#00843D,9,Chiswick Road
1108,351,1,",С",#00843D,15,Cleveland Circle
1109,351,2,",51,86",#F2BD2A,3,Chestnut Hill Ave @ Wiltshire Rd
1110,352,0,",64",#F5C00E,4,Faneuil St @ Oak Square
1111,352,1,",57,501",#F5C00E,8,Tremont St opp Tremont Pl
1112,353,0,",Red,Line",#DA1721,7,JFK / UMass
1113,353,1,",Greenbush/Kingston",#8E44AD,7,JFK / UMass
1114,353,2,",Middleborough/Lakeville",#8E44AD,7,JFK / UMass
1115,353,3,",18",#F5C00E,2,Dorchester Ave @ Mayfield St
1116,353,4,",8,16,41",#F5C00E,7,JFK / UMass
1117,354,0,",B",#018835,3,Packards Corner
1118,354,1,",57",#FC5707,3,Kenmore Station
1119,355,0,",10",#F7C751,1,Dorchester St @ W 5th St
1120,355,1,",11",#F7C751,2,W 6th St @ F St
1121,355,2,",Red,Line",#CE3C32,13,Andrew
1122,356,0,",Red",#DA1721,8,Andrew
1123,356,1,",Fairmount,Franklin",#8E44AD,13,Newmarket
1124,356,2,",Greenbush,Kingston",#8E44AD,14,JFK / UMass
1125,356,3,",Middleborough/Lakeville",#8E44AD,14,JFK / UMass
1126,357,0,",51",#8E5B2D,4,Chestnut Hill Ave & Strathmore Rd
1127,357,1,",86",#8E5B2D,4,Chestnut Hill Ave & Strathmore Rd
1128,357,2,",B",#018835,2,Commonwealth Ave & Chiswick Rd
1129,358,0,",51",#8E5B2D,4,Chestnut Hill Ave & Strathmore Rd
1130,358,1,",86",#8E5B2D,4,Chestnut Hill Ave & Strathmore Rd
1131,358,2,",B",#018835,2,Commonwealth Ave & Chiswick Rd
1132,359,0,",Framingham/Worcester",#8E44AD,6,Boston Landing
1133,359,1,",B",#00843D,15,Allston Street
1134,359,2,",64",#F5C00E,4,N Beacon St @ Saunders St
1135,359,3,",86",#F5C00E,5,Market St @ N Beacon St
1136,360,0,",10",#F7C751,1,Dorchester St @ W 5th St
1137,360,1,",11",#F7C751,2,W 6th St @ F St
1138,360,2,",Red,Line",#CE3C32,13,Andrew
1139,371,0,",Red,Line",#EC211F,9,Shawmut
1140,371,1,",23",#F5C00E,2,Washington St @ Park St
1141,372,0,",Orange,Line",#EB841E,8,Jackson Square
1142,372,1,",E",#00843D,9,Health Street
1143,373,0,",Blue,Line",#2040AA,2,Maverick
1144,373,1,",114,116,117,120,121",#F5C00E,2,Maverick
1145,374,0,",Red,line",#DA1721,5,Shawmut
1146,375,0,",Orange,Line",#EB841E,8,Jackson Square
1147,375,1,",E",#00843D,9,Health Street
1148,376,0,",Orange,Line",#FC5707,8,Roxbury Crossing
1149,376,1,",E",#018835,9,Brigham Circle
1150,376,2,",14,22,29,41,44",#F5C00E,13,Jackson Square
1151,377,0,",Blue,Line",#2040AA,2,Maverick
1152,377,1,",114,116,117,120,121",#F5C00E,2,Maverick
1153,378,0,",Orange,line",#EB841E,15,Assembly
1154,378,1,",95",#F5C00E,5,Mystic Ave @ Temple Rd
1155,379,0,",E",#00843D,5,Fenwood Road
1156,379,1,",Orange,Line",#EB841E,10,Roxbury Crossing
1157,379,2,",35,39,66",#F5C00E,4,Huntington Ave opp Fenwood Rd
1158,380,0,",Orange,Line",#ef8b22,5,Stony Brook
1159,380,1,",42",#f2bd2a,3,Washington St
1160,380,2,",22,29,44",#f2bd2a,7,Columbus Ave @ Dimock St
1161,380,3,",14,41",#f2bd2a,14,Jackson Square
1162,381,0,",Orange,Line",#ED8B32,5,Stony Brook
1163,381,1,",14,22,29,41,44",#F1BC3D,14,Jackson Square
1164,381,2,",42",#F1BC3D,3,Washington St & School St
1165,382,0,",89,93,101",#F5C00E,2,Broadway @ Montgomery Ave
1166,382,1,",80",#F5C00E,10,Medford St @ School St
1167,382,2,",95",#F5C00E,10,Mystic Ave @ Wheatland St
1168,383,0,",Blue,Line",#2040AA,10,Airport
1169,383,1,",121",#F5C00E,1,Lexington St @ Marion St
1170,383,2,",114,116,117",#F5C00E,3,Meridian St @ Lexington St
1171,384,0,",Blue,Line",#0E4189,11,Airport
1172,384,1,",SL3",#808183,11,Airport
1173,385,0,",E",#00843D,5,Fenwood Road
1174,385,1,",Orange,line",#EB841E,11,Roxbury Crossing
1175,385,2,",35,39,66",#EB841E,4,Huntington Ave opp Fenwood Rd
1176,386,0,",Orange,Line",#FC5707,8,Roxbury Crossing
1177,386,1,",E",#018835,9,Brigham Circle
1178,386,2,",14,22,29,41,44",#F5C00E,13,Jackson Square
1179,387,0,",Red,line",#DA1721,5,Shawmut
1180,388,0,",Franklin,Fairmount",#8E44AD,12,Morton Street
1181,388,1,",28,29",#F5C00E,2,Blue Hill Ave @ Woodrow Ave
1182,389,0,",Red,Line",#EC211F,9,Shawmut
1183,389,1,",23",#F5C00E,2,Washington St @ Park St
1184,390,0,",Orange,Line",#FC5707,8,Roxbury Crossing
1185,390,1,",E",#018835,9,Brigham Circle
1186,390,2,",14,22,29,41,44",#F5C00E,13,Jackson Square
1187,391,0,",Fairmount,Line,Franklin,Line",#8E44AD,4,Four Corners/Geneva
1188,391,1,",16",#F5C00E,3,Columbia Rd @ Seaver St
1189,391,2,",23",#F5C00E,4,Washington Street @ Four Corners
1190,392,0,",Fairmount/Franklin",#8E44AD,7,Four Corners/Geneva
1191,392,1,",14,22,28,29,45",#F5C00E,3,Blue Hill Ave opp McLellan St
1192,393,0,",Fairmount,Line,Franklin,Line",#8E44AD,4,Four Corners/Geneva
1193,393,1,",16",#F5C00E,3,Columbia Rd @ Seaver St
1194,393,2,",23",#F5C00E,4,Washington Street @ Four Corners
1195,394,0,",Orange,line",#EB841E,15,Assembly
1196,394,1,",95",#F5C00E,5,Mystic Ave @ Temple Rd
1197,395,0,",D,E",#018835,15,Union Square
1198,395,1,",80",#F5C00E,3,Pearl St @ McGrath Hwy
1199,395,2,",88,90",#F5C00E,3,Highland Ave @ Walnut St
1200,396,0,",Orange,Line",#ef8b22,5,Stony Brook
1201,396,1,",42",#f2bd2a,3,Washington St
1202,396,2,",22,29,44",#f2bd2a,7,Columbus Ave @ Dimock St
1203,396,3,",14,41",#f2bd2a,14,Jackson Square
1204,397,0,",Orange,Line",#ED8B32,5,Stony Brook
1205,397,1,",14,22,29,41,44",#F1BC3D,14,Jackson Square
1206,397,2,",42",#F1BC3D,3,Washington St & School St
1207,398,0,",89,93,101",#F5C00E,2,Broadway @ Montgomery Ave
1208,398,1,",80",#F5C00E,10,Medford St @ School St
1209,398,2,",95",#F5C00E,10,Mystic Ave @ Wheatland St
1210,399,0,",Fairmount/Franklin",#8E44AD,7,Four Corners/Geneva
1211,399,1,",14,22,28,29,45",#F5C00E,3,Blue Hill Ave opp McLellan St
1212,400,0,",E",#00843D,5,Fenwood Road
1213,400,1,",Orange,line",#EB841E,11,Roxbury Crossing
1214,400,2,",35,39,66",#EB841E,4,Huntington Ave opp Fenwood Rd
1215,401,0,",Red,line",#DA1721,5,Shawmut
1216,402,0,",Red,line",#DA1721,5,Shawmut
1217,403,0,",Orange,Line",#EB841E,15,Assembly
1218,403,1,",95",#F5C00E,5,Mystic Ave @ Temple Rd
1219,403,2,",90",#F5C00E,10,Grand Union Blvd opp Artisan Way
1220,404,0,",Blue,Line",#2040AA,10,Airport
1221,404,1,",121",#F5C00E,1,Lexington St @ Marion St
1222,404,2,",114,116,117",#F5C00E,3,Meridian St @ Lexington St
1223,405,0,",Framingham/Worcester",#8E44AD,6,Auburndale
1224,405,1,",D",#00843D,11,Riverside
1225,405,2,",558",#F5C00E,11,Riverside
1226,405,3,",MBRS",#DA1721,11,Riverside
1227,406,0,",B",#00843D,5,Washington Street
1228,406,1,",C",#00843D,6,Tappan Street
1229,406,2,",D",#00843D,10,Beaconsfield
1230,406,3,",65",#F5C00E,1,Washington St @ Corey Rd
1231,407,0,",66",#F5C00E,4,N Harvard St @ Coolidge Rd
1232,407,1,",64",#F5C00E,7,Cambridge St @ Lincoln St
1233,407,2,",B",#018835,15,Harvard Avenue
1234,407,3,",70,86",#F5C00E,8,Western Ave @ Riverdale St
1235,408,0,",Red,Line",#EC211F,8,Porter
1236,408,1,",Fitchburg,Line",#B933AD,8,Porter
1237,408,2,",88,89",#F5C00E,2,Highland Ave @ Willow Ave
1238,408,3,",87,88,89,90,94,96",#F5C00E,10,Davis
1239,409,0,",Orange,Line",#EB841E,8,Jackson Square
1240,409,1,",E",#00843D,9,Health Street
1241,410,0,",E",#008345,5,Fenwood Road
1242,410,1,",Orange,Line",#ef8b22,11,Roxbury Crossing
1243,410,2,",35,39,66",#f2bd2a,6,Huntington Ave @ Fenwood Rd
1244,411,0,",Orange,Line",#ef8b22,5,Roxbury Crossing
1245,411,1,",Franklin,Providence/Stoughton,Needham",#80276c,14,Ruggles
1246,411,2,",66",#f2bd2a,5,Tremont St @ Sewall St
1247,411,3,",14,22,29,41,44",#f2bd2a,11,Jackson Square
1248,412,0,",Orange,Line",#ef8b22,5,Stony Brook
1249,412,1,",42",#f2bd2a,3,Washington St
1250,412,2,",22,29,44",#f2bd2a,7,Columbus Ave @ Dimock St
1251,412,3,",14,41",#f2bd2a,14,Jackson Square
1252,413,0,",B",#00843D,5,Washington Street
1253,413,1,",C",#00843D,6,Tappan Street
1254,413,2,",D",#00843D,10,Beaconsfield
1255,413,3,",65",#F5C00E,1,Washington St @ Corey Rd
1256,414,0,",Red,Line",#EC211F,9,Shawmut
1257,414,1,",23",#F5C00E,2,Washington St @ Park St
1258,415,0,",Orange,Line",#FC5707,11,Roxbury Crossing
1259,415,1,",E",#018835,11,Fenwood Road
1260,416,0,",Blue,Line",#0E4189,11,Airport
1261,416,1,",SL3",#808183,11,Airport
1262,417,0,",Red,LIne",#EC211F,8,JFK / UMass
1263,417,1,",Greenbush/Kingston",#8E44AD,8,JFK / UMass
1264,417,2,",Middleborough/Lakeville",#8E44AD,8,JFK / UMass
1265,417,3,",8,16,41",#EB841E,8,JFK / UMass
1266,417,4,",18",#EB841E,2,Dorchster Ave @ Howes St
1267,418,0,",83,91",#F5C00E,1,Prospect St
1268,418,1,",Red,line",#DA1721,10,Central
1269,419,0,",Blue,Line",#2040AA,2,Maverick
1270,419,1,",114,116,117,120,121",#F5C00E,2,Maverick
1271,420,0,",E",#00843D,5,Fenwood Road
1272,420,1,",Orange,line",#EB841E,11,Roxbury Crossing
1273,420,2,",35,39,66",#EB841E,4,Huntington Ave opp Fenwood Rd
1274,421,0,",Red,Line",#EC211F,9,Shawmut
1275,421,1,",23",#F5C00E,2,Washington St @ Park St
1276,422,0,",Orange,Line",#EB841E,15,Assembly
1277,422,1,",95",#F5C00E,5,Mystic Ave @ Temple Rd
1278,422,2,",90",#F5C00E,10,Grand Union Blvd opp Artisan Way
1279,423,0,",B",#00843D,5,Washington Street
1280,423,1,",C",#00843D,6,Tappan Street
1281,423,2,",D",#00843D,10,Beaconsfield
1282,423,3,",65",#F5C00E,1,Washington St @ Corey Rd
1283,424,0,",Orange,Line",#EB841E,15,Assembly
1284,424,1,",95",#F5C00E,5,Mystic Ave @ Temple Rd
1285,424,2,",90",#F5C00E,10,Grand Union Blvd opp Artisan Way
1286,425,0,",Blue,Line",#2040AA,2,Maverick
1287,425,1,",114,116,117,120,121",#F5C00E,2,Maverick
1288,426,0,",Orange,Line",#FC5707,11,Roxbury Crossing
1289,426,1,",E",#018835,11,Fenwood Road
1290,427,0,",22,29,32,34,36",#F5C00E,1,Seaver St @ Maple Street
1291,427,1,",Fairmount,Line,Franklin,Line",#8E44AD,11,Four Corners/Geneva
1292,428,0,",Orange,line",#EB841E,15,Assembly
1293,428,1,",95",#F5C00E,5,Mystic Ave @ Temple Rd
1294,429,0,",E",#00843D,5,Fenwood Road
1295,429,1,",Orange,Line",#EB841E,9,Roxbury Crossing
1296,429,2,",35,39,66",#F5C00E,5,Huntington Ave opp Fenwood Rd
1297,429,3,",22,29",#F5C00E,11,Columbus Ave @ New Cedar St
1298,430,0,",Orange,Line",#ef8b22,5,Roxbury Crossing
1299,430,1,",Franklin,Providence/Stoughton,Needham",#80276c,14,Ruggles
