,id,Trans_id,stations,color,walktime,description
427,130,1,",51,57,66",#F5C00E,5,Market St @ Keenan Rd
428,130,2,",86",#F5C00E,6,Cambridge St @ Dustin St
429,131,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#8E44AD,11,JFK / UMass
430,131,1,",Red,Line",#DA1721,11,JFK / UMass
431,131,2,",8,16,41",#F5C00E,11,JFK / UMass
432,132,0,",Blue,Line",#003da5,15,Airport
433,132,1,",114,116,117",#f2bd2a,5,Meridian St @ Eutaw St
434,133,0,",Fairmount,Line",#B933AD,5,Uphams Corner
435,133,1,",Kingston,Line",#B933AD,15,JFK / UMass
436,133,2,",Greenbush,Line",#B933AD,15,JFK / UMass
437,133,3,",Red,line",#DA1721,15,JFK / UMass
438,133,4,",16,17,41",#F5C00E,5,Columbia Rd @ Holden St
439,134,0,",Blue,Line",#003da5,15,Airport
440,134,1,",114,116,117",#f2bd2a,5,Meridian St @ Eutaw St
441,135,0,",15,17",#F5C00E,3,Bowdoin St @ Norton St
442,135,1,",Fairmount,Line,Franklin,Line",#8E44AD,9,Four Corners/Geneva
443,136,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,JFK / UMass
444,136,1,",Red,Line",#da291c,15,JFK / UMass
445,136,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,JFK / UMass
446,137,0,",B",#018835,14,Warren Street
447,137,1,",51,57,66",#F5C00E,5,Market St @ Keenan Rd
448,137,2,",86",#F5C00E,6,Cambridge St @ Dustin St
449,138,0,",16,17,41",#f2bd2a,3,Columbia Rd @ Holden St
450,138,1,",8",#f2bd2a,4,Massachusetts Ave @ Columbia Rd
451,139,0,",Orange,line",#ef8b22,9,Stony Brook
452,139,1,",22,29,44",#f2bd2a,2,Columbus Ave @ Weld Ave
453,139,2,",14,41",#f2bd2a,14,Jackson Square
454,140,0,",80",#F5C00E,2,Pearl St and McGrath Hwy
455,140,1,",90",#F5C00E,4,Cross St and Auburn Ave
456,141,0,",Greeenbush/Kingston",#7F2A6B,8,JFK/UMass
457,141,1,",Red,Line",#DE2B2E,8,JFK/UMass
458,141,2,",Middleborough/Lakeville",#7F2A6B,8,JFK/UMass
459,141,3,",8,16,41",#F1BC3D,8,JFK/UMass
460,142,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,JFK / UMass
461,142,1,",Red,Line",#da291c,15,JFK / UMass
462,142,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,JFK / UMass
463,142,3,",17",#f2bd2a,3,Columbia Rd @ Holden St
464,143,0,",Red",#DA1721,8,JFK / UMass
465,143,1,",Greenbush,Kingston",#8E44AD,8,JFK / UMass
466,143,2,",Middleborough/Lakeville",#8E44AD,8,JFK / UMass
467,144,0,",44",#F5C00E,4,Walnut Ave @ Humboldt Ave
468,144,1,",10,14,19,23,28",#F5C00E,6,Warren St opp Woodbine St
469,144,2,",32,34,36,38",#F5C00E,7,Humboldt Ave @ Townsend St
470,145,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,JFK / UMass
471,145,1,",Red,Line",#da291c,15,JFK / UMass
472,145,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,JFK / UMass
473,145,3,",17",#f2bd2a,3,Columbia Rd @ Holden St
474,146,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,JFK / UMass
475,146,1,",Red,Line",#da291c,15,JFK / UMass
476,146,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,JFK / UMass
477,147,0,",Red,line",#CE3C32,11,Savin Hill
478,147,1,",15,17",#F7C751,2,Bowdoin St @ Winter St
479,147,2,",18",#F7C751,7,Dorchester Ave @ Dewar St
480,148,0,",E",#018835,6,Fenwood Road
481,148,1,",Orange,Line",#E37A38,11,Roxbury Crossing
482,148,2,",Franklin/Foxboro/Needham",#8E44AD,15,Ruggles
483,148,3,",Providence/Stoughton,Line",#8E44AD,15,Ruggles
484,148,4,",D",#00843D,15,Brookline Village
485,149,0,",D,E",#00843D,11,Union Square
486,149,1,",Orange,Line",#F5C00E,15,Sullivan Square
487,149,2,",95,101,104,105,109",#F5C00E,15,Sullivan Square
488,150,0,",D,E",#00843D,11,Union Square
489,150,1,",Orange,Line",#F5C00E,15,Sullivan Square
490,150,2,",95,101,104,105,109",#F5C00E,15,Sullivan Square
491,151,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,JFK / UMass
492,151,1,",Red,Line",#da291c,15,JFK / UMass
493,151,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,JFK / UMass
494,152,0,",Red,line",#CE3C32,11,Savin Hill
495,152,1,",15,17",#F7C751,2,Bowdoin St @ Winter St
496,152,2,",18",#F7C751,7,Dorchester Ave @ Dewar St
497,153,0,",Orange,Line",#EB841E,11,Roxbury Crossing
498,153,1,",42",#F5C00E,4,Washington St @ Guild St
499,153,2,",14,41,45",#F5C00E,6,42A John Eliot Sq
500,154,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,JFK / UMass
501,154,1,",Red,Line",#da291c,15,JFK / UMass
502,154,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,JFK / UMass
503,155,0,",80",#F5C00E,2,Pearl St and McGrath Hwy
504,155,1,",90",#F5C00E,4,Cross St and Auburn Ave
505,156,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,JFK / UMass
506,156,1,",Red,Line",#da291c,15,JFK / UMass
507,156,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,JFK / UMass
508,156,3,",17",#f2bd2a,3,Columbia Rd @ Holden St
509,157,0,",B",#018835,2,Sutherland Road
510,157,1,",Green,Line,B,Shuttle",#F5C00E,1,Sutherland Road
511,158,0,",B",#00843D,8,Harvard Avenue
512,158,1,",64,66,501",#F5C00E,1,Cambridge Street
513,159,0,",Red,Line",#EC211F,12,JFK / UMass
514,159,1,",Kingston/Greenbush",#B933AD,12,JFK / UMass
515,159,2,",Middleborough/Lakeville",#B933AD,12,JFK / UMass
516,159,3,",8,16",#F5C00E,2,Massachusetts Ave @ Columbia Rd
517,159,4,",17,41",#F5C00E,3,Columbia Rd @ Massachusetts Ave
518,159,5,",Fairmount/Franklin",#B933AD,10,Uphams Corner
519,160,0,",Greenbush,Line,Kingston,Line,Middleborough/Lakeville,Line",#80276c,15,JFK / UMass
520,160,1,",Red,Line",#da291c,15,JFK / UMass
521,160,2,",8,16,41,Red,Line,Shuttle",#f2bd2a,15,JFK / UMass
522,160,3,",17",#f2bd2a,3,Columbia Rd @ Holden St
523,161,0,",Orange,line",#EB841E,15,Assembly
524,161,1,",95",#F5C00E,5,Mystic Ave @ Temple Rd
525,162,0,",D,E",#00843D,11,Union Square
526,162,1,",Orange,Line",#F5C00E,15,Sullivan Square
527,162,2,",95,101,104,105,109",#F5C00E,15,Sullivan Square
528,163,0,",16,17,41",#f2bd2a,3,Columbia Rd @ Holden St
529,163,1,",8",#f2bd2a,4,Massachusetts Ave @ Columbia Rd
530,164,0,",15,17",#F7C751,2,Bowdoin St @ Winter St
531,164,1,",18",#F7C751,5,Dorchester Ave @ Dewar St
532,164,2,",Red,line",#CE3C32,11,Savin Hill
533,165,0,",Greenbush,Kingston",#8E44AD,10,JFK / UMass
534,165,1,",Middleborough/Lakeville",#8E44AD,10,JFK / UMass
535,165,2,",Red,Line",#DA1721,10,JFK / UMass
536,165,3,",8,16,41",#F5C00E,10,JFK / UMass
537,166,0,",B",#00843D,2,Washington Street
538,166,1,",65",#F5C00E,1,Washington St opp Euston Rd
539,167,0,",Blue,Line",#003da5,15,Airport
540,167,1,",114,116,117",#f2bd2a,5,Meridian St @ Eutaw St
541,168,0,",Red,Line",#DA1721,3,JFK / UMass
542,168,1,",Greenbush/Kingston",#B933AD,3,JFK / UMass
543,168,2,",Lakeville,Line",#B933AD,3,JFK / UMass
544,169,0,",B",#018835,14,Warren Street
545,169,1,",51,57,66",#F5C00E,5,Market St @ Keenan Rd
546,169,2,",86",#F5C00E,6,Cambridge St @ Dustin St
547,170,0,",Greeenbush,Line/Kingston,Line",#7F2A6B,8,JFK/UMass
548,170,1,",Red,Line",#DE2B2E,8,JFK/UMass
549,170,2,",8,16,41",#F1BC3D,8,JFK/UMass
550,170,3,",Middleborough/Lakeville,Line",#7F2A6B,8,JFK/UMass
551,171,0,",B",#00843D,2,Chiswick Road
552,171,1,",C",#00843D,10,Cleveland Circle
553,171,2,",D",#00843D,12,Reservoir
554,171,3,",Green,Line",#F5C00E,12,Reservoir
555,171,4,",51,86",#F5C00E,3,Chestnut Hill Ave @ Embassy Rd
556,172,0,",Red,Line",#DA1721,8,Andrew
557,172,1,",Fairmount,Line,Franklin,Line",#8E44AD,11,Newmarket
558,172,2,",Greenbush,Kingston,Middleborough/Lakeville",#8E44AD,14,JFK / UMass
559,172,3,",8,41,16",#F5C00E,14,JFK / UMass
560,173,0,",Orange,Line",#FC5707,8,Roxbury Crossing
561,173,1,",E",#018835,9,Brigham Circle
562,173,2,",14,22,29,41,44",#F5C00E,13,Jackson Square
563,174,0,",Framingham",#8E44AD,11,Boston Landing
564,174,1,",Worcester",#8E44AD,11,Boston Landing
565,174,2,",64,66,501",#F5C00E,6,Cambridge Street
566,174,3,",70,86",#F5C00E,11,Western Ave @ Everett St
567,175,0,",Orange,Line",#EB841E,11,Roxbury Crossing
568,175,1,",14,41",#f2bd2a,3,Centre St @ Cedar St
569,175,2,",22,29,44",#F5C00E,11,Jackson Square
570,176,0,",Framingham",#8E44AD,11,Boston Landing
571,176,1,",Worcester",#8E44AD,11,Boston Landing
572,176,2,",64,66,501",#F5C00E,6,Cambridge Street
573,176,3,",70,86",#F5C00E,11,Western Ave @ Everett St
574,177,0,",89,91",#F5C00E,2,Washington St @ Boston St
575,177,1,",87",#F5C00E,3,Somerville Ave @ Linden St
576,177,2,",86,CT2",#F5C00E,3,Washington St @ McGrath Hwy
577,178,0,",Red,Line",#DA1721,6,JFK / UMass
578,178,1,",Greenbush/Kingston",#8E44AD,6,JFK / UMass
579,178,2,",Fairmount/Franklin",#8E44AD,15,Uphams Corner
580,178,3,",8,16,41",#F5C00E,6,JFK / UMass
581,179,0,",Red,Line",#EC211F,6,JFK / UMass
582,179,1,",Greenbush/Kingston",#8E44AD,6,JFK / UMass
583,179,2,",8,16,41",#F5C00E,6,JFK / UMass
584,179,3,",Fairmount/Franklin",#80276c,15,Uphams Corner
585,179,4,",17,18",#F5C00E,7,Boston St @ Mayhew St
586,180,0,",B",#018835,4,Sutherland Road
587,180,1,",C",#018835,5,Dean Road
588,181,0,",Orange,Line",#FC5707,8,Roxbury Crossing
589,181,1,",E",#018835,9,Brigham Circle
590,181,2,",14,22,29,41,44",#F5C00E,13,Jackson Square
591,182,0,",Orange,Line",#EB841E,11,Ruggles
592,182,1,",E",#00843D,12,Symphony
593,182,2,",Franklin/Needham",#8E44AD,11,Ruggles
594,182,3,",PROVIDENCE/STOUGHTON",#8E44AD,11,Ruggles
595,183,0,",B",#00843D,8,Harvard Avenue
596,183,1,",Framingham",#8E44AD,13,Boston Landing
597,184,0,",Red,Line",#DA1721,10,JFK / UMass
598,184,1,",Kingston/Greenbush",#8E44AD,10,JFK / UMass
599,184,2,",Middleborough/Lakeville",#8E44AD,10,JFK / UMass
600,184,3,",8,16,41",#EB841E,10,JFK / UMass
601,185,0,",B",#018835,5,Chiswick Road
602,185,1,",51,86",#F5C00E,4,Chestnut Hill Ave @ Wallingford Rd
603,186,0,",B",#00843D,10,Allston Street
604,186,1,",Framingham/Worcester",#8E44AD,5,Boston Landing
605,186,2,",64",#F5C00E,1,N Beacon St opp Saunders St
606,186,3,",51,57,66",#F5C00E,3,Cambridge St @ Saunders St
607,187,0,",101",#F5C00E,1,Main St @ Moreland St
608,187,1,",89,89/93",#F5C00E,7,Broadway @ Bartlett St
609,187,2,",95",#F5C00E,7,Mystic Ave @ Mystic Apartments
610,188,0,",Orange,Line",#EB841E,11,Roxbury Crossing
611,188,1,",42",#F5C00E,4,Washington St @ Guild St
612,188,2,",14,41,45",#F5C00E,6,42A John Eliot Sq
613,189,0,",E",#00843D,5,Fenwood Road
614,189,1,",Orange,Line",#EB841E,10,Roxbury Crossing
615,189,2,",35,39,66",#F5C00E,4,Huntington Ave opp Fenwood Rd
616,190,0,",Orange,Line",#EB841E,10,Massachusetts Ave
617,190,1,",Needham/Franklin",#8E44AD,11,Ruggles
618,190,2,",E",#018835,12,Symphony
619,190,3,",43",#F5C00E,1,Tremont St @ Hammond St
620,190,4,",Providence/Stoughton",#8E44AD,11,Ruggles
621,191,0,",B",#018835,5,Chiswick Road
622,191,1,",51,86",#F5C00E,4,Chestnut Hill Ave @ Wallingford Rd
623,192,0,",B",#00843D,2,Chiswick Road
624,192,1,",C",#00843D,10,Cleveland Circle
625,192,2,",D",#00843D,12,Reservoir
626,192,3,",Green,Line",#F5C00E,12,Reservoir
627,192,4,",51,86",#F5C00E,3,Chestnut Hill Ave @ Embassy Rd
628,193,0,",Red,Line",#DA1721,9,Andrew
629,193,1,",Fairmount,Line",#8E44AD,12,Newmarket
630,193,2,",Franklin/Foxboro,Line",#8E44AD,12,Newmarket
631,193,3,",Kingston,Line",#8E44AD,13,JFK / UMass
632,193,4,",8,16,41",#F5C00E,13,JFK / UMass
633,194,0,",Red,Line",#DA1721,6,JFK / UMass
634,194,1,",Greenbush/Kingston",#8E44AD,6,JFK / UMass
635,194,2,",Middleborough/Lakeville",#8E44AD,6,JFK / UMass
636,194,3,",18",#F5C00E,2,Dorchester Ave @ Edison Green
637,195,0,",Red,Line",#DA1721,8,Andrew
638,195,1,",Fairmount,Line,Franklin,Line",#8E44AD,11,Newmarket
639,195,2,",Greenbush,Kingston,Middleborough/Lakeville",#8E44AD,14,JFK / UMass
640,195,3,",8,41,16",#F5C00E,14,JFK / UMass
641,196,0,",B",#00843D,8,Harvard Avenue
642,196,1,",Framingham",#8E44AD,13,Boston Landing
643,197,0,",89,91",#F5C00E,2,Washington St @ Boston St
644,197,1,",87",#F5C00E,3,Somerville Ave @ Linden St
645,197,2,",86,CT2",#F5C00E,3,Washington St @ McGrath Hwy
646,197,3,",D,E",#018835,7,Union Square
647,198,0,",Red,Line",#DA1721,6,Central
648,198,1,",68",#F5C00E,2,Broadway @ Inman St
649,198,2,",64,83,91",#F5C00E,1,Prospect St @ Harvard St
650,199,0,",57,501",#F5C00E,5,Tremont St @ Washington St
651,199,1,",64",#F5C00E,5,Faneuil St @ Bigelow St
652,200,0,",Red,Line",#DA1721,6,Central
653,200,1,",68",#F5C00E,2,Broadway @ Inman St
654,200,2,",64,83,91",#F5C00E,1,Prospect St @ Harvard St
655,201,0,",89,91",#F5C00E,2,Washington St @ Boston St
656,201,1,",87",#F5C00E,3,Somerville Ave @ Linden St
657,201,2,",86,CT2",#F5C00E,3,Washington St @ McGrath Hwy
658,201,3,",D,E",#018835,7,Union Square
659,202,0,",89,91",#F5C00E,2,Washington St @ Boston St
660,202,1,",87",#F5C00E,3,Somerville Ave @ Linden St
661,202,2,",86,CT2",#F5C00E,3,Washington St @ McGrath Hwy
662,203,0,",Fairmount,Line,Franklin,Line",#8E44AD,9,Uphams Corner
663,203,1,",Kingston,Line,Greenbush,Line,Middleborough/Lakeville,Line",#8E44AD,12,JFK / UMass
664,203,2,",Red,Line",#DA1721,12,JFK / UMass
665,203,3,",8,,16,41,Red,Line,Shuttle",#F5C00E,12,JFK / UMass
666,204,0,",57,501",#F5C00E,5,Tremont St @ Washington St
667,204,1,",64",#F5C00E,5,Faneuil St @ Bigelow St
668,205,0,",Red,Line",#EC211F,6,JFK / UMass
669,205,1,",Greenbush/Kingston",#8E44AD,6,JFK / UMass
670,205,2,",8,16,41",#F5C00E,6,JFK / UMass
671,205,3,",Fairmount/Franklin",#80276c,15,Uphams Corner
672,205,4,",17,18",#F5C00E,7,Boston St @ Mayhew St
673,206,0,",B",#018835,1,Harvard Avenue
674,206,1,",57",#F5C00E,2,Brighton Ave @ Harvard Ave
675,207,0,",B",#00843D,8,Harvard Avenue
676,207,1,",Framingham/Worcester,Line",#8E44AD,12,Boston Landing
677,208,0,",Red,Line",#DA1721,8,Andrew
678,208,1,",Fairmount,Line,Franklin,Line",#8E44AD,11,Newmarket
679,208,2,",Greenbush,Kingston,Middleborough/Lakeville",#8E44AD,14,JFK / UMass
680,208,3,",8,41,16",#F5C00E,14,JFK / UMass
681,209,0,",Red,Line",#DA1721,8,Andrew
682,209,1,",Fairmount,Line,Franklin,Line",#8E44AD,11,Newmarket
683,209,2,",Greenbush,Kingston,Middleborough/Lakeville",#8E44AD,14,JFK / UMass
684,209,3,",8,41,16",#F5C00E,14,JFK / UMass
685,210,0,",B",#00843D,5,Washington Street
686,210,1,",C",#00843D,6,Tappan Street
687,210,2,",D",#00843D,10,Beaconsfield
688,210,3,",65",#F5C00E,1,Washington St @ Corey Rd
689,211,0,",44",#F5C00E,4,Walnut Ave @ Humboldt Ave
690,211,1,",10,14,19,23,28",#F5C00E,6,Warren St opp Woodbine St
691,211,2,",32,34,36,38",#F5C00E,7,Humboldt Ave @ Townsend St
692,212,0,",22,29,44",#F5C00E,4,Columbus Ave @ Walnut Ave
693,213,0,",Red,Line",#DA1721,6,JFK / UMass
694,213,1,",Kingston/Greenbush",#8E44AD,6,JFK / UMass
695,213,2,",Middleborough/Lakeville",#8E44AD,6,JFK / UMass
696,214,0,",B",#00843D,8,Harvard Avenue
697,214,1,",Framingham",#8E44AD,13,Boston Landing
698,215,0,",Framingham",#8E44AD,16,Boston Landing
699,215,1,",B",#00843D,16,Harvard Avenue
700,216,0,",Framingham/Worcester",#8E44AD,13,Boston Landing
701,216,1,",B",#00843D,15,Harvard Avenue
702,216,2,",66",#F5C00E,4,N Harvard St @ Coolidge Rd
703,216,3,",64",#F5C00E,7,Cambridge St @ Lincoln St
704,217,0,",Greenbush,Kingston",#8E44AD,10,JFK / UMass
705,217,1,",Middleborough/Lakeville",#8E44AD,10,JFK / UMass
706,217,2,",Red,Line",#DA1721,10,JFK / UMass
707,217,3,",8,16,41",#F5C00E,10,JFK / UMass
708,218,0,",Red,Line",#DA1721,10,JFK / UMass
709,218,1,",Kingston/Greenbush",#8E44AD,10,JFK / UMass
710,218,2,",Middleborough/Lakeville",#8E44AD,10,JFK / UMass
711,218,3,",8,16,41",#EB841E,10,JFK / UMass
712,219,0,",89,91",#F5C00E,2,Washington St @ Boston St
713,219,1,",87",#F5C00E,3,Somerville Ave @ Linden St
714,219,2,",86,CT2",#F5C00E,3,Washington St @ McGrath Hwy
715,220,0,",B",#00843D,16,Boston College
716,221,0,",Orange,line",#ef8b22,9,Stony Brook
717,221,1,",22,29,44",#f2bd2a,2,Columbus Ave @ Weld Ave
718,221,2,",14,41",#f2bd2a,14,Jackson Square
719,222,0,",Fairmount,Line,Franklin,Line",#8E44AD,9,Uphams Corner
720,222,1,",Kingston,Line,Greenbush,Line,Middleborough/Lakeville,Line",#8E44AD,12,JFK / UMass
721,222,2,",Red,Line",#DA1721,12,JFK / UMass
722,222,3,",8,,16,41,Red,Line,Shuttle",#F5C00E,12,JFK / UMass
723,223,0,",Framingham",#8E44AD,11,Boston Landing
724,223,1,",Worcester",#8E44AD,11,Boston Landing
725,223,2,",64,66,501",#F5C00E,6,Cambridge Street
726,223,3,",70,86",#F5C00E,11,Western Ave @ Everett St
727,224,0,",Red,Line",#DA1721,8,Andrew
728,224,1,",Fairmount,Line,Franklin,Line",#8E44AD,11,Newmarket
729,224,2,",Greenbush,Kingston,Middleborough/Lakeville",#8E44AD,14,JFK / UMass
730,224,3,",8,41,16",#F5C00E,14,JFK / UMass
731,225,0,",Red,Line",#DA1721,8,Andrew
732,225,1,",Fairmount,Line,Franklin,Line",#8E44AD,11,Newmarket
733,225,2,",Greenbush,Kingston,Middleborough/Lakeville",#8E44AD,14,JFK / UMass
734,225,3,",8,41,16",#F5C00E,14,JFK / UMass
735,226,0,",E",#018835,6,Fenwood Road
736,226,1,",Orange,Line",#E37A38,11,Roxbury Crossing
737,226,2,",Franklin/Foxboro/Needham",#8E44AD,15,Ruggles
738,226,3,",Providence/Stoughton,Line",#8E44AD,15,Ruggles
739,226,4,",D",#00843D,15,Brookline Village
740,227,0,",15,41,45",#F5C00E,3,Dudley St @ Hampden St
741,227,1,",Franklin,Line",#B933AD,15,Newmarket
742,228,0,",B",#018835,4,Sutherland Road
743,228,1,",C",#018835,5,Dean Road
744,229,0,",B",#00843D,16,Boston College
745,230,0,",B",#018835,1,Allston Street
746,231,0,",Red,Line",#DA1721,2,JFK / UMass
747,231,1,",Kingston,Line",#8E44AD,2,JFK / UMass
748,231,2,",Middleborough/Lakeville,Line",#8E44AD,2,JFK / UMass
749,231,3,",Greenbush,Line",#8E44AD,2,JFK / UMass
750,231,4,",8,16,41",#F5C00E,3,JFK / UMass
751,232,0,",B",#00843D,8,Harvard Avenue
752,232,1,",64,66,501",#F5C00E,1,Cambridge Street
753,233,0,",E",#00843D,5,Fenwood Road
754,233,1,",Orange,Line",#EB841E,9,Roxbury Crossing
755,233,2,",35,39,66",#F5C00E,5,Huntington Ave opp Fenwood Rd
756,233,3,",22,29",#F5C00E,11,Columbus Ave @ New Cedar St
757,234,0,",Fairmount,Line,Franklin,Line",#8E44AD,9,Uphams Corner
758,234,1,",Kingston,Line,Greenbush,Line,Middleborough/Lakeville,Line",#8E44AD,12,JFK / UMass
759,234,2,",Red,Line",#DA1721,12,JFK / UMass
760,234,3,",8,,16,41,Red,Line,Shuttle",#F5C00E,12,JFK / UMass
761,235,0,",64",#F5C00E,4,Faneuil St @ Oak Square
762,235,1,",57,501",#F5C00E,8,Tremont St opp Tremont Pl
763,236,0,",Red,Line",#DA1721,6,JFK / UMass
764,236,1,",Kingston/Greenbush",#8E44AD,6,JFK / UMass
765,236,2,",Middleborough/Lakeville",#8E44AD,6,JFK / UMass
766,237,0,",Red,LIne",#EC211F,8,JFK / UMass
767,237,1,",Greenbush/Kingston",#8E44AD,8,JFK / UMass
768,237,2,",Middleborough/Lakeville",#8E44AD,8,JFK / UMass
769,237,3,",8,16,41",#EB841E,8,JFK / UMass
770,237,4,",18",#EB841E,2,Dorchster Ave @ Howes St
771,238,0,",Red,Line",#DA1721,10,JFK / UMass
772,238,1,",Kingston/Greenbush",#8E44AD,10,JFK / UMass
773,238,2,",Middleborough/Lakeville",#8E44AD,10,JFK / UMass
774,238,3,",8,16,41",#EB841E,10,JFK / UMass
775,239,0,",B",#00843D,16,Boston College
776,240,0,",B",#00843D,16,Boston College
777,241,0,",B",#00843D,13,Harvard Avenue
778,241,1,",64,66",#F5C00E,6,Cambridge St @ Lincoln St
779,241,2,",70,86",#F5C00E,8,Western Ave @ Riverdale St
780,242,0,",Red",#DA1721,8,JFK / UMass
781,242,1,",Greenbush,Kingston",#8E44AD,8,JFK / UMass
782,242,2,",Middleborough/Lakeville",#8E44AD,8,JFK / UMass
783,243,0,",B",#00843D,4,Washington Street
784,243,1,",65",#F5C00E,3,Corey Rd & Washington Street
785,244,0,",Red,Line",#DA1721,9,JFK/UMass
786,244,1,",Greenbush,Kingston",#8E44AD,9,JFK/UMass
787,244,2,",Middleborough/Lakeville",#8E44AD,9,JFK/UMass
788,244,3,",Fairmount,Franklin",#B933AD,14,Newmarket
789,244,4,",8,16,41",#EB841E,9,JFK/UMass
790,245,0,",B",#00843D,8,Harvard Avenue
791,245,1,",64,66,501",#F5C00E,1,Cambridge Street
792,246,0,",Greenbush,Kingston",#8E44AD,10,JFK / UMass
793,246,1,",Middleborough/Lakeville",#8E44AD,10,JFK / UMass
794,246,2,",Red,Line",#DA1721,10,JFK / UMass
795,246,3,",8,16,41",#F5C00E,10,JFK / UMass
796,247,0,",Red,Line",#DA1721,9,Andrew
797,247,1,",Fairmount/Franklin",#8E44AD,12,Newmarket
798,247,2,",Greenbush/Kingston",#8E44AD,13,JFK / UMass
799,247,3,",Middleborough/Lakeville",#8E44AD,13,JFK / UMass
800,247,4,",8,41",#F5C00E,13,JFK / UMass
801,248,0,",Red",#DA1721,7,JFK / UMas
802,248,1,",Greenbush,Line,Kingston,Line",#8E44AD,7,JFK / UMas
803,248,2,",Middleborough/Lakeville",#8E44AD,7,JFK / UMas
804,249,0,",Red,line",#EC211F,4,JFK / UMass
805,249,1,",Greenbush/Kingston",#B933AD,4,JFK / UMass
806,249,2,",Middleborough/Lakeville",#B933AD,4,JFK / UMass
807,249,3,",8,16,41",#F5C00E,4,JFK / UMass
808,250,0,",Red,Line",#DA1721,9,Andrew
809,250,1,",Fairmount/Franklin",#8E44AD,12,Newmarket
810,250,2,",Greenbush/Kingston",#8E44AD,13,JFK / UMass
811,250,3,",Middleborough/Lakeville",#8E44AD,13,JFK / UMass
812,250,4,",8,41",#F5C00E,13,JFK / UMass
813,251,0,",B",#00843D,13,Harvard Avenue
814,251,1,",64,66",#F5C00E,6,Cambridge St @ Lincoln St
815,251,2,",70,86",#F5C00E,8,Western Ave @ Riverdale St
816,252,0,",Red,Line",#DA1721,9,JFK/UMass
817,252,1,",Greenbush,Kingston",#8E44AD,9,JFK/UMass
818,252,2,",Middleborough/Lakeville",#8E44AD,9,JFK/UMass
819,252,3,",Fairmount,Franklin",#B933AD,14,Newmarket
820,252,4,",8,16,41",#EB841E,9,JFK/UMass
821,253,0,",Red,Line",#DA1721,6,JFK / UMass
822,253,1,",Greenbush/Kingston",#8E44AD,6,JFK / UMass
823,253,2,",Fairmount/Franklin",#8E44AD,15,Uphams Corner
824,253,3,",8,16,41",#F5C00E,6,JFK / UMass
825,254,0,",B",#00843D,10,Warren Street
826,254,1,",51,57,66",#F5C00E,1,Cambridge St @ Sparhawk St
827,255,0,",Red,Line",#EC211F,14,Kendall/MIT
828,255,1,",D,E",#018835,15,Union Square
829,255,2,",85",#F5C00E,4,Hampshire St @ Webster Ave
830,256,0,",B",#00843D,4,Washington Street
831,256,1,",65",#F5C00E,3,Corey Rd & Washington Street
832,257,0,",57,501",#F5C00E,5,Tremont St @ Washington St
833,257,1,",64",#F5C00E,5,Faneuil St @ Bigelow St
834,258,0,",Orange,line",#EB841E,8,Haymarket
835,258,1,",Blue,line",#0E4189,11,Aquarium
836,259,0,",Orange,line",#EB841E,8,Haymarket
837,259,1,",Blue,line",#0E4189,11,Aquarium
838,260,0,",Framingham/Worcester",#8E44AD,15,Boston Landing
839,260,1,",B",#00843D,15,Harvard Avenue
840,260,2,",66",#F5C00E,2,N Harvard St @ Hooker St
841,260,3,",64,501",#F5C00E,4,Cambridge St @ N Harvard St
842,261,0,",Framingham/Worcester",#8E44AD,15,Boston Landing
843,261,1,",B",#00843D,15,Harvard Avenue
844,261,2,",66",#F5C00E,2,N Harvard St @ Hooker St
845,261,3,",64,501",#F5C00E,4,Cambridge St @ N Harvard St
846,262,0,",15,41,45",#F5C00E,3,Dudley St @ Hampden St
847,262,1,",Franklin,Line",#B933AD,15,Newmarket
848,263,0,",B",#018835,3,Sutherland Road
849,264,0,",Red,Line",#da291c,4,Central
850,264,1,",47",#f2bd2a,2,Pearl St @ Franklin St
851,264,2,",64,70,83,91",#f2bd2a,4,Western Ave @ Green St
852,265,0,",B",#00843D,8,Harvard Avenue
853,265,1,",64,66,501",#F5C00E,1,Cambridge Street
854,266,0,",44",#F5C00E,4,Walnut Ave @ Humboldt Ave
855,266,1,",10,14,19,23,28",#F5C00E,6,Warren St opp Woodbine St
856,266,2,",32,34,36,38",#F5C00E,7,Humboldt Ave @ Townsend St
857,267,0,",101",#F5C00E,1,Main St @ Moreland St
858,267,1,",89,89/93",#F5C00E,7,Broadway @ Bartlett St
