id,Apt_id,url,address,Beds,Bath,Price,BedArea,Availablefrom,Availabletill,Description
267,4739,https://junehomes.com/residences/boston-ma/somerville/1643-somerville/4739,1643-somerville,2,1,1550,144,2022-12-05,2023-01-04,"This 144 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 2-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
267,4739,https://junehomes.com/residences/boston-ma/somerville/1643-somerville/4739,4739,2,1,1550,144,2022-12-05,2023-01-04,"This 144 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 2-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
268,4000,https://junehomes.com/residences/boston-ma/somerville/1379-somerville/4000,somerville,6,2,1575,132,2022-12-24,2023-01-23,"This 132 square footage room on Boston's Somerville is a functional, spacious and comfortable room in a 6-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
268,4000,https://junehomes.com/residences/boston-ma/somerville/1379-somerville/4000,1379-somerville,6,2,1575,132,2022-12-24,2023-01-23,"This 132 square footage room on Boston's Somerville is a functional, spacious and comfortable room in a 6-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
268,4000,https://junehomes.com/residences/boston-ma/somerville/1379-somerville/4000,4000,6,2,1575,132,2022-12-24,2023-01-23,"This 132 square footage room on Boston's Somerville is a functional, spacious and comfortable room in a 6-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
269,2778,https://junehomes.com/residences/boston-ma/jfk/977-jfkumass/2778,jfk,5,2,1575,87,2023-01-01,2023-01-31,"This 87 square footage room on Boston's JFK/UMass is a charming, well-kept and appealing room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
269,2778,https://junehomes.com/residences/boston-ma/jfk/977-jfkumass/2778,977-jfkumass,5,2,1575,87,2023-01-01,2023-01-31,"This 87 square footage room on Boston's JFK/UMass is a charming, well-kept and appealing room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
269,2778,https://junehomes.com/residences/boston-ma/jfk/977-jfkumass/2778,2778,5,2,1575,87,2023-01-01,2023-01-31,"This 87 square footage room on Boston's JFK/UMass is a charming, well-kept and appealing room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
270,1128,https://junehomes.com/residences/boston-ma/allston/421-allston/1128,allston,4,2,1575,117,2022-12-09,2023-01-08,"This good-looking, spacious and neat room is available."
270,1128,https://junehomes.com/residences/boston-ma/allston/421-allston/1128,421-allston,4,2,1575,117,2022-12-09,2023-01-08,"This good-looking, spacious and neat room is available."
270,1128,https://junehomes.com/residences/boston-ma/allston/421-allston/1128,1128,4,2,1575,117,2022-12-09,2023-01-08,"This good-looking, spacious and neat room is available."
271,2956,https://junehomes.com/residences/boston-ma/jfk/1024-savin-hill/2956,jfk,3,1,1575,165,2023-01-01,2023-01-31,"This attractive, charming and flashing room is available."
271,2956,https://junehomes.com/residences/boston-ma/jfk/1024-savin-hill/2956,1024-savin-hill,3,1,1575,165,2023-01-01,2023-01-31,"This attractive, charming and flashing room is available."
271,2956,https://junehomes.com/residences/boston-ma/jfk/1024-savin-hill/2956,2956,3,1,1575,165,2023-01-01,2023-01-31,"This attractive, charming and flashing room is available."
272,2055,https://junehomes.com/residences/boston-ma/inman-square-cambridge/751-inman-square/2055,inman-square-cambridge,4,1,1575,136,2022-12-22,2023-01-21,"This 136 square footage room on Boston's Inman Square is a clean, spacious and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
