id,Apt_id,url,address,Beds,Bath,Price,BedArea,Availablefrom,Availabletill,Description
0,4197,https://junehomes.com/residences/boston-ma/malden/1459-malden/4197,malden,5,1,800,145,2022-12-05,2023-01-04,"This room may be unfurnished or furnished (additional fees apply) at the time of your move-in date. For up to date prices, please enter your move-in, move-out dates and your furnishing option."
0,4197,https://junehomes.com/residences/boston-ma/malden/1459-malden/4197,1459-malden,5,1,800,145,2022-12-05,2023-01-04,"This room may be unfurnished or furnished (additional fees apply) at the time of your move-in date. For up to date prices, please enter your move-in, move-out dates and your furnishing option."
0,4197,https://junehomes.com/residences/boston-ma/malden/1459-malden/4197,4197,5,1,800,145,2022-12-05,2023-01-04,"This room may be unfurnished or furnished (additional fees apply) at the time of your move-in date. For up to date prices, please enter your move-in, move-out dates and your furnishing option."
1,4198,https://junehomes.com/residences/boston-ma/malden/1459-malden/4198,malden,5,1,800,143,2022-12-05,2023-01-04,"This room may be unfurnished or furnished (additional fees apply) at the time of your move-in date. For up to date prices, please enter your move-in, move-out dates and your furnishing option."
1,4198,https://junehomes.com/residences/boston-ma/malden/1459-malden/4198,1459-malden,5,1,800,143,2022-12-05,2023-01-04,"This room may be unfurnished or furnished (additional fees apply) at the time of your move-in date. For up to date prices, please enter your move-in, move-out dates and your furnishing option."
1,4198,https://junehomes.com/residences/boston-ma/malden/1459-malden/4198,4198,5,1,800,143,2022-12-05,2023-01-04,"This room may be unfurnished or furnished (additional fees apply) at the time of your move-in date. For up to date prices, please enter your move-in, move-out dates and your furnishing option."
2,4404,https://junehomes.com/residences/boston-ma/brighton/1524-brighton/4404,brighton,5,2,800,81,2022-12-05,2023-01-04,"This 81 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee. For up to date prices, please indicate your move-in date, move-out date and your furnishing preference."
2,4404,https://junehomes.com/residences/boston-ma/brighton/1524-brighton/4404,1524-brighton,5,2,800,81,2022-12-05,2023-01-04,"This 81 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee. For up to date prices, please indicate your move-in date, move-out date and your furnishing preference."
2,4404,https://junehomes.com/residences/boston-ma/brighton/1524-brighton/4404,4404,5,2,800,81,2022-12-05,2023-01-04,"This 81 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee. For up to date prices, please indicate your move-in date, move-out date and your furnishing preference."
3,4284,https://junehomes.com/residences/boston-ma/brighton/1487-brighton/4284,brighton,5,2,800,100,2022-12-05,2023-01-04,"This 100 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
3,4284,https://junehomes.com/residences/boston-ma/brighton/1487-brighton/4284,1487-brighton,5,2,800,100,2022-12-05,2023-01-04,"This 100 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
3,4284,https://junehomes.com/residences/boston-ma/brighton/1487-brighton/4284,4284,5,2,800,100,2022-12-05,2023-01-04,"This 100 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
4,4281,https://junehomes.com/residences/boston-ma/brighton/1487-brighton/4281,brighton,5,2,825,122,2022-12-05,2023-01-04,"This 122 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
4,4281,https://junehomes.com/residences/boston-ma/brighton/1487-brighton/4281,1487-brighton,5,2,825,122,2022-12-05,2023-01-04,"This 122 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
4,4281,https://junehomes.com/residences/boston-ma/brighton/1487-brighton/4281,4281,5,2,825,122,2022-12-05,2023-01-04,"This 122 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
5,4280,https://junehomes.com/residences/boston-ma/brighton/1487-brighton/4280,brighton,5,2,825,111,2022-12-05,2023-01-04,"This 111 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
5,4280,https://junehomes.com/residences/boston-ma/brighton/1487-brighton/4280,1487-brighton,5,2,825,111,2022-12-05,2023-01-04,"This 111 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
5,4280,https://junehomes.com/residences/boston-ma/brighton/1487-brighton/4280,4280,5,2,825,111,2022-12-05,2023-01-04,"This 111 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
6,4334,https://junehomes.com/residences/boston-ma/allston/1505-brighton/4334,allston,7,2,850,98,2022-12-05,2023-01-04,"This 98 square footage room on Boston's Allston is a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
6,4334,https://junehomes.com/residences/boston-ma/allston/1505-brighton/4334,1505-brighton,7,2,850,98,2022-12-05,2023-01-04,"This 98 square footage room on Boston's Allston is a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
6,4334,https://junehomes.com/residences/boston-ma/allston/1505-brighton/4334,4334,7,2,850,98,2022-12-05,2023-01-04,"This 98 square footage room on Boston's Allston is a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
7,4592,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4592,somerville,7,1,850,130,2022-12-05,2023-01-04,"This 130 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
7,4592,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4592,1594-somerville,7,1,850,130,2022-12-05,2023-01-04,"This 130 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
7,4592,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4592,4592,7,1,850,130,2022-12-05,2023-01-04,"This 130 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
8,4403,https://junehomes.com/residences/boston-ma/brighton/1524-brighton/4403,brighton,5,2,850,110,2022-12-05,2023-01-04,"This 110 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee. For up to date prices, please indicate your move-in date, move-out date and your furnishing preference."
8,4403,https://junehomes.com/residences/boston-ma/brighton/1524-brighton/4403,1524-brighton,5,2,850,110,2022-12-05,2023-01-04,"This 110 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee. For up to date prices, please indicate your move-in date, move-out date and your furnishing preference."
8,4403,https://junehomes.com/residences/boston-ma/brighton/1524-brighton/4403,4403,5,2,850,110,2022-12-05,2023-01-04,"This 110 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee. For up to date prices, please indicate your move-in date, move-out date and your furnishing preference."
9,4590,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4590,somerville,7,1,850,125,2022-12-05,2023-01-04,"This 125 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
9,4590,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4590,1594-somerville,7,1,850,125,2022-12-05,2023-01-04,"This 125 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
9,4590,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4590,4590,7,1,850,125,2022-12-05,2023-01-04,"This 125 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
10,4594,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4594,somerville,7,1,850,125,2022-12-05,2023-01-04,"This 125 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
10,4594,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4594,1594-somerville,7,1,850,125,2022-12-05,2023-01-04,"This 125 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
10,4594,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4594,4594,7,1,850,125,2022-12-05,2023-01-04,"This 125 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
11,3034,https://junehomes.com/residences/boston-ma/jfk/1043-jfkumass/3034,jfk,5,1,875,108,2022-12-05,2023-01-04,"This attractive, charming and flashing room is available for a short or long-term staying in this shared apartment."
11,3034,https://junehomes.com/residences/boston-ma/jfk/1043-jfkumass/3034,1043-jfkumass,5,1,875,108,2022-12-05,2023-01-04,"This attractive, charming and flashing room is available for a short or long-term staying in this shared apartment."
11,3034,https://junehomes.com/residences/boston-ma/jfk/1043-jfkumass/3034,3034,5,1,875,108,2022-12-05,2023-01-04,"This attractive, charming and flashing room is available for a short or long-term staying in this shared apartment."
12,4595,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4595,somerville,7,1,875,153,2022-12-05,2023-01-04,"This 153 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
12,4595,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4595,1594-somerville,7,1,875,153,2022-12-05,2023-01-04,"This 153 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
12,4595,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4595,4595,7,1,875,153,2022-12-05,2023-01-04,"This 153 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
13,4593,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4593,somerville,7,1,875,153,2022-12-05,2023-01-04,"This 153 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
13,4593,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4593,1594-somerville,7,1,875,153,2022-12-05,2023-01-04,"This 153 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
13,4593,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4593,4593,7,1,875,153,2022-12-05,2023-01-04,"This 153 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
14,3487,https://junehomes.com/residences/boston-ma/jfk/1217-jfkumass/3487,jfk,4,1,875,90,2022-12-05,2023-01-04,"This 90 square footage room on Boston's JFK/UMass is a neat, charming and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
14,3487,https://junehomes.com/residences/boston-ma/jfk/1217-jfkumass/3487,1217-jfkumass,4,1,875,90,2022-12-05,2023-01-04,"This 90 square footage room on Boston's JFK/UMass is a neat, charming and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
14,3487,https://junehomes.com/residences/boston-ma/jfk/1217-jfkumass/3487,3487,4,1,875,90,2022-12-05,2023-01-04,"This 90 square footage room on Boston's JFK/UMass is a neat, charming and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
15,3976,https://junehomes.com/residences/boston-ma/brighton/1372-brighton/3976,brighton,4,2,900,143,2022-12-05,2023-01-04,"This 143 square footage room on Boston's spaciouson is available. This is a clean, spacious and glossy room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee. The room is also couple-friendly."
15,3976,https://junehomes.com/residences/boston-ma/brighton/1372-brighton/3976,1372-brighton,4,2,900,143,2022-12-05,2023-01-04,"This 143 square footage room on Boston's spaciouson is available. This is a clean, spacious and glossy room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee. The room is also couple-friendly."
15,3976,https://junehomes.com/residences/boston-ma/brighton/1372-brighton/3976,3976,4,2,900,143,2022-12-05,2023-01-04,"This 143 square footage room on Boston's spaciouson is available. This is a clean, spacious and glossy room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee. The room is also couple-friendly."
16,4335,https://junehomes.com/residences/boston-ma/allston/1505-brighton/4335,allston,7,2,900,164,2022-12-05,2023-01-04,"This 164 square footage room on Boston's Allston is a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
16,4335,https://junehomes.com/residences/boston-ma/allston/1505-brighton/4335,1505-brighton,7,2,900,164,2022-12-05,2023-01-04,"This 164 square footage room on Boston's Allston is a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
16,4335,https://junehomes.com/residences/boston-ma/allston/1505-brighton/4335,4335,7,2,900,164,2022-12-05,2023-01-04,"This 164 square footage room on Boston's Allston is a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
17,2623,https://junehomes.com/residences/boston-ma/roxbury/937-roxbury/2623,roxbury,3,1,1125,169,2022-12-05,2023-01-04,"This 169 square footage room on Boston's Roxbury is a clean, spacious and glossy room in a 3-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
17,2623,https://junehomes.com/residences/boston-ma/roxbury/937-roxbury/2623,937-roxbury,3,1,1125,169,2022-12-05,2023-01-04,"This 169 square footage room on Boston's Roxbury is a clean, spacious and glossy room in a 3-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
17,2623,https://junehomes.com/residences/boston-ma/roxbury/937-roxbury/2623,2623,3,1,1125,169,2022-12-05,2023-01-04,"This 169 square footage room on Boston's Roxbury is a clean, spacious and glossy room in a 3-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
18,4400,https://junehomes.com/residences/boston-ma/brighton/1524-brighton/4400,brighton,5,2,925,166,2022-12-05,2023-01-04,"This 166 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee. For up to date prices, please indicate your move-in date, move-out date and your furnishing preference."
18,4400,https://junehomes.com/residences/boston-ma/brighton/1524-brighton/4400,1524-brighton,5,2,925,166,2022-12-05,2023-01-04,"This 166 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee. For up to date prices, please indicate your move-in date, move-out date and your furnishing preference."
18,4400,https://junehomes.com/residences/boston-ma/brighton/1524-brighton/4400,4400,5,2,925,166,2022-12-05,2023-01-04,"This 166 square footage room on Boston's Brighton. It's a functional, spacious and comfortable room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee. For up to date prices, please indicate your move-in date, move-out date and your furnishing preference."
19,2117,https://junehomes.com/residences/boston-ma/mattapan/767-mattapan/2117,mattapan,4,1,925,158,2022-12-05,2023-01-04,"This 158 square footage room on Boston's Mattapan is a clean, spacious and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
19,2117,https://junehomes.com/residences/boston-ma/mattapan/767-mattapan/2117,767-mattapan,4,1,925,158,2022-12-05,2023-01-04,"This 158 square footage room on Boston's Mattapan is a clean, spacious and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
19,2117,https://junehomes.com/residences/boston-ma/mattapan/767-mattapan/2117,2117,4,1,925,158,2022-12-05,2023-01-04,"This 158 square footage room on Boston's Mattapan is a clean, spacious and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
20,3043,https://junehomes.com/residences/boston-ma/jfk/1045-jfkumass/3043,jfk,4,1,925,160,2022-12-05,2023-01-04,"This 160 square footage room on Boston JFK/UMass is a spacious, lovely and clean room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
20,3043,https://junehomes.com/residences/boston-ma/jfk/1045-jfkumass/3043,1045-jfkumass,4,1,925,160,2022-12-05,2023-01-04,"This 160 square footage room on Boston JFK/UMass is a spacious, lovely and clean room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
20,3043,https://junehomes.com/residences/boston-ma/jfk/1045-jfkumass/3043,3043,4,1,925,160,2022-12-05,2023-01-04,"This 160 square footage room on Boston JFK/UMass is a spacious, lovely and clean room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
21,3624,https://junehomes.com/residences/boston-ma/jfk/1254-jfkumass/3624,jfk,4,1,925,164,2022-12-05,2023-01-04,"This 164 square footage room on Boston's JFK/UMass is a neat, spacious and glossy room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
21,3624,https://junehomes.com/residences/boston-ma/jfk/1254-jfkumass/3624,1254-jfkumass,4,1,925,164,2022-12-05,2023-01-04,"This 164 square footage room on Boston's JFK/UMass is a neat, spacious and glossy room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
21,3624,https://junehomes.com/residences/boston-ma/jfk/1254-jfkumass/3624,3624,4,1,925,164,2022-12-05,2023-01-04,"This 164 square footage room on Boston's JFK/UMass is a neat, spacious and glossy room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
22,3647,https://junehomes.com/residences/boston-ma/jfk/1259-jfkumass/3647,jfk,5,1,925,124,2022-12-05,2023-01-04,"This 124 square footage room on Boston's JFK/UMass is a spacious, lovely and clean room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
22,3647,https://junehomes.com/residences/boston-ma/jfk/1259-jfkumass/3647,1259-jfkumass,5,1,925,124,2022-12-05,2023-01-04,"This 124 square footage room on Boston's JFK/UMass is a spacious, lovely and clean room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
22,3647,https://junehomes.com/residences/boston-ma/jfk/1259-jfkumass/3647,3647,5,1,925,124,2022-12-05,2023-01-04,"This 124 square footage room on Boston's JFK/UMass is a spacious, lovely and clean room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
23,4589,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4589,somerville,7,1,925,179,2022-12-05,2023-01-04,"This 179 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
23,4589,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4589,1594-somerville,7,1,925,179,2022-12-05,2023-01-04,"This 179 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
23,4589,https://junehomes.com/residences/boston-ma/somerville/1594-somerville/4589,4589,7,1,925,179,2022-12-05,2023-01-04,"This 179 square footage room on Boston's Somerville. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
24,4122,https://junehomes.com/residences/boston-ma/allston/1420-allston/4122,allston,4,1,950,101,2022-12-05,2023-01-04,"This 101 square footage room on Boston, Allston is a spacious, lovely and clean room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
24,4122,https://junehomes.com/residences/boston-ma/allston/1420-allston/4122,1420-allston,4,1,950,101,2022-12-05,2023-01-04,"This 101 square footage room on Boston, Allston is a spacious, lovely and clean room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
24,4122,https://junehomes.com/residences/boston-ma/allston/1420-allston/4122,4122,4,1,950,101,2022-12-05,2023-01-04,"This 101 square footage room on Boston, Allston is a spacious, lovely and clean room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
25,3044,https://junehomes.com/residences/boston-ma/jfk/1045-jfkumass/3044,jfk,4,1,950,184,2022-12-05,2023-01-04,"This 184 square footage room on Boston JFK/UMass is a spacious, lovely and clean room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
25,3044,https://junehomes.com/residences/boston-ma/jfk/1045-jfkumass/3044,1045-jfkumass,4,1,950,184,2022-12-05,2023-01-04,"This 184 square footage room on Boston JFK/UMass is a spacious, lovely and clean room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
25,3044,https://junehomes.com/residences/boston-ma/jfk/1045-jfkumass/3044,3044,4,1,950,184,2022-12-05,2023-01-04,"This 184 square footage room on Boston JFK/UMass is a spacious, lovely and clean room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
26,2680,https://junehomes.com/residences/boston-ma/jfk/948-savin-hill/2680,jfk,5,1,1150,123,2022-12-05,2023-01-04,"This 123 square footage room on Boston's JFK/UMass is a good-looking, spacious and neat room in a 5-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
26,2680,https://junehomes.com/residences/boston-ma/jfk/948-savin-hill/2680,948-savin-hill,5,1,1150,123,2022-12-05,2023-01-04,"This 123 square footage room on Boston's JFK/UMass is a good-looking, spacious and neat room in a 5-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
26,2680,https://junehomes.com/residences/boston-ma/jfk/948-savin-hill/2680,2680,5,1,1150,123,2022-12-05,2023-01-04,"This 123 square footage room on Boston's JFK/UMass is a good-looking, spacious and neat room in a 5-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
27,3479,https://junehomes.com/residences/boston-ma/dorchester-fields-corner-west/1215-dorchester-fields-corner-west/3479,dorchester-fields-corner-west,4,2,1050,101,2022-12-05,2023-01-04,"This 101 square footage room on Boston's Dorchester - Fields Corner West is a neat, spacious and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
27,3479,https://junehomes.com/residences/boston-ma/dorchester-fields-corner-west/1215-dorchester-fields-corner-west/3479,1215-dorchester-fields-corner-west,4,2,1050,101,2022-12-05,2023-01-04,"This 101 square footage room on Boston's Dorchester - Fields Corner West is a neat, spacious and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
27,3479,https://junehomes.com/residences/boston-ma/dorchester-fields-corner-west/1215-dorchester-fields-corner-west/3479,3479,4,2,1050,101,2022-12-05,2023-01-04,"This 101 square footage room on Boston's Dorchester - Fields Corner West is a neat, spacious and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee."
28,4538,https://junehomes.com/residences/boston-ma/somerville/1578-somerville/4538,somerville,6,2,975,138,2022-12-05,2023-01-04,"This 138 square footage room on Somerville, Boston is a clean, spacious and glossy room in a 6 -bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
28,4538,https://junehomes.com/residences/boston-ma/somerville/1578-somerville/4538,1578-somerville,6,2,975,138,2022-12-05,2023-01-04,"This 138 square footage room on Somerville, Boston is a clean, spacious and glossy room in a 6 -bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
28,4538,https://junehomes.com/residences/boston-ma/somerville/1578-somerville/4538,4538,6,2,975,138,2022-12-05,2023-01-04,"This 138 square footage room on Somerville, Boston is a clean, spacious and glossy room in a 6 -bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
29,4585,https://junehomes.com/residences/boston-ma/somerville/1593-somerville/4585,somerville,4,2,975,117,2022-12-05,2023-01-04,"This 117 square footage room on Boston, Somerville is a clean, spacious and glossy room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
29,4585,https://junehomes.com/residences/boston-ma/somerville/1593-somerville/4585,1593-somerville,4,2,975,117,2022-12-05,2023-01-04,"This 117 square footage room on Boston, Somerville is a clean, spacious and glossy room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
29,4585,https://junehomes.com/residences/boston-ma/somerville/1593-somerville/4585,4585,4,2,975,117,2022-12-05,2023-01-04,"This 117 square footage room on Boston, Somerville is a clean, spacious and glossy room in a 4-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
30,3640,https://junehomes.com/residences/boston-ma/jfk/1258-jfkumass/3640,jfk,5,1,975,127,2022-12-05,2023-01-04,"This 127 square footage room on Boston's JFK/UMass is a attractive, spacious and flashing room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
30,3640,https://junehomes.com/residences/boston-ma/jfk/1258-jfkumass/3640,1258-jfkumass,5,1,975,127,2022-12-05,2023-01-04,"This 127 square footage room on Boston's JFK/UMass is a attractive, spacious and flashing room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
30,3640,https://junehomes.com/residences/boston-ma/jfk/1258-jfkumass/3640,3640,5,1,975,127,2022-12-05,2023-01-04,"This 127 square footage room on Boston's JFK/UMass is a attractive, spacious and flashing room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
31,4120,https://junehomes.com/residences/boston-ma/allston/1419-allston/4120,allston,5,2,975,80,2022-12-05,2023-01-04,"This 80 square footage room on Boston, Allston is a clean, spacious and glossy room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
31,4120,https://junehomes.com/residences/boston-ma/allston/1419-allston/4120,1419-allston,5,2,975,80,2022-12-05,2023-01-04,"This 80 square footage room on Boston, Allston is a clean, spacious and glossy room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
31,4120,https://junehomes.com/residences/boston-ma/allston/1419-allston/4120,4120,5,2,975,80,2022-12-05,2023-01-04,"This 80 square footage room on Boston, Allston is a clean, spacious and glossy room in a 5-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
32,4211,https://junehomes.com/residences/boston-ma/newton-corner/1462-newton-corner/4211,newton-corner,5,2,975,154,2023-02-04,2023-03-11,"This comfy, cute and charming room is available."
32,4211,https://junehomes.com/residences/boston-ma/newton-corner/1462-newton-corner/4211,1462-newton-corner,5,2,975,154,2023-02-04,2023-03-11,"This comfy, cute and charming room is available."
32,4211,https://junehomes.com/residences/boston-ma/newton-corner/1462-newton-corner/4211,4211,5,2,975,154,2023-02-04,2023-03-11,"This comfy, cute and charming room is available."
33,4815,https://junehomes.com/residences/boston-ma/jfk/1662-jfkumass/4815,jfk,7,2,1200,101,2022-12-06,2023-01-05,"This 101 square footage room on Boston's JFK/UMass. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
33,4815,https://junehomes.com/residences/boston-ma/jfk/1662-jfkumass/4815,1662-jfkumass,7,2,1200,101,2022-12-06,2023-01-05,"This 101 square footage room on Boston's JFK/UMass. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
33,4815,https://junehomes.com/residences/boston-ma/jfk/1662-jfkumass/4815,4815,7,2,1200,101,2022-12-06,2023-01-05,"This 101 square footage room on Boston's JFK/UMass. It's a functional, spacious and comfortable room in a 7-bedroom apartment which is currently unfurnished, but it can be furnished for an additional fee."
