,id,Transport
227,227,"[{'id': 0, 'stations': ['15', '41', '45'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Dudley St @ Hampden St'}, {'id': 1, 'stations': ['Franklin', 'Line'], 'color': '#B933AD', 'walktime': 15, 'description': 'Newmarket'}]"
228,228,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 4, 'description': 'Sutherland Road'}, {'id': 1, 'stations': ['C'], 'color': '#018835', 'walktime': 5, 'description': 'Dean Road'}]"
229,229,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 16, 'description': 'Boston College'}]"
230,230,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 1, 'description': 'Allston Street'}]"
231,231,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 2, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Kingston', 'Line'], 'color': '#8E44AD', 'walktime': 2, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville', 'Line'], 'color': '#8E44AD', 'walktime': 2, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['Greenbush', 'Line'], 'color': '#8E44AD', 'walktime': 2, 'description': 'JFK / UMass'}, {'id': 4, 'stations': ['8', '16', '41'], 'color': '#F5C00E', 'walktime': 3, 'description': 'JFK / UMass'}]"
232,232,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 8, 'description': 'Harvard Avenue'}, {'id': 1, 'stations': ['64', '66', '501'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Cambridge Street'}]"
233,233,"[{'id': 0, 'stations': ['E'], 'color': '#00843D', 'walktime': 5, 'description': 'Fenwood Road'}, {'id': 1, 'stations': ['Orange', 'Line'], 'color': '#EB841E', 'walktime': 9, 'description': 'Roxbury Crossing'}, {'id': 2, 'stations': ['35', '39', '66'], 'color': '#F5C00E', 'walktime': 5, 'description': 'Huntington Ave opp Fenwood Rd'}, {'id': 3, 'stations': ['22', '29'], 'color': '#F5C00E', 'walktime': 11, 'description': 'Columbus Ave @ New Cedar St'}]"
234,234,"[{'id': 0, 'stations': ['Fairmount', 'Line', 'Franklin', 'Line'], 'color': '#8E44AD', 'walktime': 9, 'description': 'Uphams Corner'}, {'id': 1, 'stations': ['Kingston', 'Line', 'Greenbush', 'Line', 'Middleborough/Lakeville', 'Line'], 'color': '#8E44AD', 'walktime': 12, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 12, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '', '16', '41', 'Red', 'Line', 'Shuttle'], 'color': '#F5C00E', 'walktime': 12, 'description': 'JFK / UMass'}]"
235,235,"[{'id': 0, 'stations': ['64'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Faneuil St @ Oak Square'}, {'id': 1, 'stations': ['57', '501'], 'color': '#F5C00E', 'walktime': 8, 'description': 'Tremont St opp Tremont Pl'}]"
236,236,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 6, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Kingston/Greenbush'], 'color': '#8E44AD', 'walktime': 6, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 6, 'description': 'JFK / UMass'}]"
237,237,"[{'id': 0, 'stations': ['Red', 'LIne'], 'color': '#EC211F', 'walktime': 8, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush/Kingston'], 'color': '#8E44AD', 'walktime': 8, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 8, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '16', '41'], 'color': '#EB841E', 'walktime': 8, 'description': 'JFK / UMass'}, {'id': 4, 'stations': ['18'], 'color': '#EB841E', 'walktime': 2, 'description': 'Dorchster Ave @ Howes St'}]"
238,238,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 10, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Kingston/Greenbush'], 'color': '#8E44AD', 'walktime': 10, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 10, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '16', '41'], 'color': '#EB841E', 'walktime': 10, 'description': 'JFK / UMass'}]"
239,239,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 16, 'description': 'Boston College'}]"
240,240,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 16, 'description': 'Boston College'}]"
241,241,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 13, 'description': 'Harvard Avenue'}, {'id': 1, 'stations': ['64', '66'], 'color': '#F5C00E', 'walktime': 6, 'description': 'Cambridge St @ Lincoln St'}, {'id': 2, 'stations': ['70', '86'], 'color': '#F5C00E', 'walktime': 8, 'description': 'Western Ave @ Riverdale St'}]"
242,242,"[{'id': 0, 'stations': ['Red'], 'color': '#DA1721', 'walktime': 8, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush', 'Kingston'], 'color': '#8E44AD', 'walktime': 8, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 8, 'description': 'JFK / UMass'}]"
243,243,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 4, 'description': 'Washington Street'}, {'id': 1, 'stations': ['65'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Corey Rd & Washington Street'}]"
244,244,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 9, 'description': 'JFK/UMass'}, {'id': 1, 'stations': ['Greenbush', 'Kingston'], 'color': '#8E44AD', 'walktime': 9, 'description': 'JFK/UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 9, 'description': 'JFK/UMass'}, {'id': 3, 'stations': ['Fairmount', 'Franklin'], 'color': '#B933AD', 'walktime': 14, 'description': 'Newmarket'}, {'id': 4, 'stations': ['8', '16', '41'], 'color': '#EB841E', 'walktime': 9, 'description': 'JFK/UMass'}]"
245,245,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 8, 'description': 'Harvard Avenue'}, {'id': 1, 'stations': ['64', '66', '501'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Cambridge Street'}]"
246,246,"[{'id': 0, 'stations': ['Greenbush', 'Kingston'], 'color': '#8E44AD', 'walktime': 10, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 10, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 10, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '16', '41'], 'color': '#F5C00E', 'walktime': 10, 'description': 'JFK / UMass'}]"
247,247,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 9, 'description': 'Andrew'}, {'id': 1, 'stations': ['Fairmount/Franklin'], 'color': '#8E44AD', 'walktime': 12, 'description': 'Newmarket'}, {'id': 2, 'stations': ['Greenbush/Kingston'], 'color': '#8E44AD', 'walktime': 13, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 13, 'description': 'JFK / UMass'}, {'id': 4, 'stations': ['8', '41'], 'color': '#F5C00E', 'walktime': 13, 'description': 'JFK / UMass'}]"
248,248,"[{'id': 0, 'stations': ['Red'], 'color': '#DA1721', 'walktime': 7, 'description': 'JFK / UMas'}, {'id': 1, 'stations': ['Greenbush', 'Line', 'Kingston', 'Line'], 'color': '#8E44AD', 'walktime': 7, 'description': 'JFK / UMas'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 7, 'description': 'JFK / UMas'}]"
249,249,"[{'id': 0, 'stations': ['Red', 'line'], 'color': '#EC211F', 'walktime': 4, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush/Kingston'], 'color': '#B933AD', 'walktime': 4, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#B933AD', 'walktime': 4, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '16', '41'], 'color': '#F5C00E', 'walktime': 4, 'description': 'JFK / UMass'}]"
250,250,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 9, 'description': 'Andrew'}, {'id': 1, 'stations': ['Fairmount/Franklin'], 'color': '#8E44AD', 'walktime': 12, 'description': 'Newmarket'}, {'id': 2, 'stations': ['Greenbush/Kingston'], 'color': '#8E44AD', 'walktime': 13, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 13, 'description': 'JFK / UMass'}, {'id': 4, 'stations': ['8', '41'], 'color': '#F5C00E', 'walktime': 13, 'description': 'JFK / UMass'}]"
251,251,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 13, 'description': 'Harvard Avenue'}, {'id': 1, 'stations': ['64', '66'], 'color': '#F5C00E', 'walktime': 6, 'description': 'Cambridge St @ Lincoln St'}, {'id': 2, 'stations': ['70', '86'], 'color': '#F5C00E', 'walktime': 8, 'description': 'Western Ave @ Riverdale St'}]"
252,252,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 9, 'description': 'JFK/UMass'}, {'id': 1, 'stations': ['Greenbush', 'Kingston'], 'color': '#8E44AD', 'walktime': 9, 'description': 'JFK/UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 9, 'description': 'JFK/UMass'}, {'id': 3, 'stations': ['Fairmount', 'Franklin'], 'color': '#B933AD', 'walktime': 14, 'description': 'Newmarket'}, {'id': 4, 'stations': ['8', '16', '41'], 'color': '#EB841E', 'walktime': 9, 'description': 'JFK/UMass'}]"
253,253,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 6, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush/Kingston'], 'color': '#8E44AD', 'walktime': 6, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Fairmount/Franklin'], 'color': '#8E44AD', 'walktime': 15, 'description': 'Uphams Corner'}, {'id': 3, 'stations': ['8', '16', '41'], 'color': '#F5C00E', 'walktime': 6, 'description': 'JFK / UMass'}]"
254,254,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 10, 'description': 'Warren Street'}, {'id': 1, 'stations': ['51', '57', '66'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Cambridge St @ Sparhawk St'}]"
255,255,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#EC211F', 'walktime': 14, 'description': 'Kendall/MIT'}, {'id': 1, 'stations': ['D', 'E'], 'color': '#018835', 'walktime': 15, 'description': 'Union Square'}, {'id': 2, 'stations': ['85'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Hampshire St @ Webster Ave'}]"
256,256,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 4, 'description': 'Washington Street'}, {'id': 1, 'stations': ['65'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Corey Rd & Washington Street'}]"
257,257,"[{'id': 0, 'stations': ['57', '501'], 'color': '#F5C00E', 'walktime': 5, 'description': 'Tremont St @ Washington St'}, {'id': 1, 'stations': ['64'], 'color': '#F5C00E', 'walktime': 5, 'description': 'Faneuil St @ Bigelow St'}]"
258,258,"[{'id': 0, 'stations': ['Orange', 'line'], 'color': '#EB841E', 'walktime': 8, 'description': 'Haymarket'}, {'id': 1, 'stations': ['Blue', 'line'], 'color': '#0E4189', 'walktime': 11, 'description': 'Aquarium'}]"
259,259,"[{'id': 0, 'stations': ['Orange', 'line'], 'color': '#EB841E', 'walktime': 8, 'description': 'Haymarket'}, {'id': 1, 'stations': ['Blue', 'line'], 'color': '#0E4189', 'walktime': 11, 'description': 'Aquarium'}]"
260,260,"[{'id': 0, 'stations': ['Framingham/Worcester'], 'color': '#8E44AD', 'walktime': 15, 'description': 'Boston Landing'}, {'id': 1, 'stations': ['B'], 'color': '#00843D', 'walktime': 15, 'description': 'Harvard Avenue'}, {'id': 2, 'stations': ['66'], 'color': '#F5C00E', 'walktime': 2, 'description': 'N Harvard St @ Hooker St'}, {'id': 3, 'stations': ['64', '501'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Cambridge St @ N Harvard St'}]"
261,261,"[{'id': 0, 'stations': ['Framingham/Worcester'], 'color': '#8E44AD', 'walktime': 15, 'description': 'Boston Landing'}, {'id': 1, 'stations': ['B'], 'color': '#00843D', 'walktime': 15, 'description': 'Harvard Avenue'}, {'id': 2, 'stations': ['66'], 'color': '#F5C00E', 'walktime': 2, 'description': 'N Harvard St @ Hooker St'}, {'id': 3, 'stations': ['64', '501'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Cambridge St @ N Harvard St'}]"
262,262,"[{'id': 0, 'stations': ['15', '41', '45'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Dudley St @ Hampden St'}, {'id': 1, 'stations': ['Franklin', 'Line'], 'color': '#B933AD', 'walktime': 15, 'description': 'Newmarket'}]"
263,263,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 3, 'description': 'Sutherland Road'}]"
264,264,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#da291c', 'walktime': 4, 'description': 'Central'}, {'id': 1, 'stations': ['47'], 'color': '#f2bd2a', 'walktime': 2, 'description': 'Pearl St @ Franklin St'}, {'id': 2, 'stations': ['64', '70', '83', '91'], 'color': '#f2bd2a', 'walktime': 4, 'description': 'Western Ave @ Green St'}]"
265,265,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 8, 'description': 'Harvard Avenue'}, {'id': 1, 'stations': ['64', '66', '501'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Cambridge Street'}]"
266,266,"[{'id': 0, 'stations': ['44'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Walnut Ave @ Humboldt Ave'}, {'id': 1, 'stations': ['10', '14', '19', '23', '28'], 'color': '#F5C00E', 'walktime': 6, 'description': 'Warren St opp Woodbine St'}, {'id': 2, 'stations': ['32', '34', '36', '38'], 'color': '#F5C00E', 'walktime': 7, 'description': 'Humboldt Ave @ Townsend St'}]"
267,267,"[{'id': 0, 'stations': ['101'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Main St @ Moreland St'}, {'id': 1, 'stations': ['89', '89/93'], 'color': '#F5C00E', 'walktime': 7, 'description': 'Broadway @ Bartlett St'}, {'id': 2, 'stations': ['95'], 'color': '#F5C00E', 'walktime': 7, 'description': 'Mystic Ave @ Mystic Apartments'}]"
268,268,"[{'id': 0, 'stations': ['D', 'E'], 'color': '#00843D', 'walktime': 11, 'description': 'Union Square'}, {'id': 1, 'stations': ['Orange', 'Line'], 'color': '#F5C00E', 'walktime': 15, 'description': 'Sullivan Square'}, {'id': 2, 'stations': ['95', '101', '104', '105', '109'], 'color': '#F5C00E', 'walktime': 15, 'description': 'Sullivan Square'}]"
269,269,"[{'id': 0, 'stations': ['Red', 'line'], 'color': '#EC211F', 'walktime': 3, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush', 'Kingston'], 'color': '#B933AD', 'walktime': 3, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#B933AD', 'walktime': 3, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '16', '41'], 'color': '#F5C00E', 'walktime': 3, 'description': 'JFK / UMass'}]"
270,270,"[{'id': 0, 'stations': ['66'], 'color': '#F5C00E', 'walktime': 4, 'description': 'N Harvard St @ Coolidge Rd'}, {'id': 1, 'stations': ['64'], 'color': '#F5C00E', 'walktime': 7, 'description': 'Cambridge St @ Lincoln St'}, {'id': 2, 'stations': ['B'], 'color': '#018835', 'walktime': 15, 'description': 'Harvard Avenue'}, {'id': 3, 'stations': ['70', '86'], 'color': '#F5C00E', 'walktime': 8, 'description': 'Western Ave @ Riverdale St'}]"
271,271,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush/Kingston'], 'color': '#8E44AD', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['18'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Dorchester Ave @ Mayfield St'}, {'id': 4, 'stations': ['8', '16', '41'], 'color': '#F5C00E', 'walktime': 7, 'description': 'JFK / UMass'}]"
272,272,"[{'id': 0, 'stations': ['83', '91'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Prospect St'}, {'id': 1, 'stations': ['Red', 'line'], 'color': '#DA1721', 'walktime': 10, 'description': 'Central'}]"
273,273,"[{'id': 0, 'stations': ['18'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Dorchester Ave @ Pearl St'}, {'id': 1, 'stations': ['16', '17', '41'], 'color': '#F5C00E', 'walktime': 7, 'description': 'Columbia Rd @ Stoughton St'}, {'id': 2, 'stations': ['Fairmount', 'Line'], 'color': '#8E44AD', 'walktime': 11, 'description': ""Upham's Corner""}, {'id': 3, 'stations': ['Franklin', 'Line/Foxboro', 'Pilot'], 'color': '#8E44AD', 'walktime': 11, 'description': ""Upham's Corner""}, {'id': 4, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 10, 'description': 'Savin Hill'}]"
274,274,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 10, 'description': 'Warren Street'}, {'id': 1, 'stations': ['51', '57', '66'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Cambridge St @ Sparhawk St'}, {'id': 2, 'stations': ['501'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Cambridge St opp Dustin St'}]"
275,275,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 10, 'description': 'Warren Street'}, {'id': 1, 'stations': ['Framingham'], 'color': '#B933AD', 'walktime': 13, 'description': 'Boston Landing'}, {'id': 2, 'stations': ['Worcester'], 'color': '#B933AD', 'walktime': 13, 'description': 'Boston Landing'}, {'id': 3, 'stations': ['51', '57', '66'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Cambridge St @ Sparhawk St'}]"
276,276,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#EB841E', 'walktime': 11, 'description': 'Roxbury Crossing'}, {'id': 1, 'stations': ['14', '41'], 'color': '#f2bd2a', 'walktime': 3, 'description': 'Centre St @ Cedar St'}, {'id': 2, 'stations': ['22', '29', '44'], 'color': '#F5C00E', 'walktime': 11, 'description': 'Jackson Square'}]"
277,277,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 8, 'description': 'Andrew'}, {'id': 1, 'stations': ['Fairmount', 'Franklin'], 'color': '#8E44AD', 'walktime': 11, 'description': 'Newmarket'}, {'id': 2, 'stations': ['Greenbush', 'Kingston'], 'color': '#8E44AD', 'walktime': 14, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '41', '16'], 'color': '#F5C00E', 'walktime': 14, 'description': 'JFK / UMass'}, {'id': 4, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 14, 'description': 'JFK / UMass'}]"
278,278,"[{'id': 0, 'stations': ['64', '66', '501'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Cambridge Street'}, {'id': 1, 'stations': ['B'], 'color': '#018835', 'walktime': 8, 'description': 'Harvard Avenue'}]"
279,279,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 4, 'description': 'Washington Street'}, {'id': 1, 'stations': ['65'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Corey Rd & Washington Street'}]"
280,280,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 14, 'description': 'Harvard Avenue'}, {'id': 1, 'stations': ['70', '86'], 'color': '#F5C00E', 'walktime': 12, 'description': 'Western Ave @ Everest'}]"
281,281,"[{'id': 0, 'stations': ['Orange', 'line'], 'color': '#EB841E', 'walktime': 8, 'description': 'Ruggles'}, {'id': 1, 'stations': ['8', '19', '47'], 'color': '#EB841E', 'walktime': 1, 'description': 'Melnea Cass Blvd opp Kerr Way'}]"
282,282,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 3, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush/Kingston'], 'color': '#B933AD', 'walktime': 3, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Lakeville', 'Line'], 'color': '#B933AD', 'walktime': 3, 'description': 'JFK / UMass'}]"
283,283,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 2, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Kingston', 'Line'], 'color': '#8E44AD', 'walktime': 2, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville', 'Line'], 'color': '#8E44AD', 'walktime': 2, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['Greenbush', 'Line'], 'color': '#8E44AD', 'walktime': 2, 'description': 'JFK / UMass'}, {'id': 4, 'stations': ['8', '16', '41'], 'color': '#F5C00E', 'walktime': 3, 'description': 'JFK / UMass'}]"
284,284,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 2, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Kingston', 'Line'], 'color': '#8E44AD', 'walktime': 2, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville', 'Line'], 'color': '#8E44AD', 'walktime': 2, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['Greenbush', 'Line'], 'color': '#8E44AD', 'walktime': 2, 'description': 'JFK / UMass'}, {'id': 4, 'stations': ['8', '16', '41'], 'color': '#F5C00E', 'walktime': 3, 'description': 'JFK / UMass'}]"
285,285,"[{'id': 0, 'stations': ['Red'], 'color': '#DA1721', 'walktime': 8, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush', 'Kingston'], 'color': '#8E44AD', 'walktime': 8, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 8, 'description': 'JFK / UMass'}]"
286,286,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 2, 'description': 'Chiswick Road'}, {'id': 1, 'stations': ['C'], 'color': '#00843D', 'walktime': 10, 'description': 'Cleveland Circle'}, {'id': 2, 'stations': ['D'], 'color': '#00843D', 'walktime': 12, 'description': 'Reservoir'}, {'id': 3, 'stations': ['Green', 'Line'], 'color': '#F5C00E', 'walktime': 12, 'description': 'Reservoir'}, {'id': 4, 'stations': ['51', '86'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Chestnut Hill Ave @ Embassy Rd'}]"
287,287,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 8, 'description': 'Harvard Avenue'}, {'id': 1, 'stations': ['64', '66', '501'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Cambridge Street'}]"
288,288,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 8, 'description': 'Chiswick Road'}, {'id': 1, 'stations': ['51', '86'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Chestnut Hill Ave @ Wiltshire Rd'}]"
289,289,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 3, 'description': 'Sutherland Road'}]"
290,290,"[{'id': 0, 'stations': ['Fairmount', 'Line', 'Franklin', 'Line'], 'color': '#8E44AD', 'walktime': 9, 'description': 'Uphams Corner'}, {'id': 1, 'stations': ['Kingston', 'Line', 'Greenbush', 'Line', 'Middleborough/Lakeville', 'Line'], 'color': '#8E44AD', 'walktime': 12, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 12, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '', '16', '41', 'Red', 'Line', 'Shuttle'], 'color': '#F5C00E', 'walktime': 12, 'description': 'JFK / UMass'}]"
291,291,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 6, 'description': 'Central'}, {'id': 1, 'stations': ['68'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Broadway @ Inman St'}, {'id': 2, 'stations': ['64', '83', '91'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Prospect St @ Harvard St'}]"
292,292,"[{'id': 0, 'stations': ['Framingham/Worcester'], 'color': '#8E44AD', 'walktime': 6, 'description': 'Boston Landing'}, {'id': 1, 'stations': ['B'], 'color': '#00843D', 'walktime': 15, 'description': 'Allston Street'}, {'id': 2, 'stations': ['64'], 'color': '#F5C00E', 'walktime': 4, 'description': 'N Beacon St @ Saunders St'}, {'id': 3, 'stations': ['86'], 'color': '#F5C00E', 'walktime': 5, 'description': 'Market St @ N Beacon St'}]"
293,293,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 8, 'description': 'Harvard Avenue'}, {'id': 1, 'stations': ['Framingham/Worcester'], 'color': '#8E44AD', 'walktime': 12, 'description': 'Boston Landing'}, {'id': 2, 'stations': ['64', '66', '501'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Cambridge St @ Linden St'}]"
294,294,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#EC211F', 'walktime': 14, 'description': 'Kendall/MIT'}, {'id': 1, 'stations': ['D', 'E'], 'color': '#018835', 'walktime': 15, 'description': 'Union Square'}, {'id': 2, 'stations': ['85'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Hampshire St @ Webster Ave'}]"
295,295,"[{'id': 0, 'stations': ['Greenbush/Kingston'], 'color': '#8E44AD', 'walktime': 1, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 1, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 1, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '16', '41'], 'color': '#EB841E', 'walktime': 1, 'description': 'JFK / UMass'}]"
296,296,"[{'id': 0, 'stations': ['E'], 'color': '#00843D', 'walktime': 4, 'description': 'Symphony'}, {'id': 1, 'stations': ['Orange', 'Line'], 'color': '#EB841E', 'walktime': 7, 'description': 'Massachusetts Ave'}, {'id': 2, 'stations': ['D', 'B', 'C'], 'color': '#00843D', 'walktime': 10, 'description': 'Hynes Convention Center Station'}, {'id': 3, 'stations': ['Franklin', 'Needham', 'Providence/Stoughton'], 'color': '#8E44AD', 'walktime': 12, 'description': 'Ruggles'}]"
297,297,"[{'id': 0, 'stations': ['57', '501'], 'color': '#EB841E', 'walktime': 3, 'description': 'Washington St @ Brock St'}, {'id': 1, 'stations': ['51', '65', '86'], 'color': '#EB841E', 'walktime': 12, 'description': 'Chestnut Hill Ave @ Veronica Smith Ctr'}]"
