,id,Transport
418,418,"[{'id': 0, 'stations': ['83', '91'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Prospect St'}, {'id': 1, 'stations': ['Red', 'line'], 'color': '#DA1721', 'walktime': 10, 'description': 'Central'}]"
419,419,"[{'id': 0, 'stations': ['Blue', 'Line'], 'color': '#2040AA', 'walktime': 2, 'description': 'Maverick'}, {'id': 1, 'stations': ['114', '116', '117', '120', '121'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Maverick'}]"
420,420,"[{'id': 0, 'stations': ['E'], 'color': '#00843D', 'walktime': 5, 'description': 'Fenwood Road'}, {'id': 1, 'stations': ['Orange', 'line'], 'color': '#EB841E', 'walktime': 11, 'description': 'Roxbury Crossing'}, {'id': 2, 'stations': ['35', '39', '66'], 'color': '#EB841E', 'walktime': 4, 'description': 'Huntington Ave opp Fenwood Rd'}]"
421,421,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#EC211F', 'walktime': 9, 'description': 'Shawmut'}, {'id': 1, 'stations': ['23'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Washington St @ Park St'}]"
422,422,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#EB841E', 'walktime': 15, 'description': 'Assembly'}, {'id': 1, 'stations': ['95'], 'color': '#F5C00E', 'walktime': 5, 'description': 'Mystic Ave @ Temple Rd'}, {'id': 2, 'stations': ['90'], 'color': '#F5C00E', 'walktime': 10, 'description': 'Grand Union Blvd opp Artisan Way'}]"
423,423,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 5, 'description': 'Washington Street'}, {'id': 1, 'stations': ['C'], 'color': '#00843D', 'walktime': 6, 'description': 'Tappan Street'}, {'id': 2, 'stations': ['D'], 'color': '#00843D', 'walktime': 10, 'description': 'Beaconsfield'}, {'id': 3, 'stations': ['65'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Washington St @ Corey Rd'}]"
424,424,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#EB841E', 'walktime': 15, 'description': 'Assembly'}, {'id': 1, 'stations': ['95'], 'color': '#F5C00E', 'walktime': 5, 'description': 'Mystic Ave @ Temple Rd'}, {'id': 2, 'stations': ['90'], 'color': '#F5C00E', 'walktime': 10, 'description': 'Grand Union Blvd opp Artisan Way'}]"
425,425,"[{'id': 0, 'stations': ['Blue', 'Line'], 'color': '#2040AA', 'walktime': 2, 'description': 'Maverick'}, {'id': 1, 'stations': ['114', '116', '117', '120', '121'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Maverick'}]"
426,426,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#FC5707', 'walktime': 11, 'description': 'Roxbury Crossing'}, {'id': 1, 'stations': ['E'], 'color': '#018835', 'walktime': 11, 'description': 'Fenwood Road'}]"
427,427,"[{'id': 0, 'stations': ['22', '29', '32', '34', '36'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Seaver St @ Maple Street'}, {'id': 1, 'stations': ['Fairmount', 'Line', 'Franklin', 'Line'], 'color': '#8E44AD', 'walktime': 11, 'description': 'Four Corners/Geneva'}]"
428,428,"[{'id': 0, 'stations': ['Orange', 'line'], 'color': '#EB841E', 'walktime': 15, 'description': 'Assembly'}, {'id': 1, 'stations': ['95'], 'color': '#F5C00E', 'walktime': 5, 'description': 'Mystic Ave @ Temple Rd'}]"
429,429,"[{'id': 0, 'stations': ['E'], 'color': '#00843D', 'walktime': 5, 'description': 'Fenwood Road'}, {'id': 1, 'stations': ['Orange', 'Line'], 'color': '#EB841E', 'walktime': 9, 'description': 'Roxbury Crossing'}, {'id': 2, 'stations': ['35', '39', '66'], 'color': '#F5C00E', 'walktime': 5, 'description': 'Huntington Ave opp Fenwood Rd'}, {'id': 3, 'stations': ['22', '29'], 'color': '#F5C00E', 'walktime': 11, 'description': 'Columbus Ave @ New Cedar St'}]"
430,430,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#ef8b22', 'walktime': 5, 'description': 'Roxbury Crossing'}, {'id': 1, 'stations': ['Franklin', 'Providence/Stoughton', 'Needham'], 'color': '#80276c', 'walktime': 14, 'description': 'Ruggles'}, {'id': 2, 'stations': ['66'], 'color': '#f2bd2a', 'walktime': 5, 'description': 'Tremont St @ Sewall St'}, {'id': 3, 'stations': ['14', '22', '29', '41', '44'], 'color': '#f2bd2a', 'walktime': 11, 'description': 'Jackson Square'}]"
431,431,"[{'id': 0, 'stations': ['Fairmount', 'Line', 'Franklin', 'Line'], 'color': '#8E44AD', 'walktime': 4, 'description': 'Four Corners/Geneva'}, {'id': 1, 'stations': ['16'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Columbia Rd @ Seaver St'}, {'id': 2, 'stations': ['23'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Washington Street @ Four Corners'}]"
432,432,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 6, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush/Kingston'], 'color': '#8E44AD', 'walktime': 6, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 6, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['18'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Dorchester Ave @ Edison Green'}]"
433,433,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#ef8b22', 'walktime': 5, 'description': 'Stony Brook'}, {'id': 1, 'stations': ['42'], 'color': '#f2bd2a', 'walktime': 3, 'description': 'Washington St'}, {'id': 2, 'stations': ['22', '29', '44'], 'color': '#f2bd2a', 'walktime': 7, 'description': 'Columbus Ave @ Dimock St'}, {'id': 3, 'stations': ['14', '41'], 'color': '#f2bd2a', 'walktime': 14, 'description': 'Jackson Square'}]"
434,434,"[{'id': 0, 'stations': ['66'], 'color': '#F5C00E', 'walktime': 4, 'description': 'N Harvard St @ Coolidge Rd'}, {'id': 1, 'stations': ['64'], 'color': '#F5C00E', 'walktime': 7, 'description': 'Cambridge St @ Lincoln St'}, {'id': 2, 'stations': ['B'], 'color': '#018835', 'walktime': 15, 'description': 'Harvard Avenue'}, {'id': 3, 'stations': ['70', '86'], 'color': '#F5C00E', 'walktime': 8, 'description': 'Western Ave @ Riverdale St'}]"
435,435,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#EC211F', 'walktime': 2, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush/Kingston'], 'color': '#8E44AD', 'walktime': 2, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['8', '16', '41'], 'color': '#F5C00E', 'walktime': 2, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['17', '18'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Boston St @ Mayhew St'}]"
436,436,"[{'id': 0, 'stations': ['15', '17'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Bowdoin St @ Norton St'}, {'id': 1, 'stations': ['Fairmount', 'Line', 'Franklin', 'Line'], 'color': '#8E44AD', 'walktime': 9, 'description': 'Four Corners/Geneva'}]"
437,437,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#EC211F', 'walktime': 8, 'description': 'Porter'}, {'id': 1, 'stations': ['Fitchburg', 'Line'], 'color': '#B933AD', 'walktime': 8, 'description': 'Porter'}, {'id': 2, 'stations': ['88', '89'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Highland Ave @ Willow Ave'}, {'id': 3, 'stations': ['87', '88', '89', '90', '94', '96'], 'color': '#F5C00E', 'walktime': 10, 'description': 'Davis'}]"
438,438,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#EC211F', 'walktime': 8, 'description': 'Porter'}, {'id': 1, 'stations': ['Fitchburg', 'Line'], 'color': '#B933AD', 'walktime': 8, 'description': 'Porter'}, {'id': 2, 'stations': ['88', '89'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Highland Ave @ Willow Ave'}, {'id': 3, 'stations': ['87', '88', '89', '90', '94', '96'], 'color': '#F5C00E', 'walktime': 10, 'description': 'Davis'}]"
439,439,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#ef8b22', 'walktime': 5, 'description': 'Roxbury Crossing'}, {'id': 1, 'stations': ['Franklin', 'Providence/Stoughton', 'Needham'], 'color': '#80276c', 'walktime': 14, 'description': 'Ruggles'}, {'id': 2, 'stations': ['66'], 'color': '#f2bd2a', 'walktime': 5, 'description': 'Tremont St @ Sewall St'}, {'id': 3, 'stations': ['14', '22', '29', '41', '44'], 'color': '#f2bd2a', 'walktime': 11, 'description': 'Jackson Square'}]"
440,440,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#FC5707', 'walktime': 11, 'description': 'Roxbury Crossing'}, {'id': 1, 'stations': ['E'], 'color': '#018835', 'walktime': 11, 'description': 'Fenwood Road'}]"
441,441,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#FC5707', 'walktime': 8, 'description': 'Roxbury Crossing'}, {'id': 1, 'stations': ['E'], 'color': '#018835', 'walktime': 9, 'description': 'Brigham Circle'}, {'id': 2, 'stations': ['14', '22', '29', '41', '44'], 'color': '#F5C00E', 'walktime': 13, 'description': 'Jackson Square'}]"
442,442,"[{'id': 0, 'stations': ['89', '93', '101'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Broadway @ Montgomery Ave'}, {'id': 1, 'stations': ['80'], 'color': '#F5C00E', 'walktime': 10, 'description': 'Medford St @ School St'}, {'id': 2, 'stations': ['95'], 'color': '#F5C00E', 'walktime': 10, 'description': 'Mystic Ave @ Wheatland St'}]"
443,443,"[{'id': 0, 'stations': ['Red', 'line'], 'color': '#DA1721', 'walktime': 5, 'description': 'Shawmut'}]"
444,444,"[{'id': 0, 'stations': ['E'], 'color': '#008345', 'walktime': 5, 'description': 'Fenwood Road'}, {'id': 1, 'stations': ['Orange', 'Line'], 'color': '#ef8b22', 'walktime': 11, 'description': 'Roxbury Crossing'}, {'id': 2, 'stations': ['35', '39', '66'], 'color': '#f2bd2a', 'walktime': 6, 'description': 'Huntington Ave @ Fenwood Rd'}]"
445,445,"[{'id': 0, 'stations': ['Fairmount/Franklin'], 'color': '#8E44AD', 'walktime': 7, 'description': 'Four Corners/Geneva'}, {'id': 1, 'stations': ['14', '22', '28', '29', '45'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Blue Hill Ave opp McLellan St'}]"
446,446,"[{'id': 0, 'stations': ['E'], 'color': '#00843D', 'walktime': 5, 'description': 'Fenwood Road'}, {'id': 1, 'stations': ['Orange', 'Line'], 'color': '#EB841E', 'walktime': 10, 'description': 'Roxbury Crossing'}, {'id': 2, 'stations': ['35', '39', '66'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Huntington Ave opp Fenwood Rd'}]"
447,447,"[{'id': 0, 'stations': ['E'], 'color': '#018835', 'walktime': 6, 'description': 'Fenwood Road'}, {'id': 1, 'stations': ['Orange', 'Line'], 'color': '#E37A38', 'walktime': 11, 'description': 'Roxbury Crossing'}, {'id': 2, 'stations': ['Franklin/Foxboro/Needham'], 'color': '#8E44AD', 'walktime': 15, 'description': 'Ruggles'}, {'id': 3, 'stations': ['Providence/Stoughton', 'Line'], 'color': '#8E44AD', 'walktime': 15, 'description': 'Ruggles'}, {'id': 4, 'stations': ['D'], 'color': '#00843D', 'walktime': 15, 'description': 'Brookline Village'}]"
448,448,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#EC211F', 'walktime': 9, 'description': 'Andrew'}, {'id': 1, 'stations': ['9', '10', '16'], 'color': '#F5C00E', 'walktime': 9, 'description': 'Andrew'}, {'id': 2, 'stations': ['16', '17'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Boston St @ W Howell St'}]"
449,449,"[{'id': 0, 'stations': ['Blue', 'Line'], 'color': '#2040AA', 'walktime': 10, 'description': 'Airport'}, {'id': 1, 'stations': ['121'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Lexington St @ Marion St'}, {'id': 2, 'stations': ['114', '116', '117'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Meridian St @ Lexington St'}]"
450,450,"[{'id': 0, 'stations': ['4'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Commercial St & Hanover St'}, {'id': 1, 'stations': ['Orange', 'Line'], 'color': '#EB841E', 'walktime': 10, 'description': 'Haymarket'}, {'id': 2, 'stations': ['B', 'C', 'D', 'E'], 'color': '#00843D', 'walktime': 10, 'description': 'Haymarket'}, {'id': 3, 'stations': ['Downeaster'], 'color': '#0099CC', 'walktime': 15, 'description': 'North Station'}, {'id': 4, 'stations': ['Fitchburg', 'Line', 'Haverhill', 'Line'], 'color': '#8E44AD', 'walktime': 15, 'description': 'North Station'}]"
451,451,"[{'id': 0, 'stations': ['80'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Medford St @ Glenwood Rd'}, {'id': 1, 'stations': ['89', '89/93'], 'color': '#F5C00E', 'walktime': 5, 'description': 'Broadway @ Medford St - Magoun Sq'}, {'id': 2, 'stations': ['101'], 'color': '#F5C00E', 'walktime': 10, 'description': 'Main St @ Broadway'}]"
452,452,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#ef8b22', 'walktime': 5, 'description': 'Roxbury Crossing'}, {'id': 1, 'stations': ['Franklin', 'Providence/Stoughton', 'Needham'], 'color': '#80276c', 'walktime': 14, 'description': 'Ruggles'}, {'id': 2, 'stations': ['66'], 'color': '#f2bd2a', 'walktime': 5, 'description': 'Tremont St @ Sewall St'}, {'id': 3, 'stations': ['14', '22', '29', '41', '44'], 'color': '#f2bd2a', 'walktime': 11, 'description': 'Jackson Square'}]"
453,453,"[{'id': 0, 'stations': ['Framingham/Worcester'], 'color': '#8E44AD', 'walktime': 6, 'description': 'Auburndale'}, {'id': 1, 'stations': ['D'], 'color': '#00843D', 'walktime': 11, 'description': 'Riverside'}, {'id': 2, 'stations': ['558'], 'color': '#F5C00E', 'walktime': 11, 'description': 'Riverside'}, {'id': 3, 'stations': ['MBRS'], 'color': '#DA1721', 'walktime': 11, 'description': 'Riverside'}]"
454,454,"[{'id': 0, 'stations': ['E'], 'color': '#008345', 'walktime': 5, 'description': 'Fenwood Road'}, {'id': 1, 'stations': ['Orange', 'Line'], 'color': '#ef8b22', 'walktime': 11, 'description': 'Roxbury Crossing'}, {'id': 2, 'stations': ['35', '39', '66'], 'color': '#f2bd2a', 'walktime': 6, 'description': 'Huntington Ave @ Fenwood Rd'}]"
455,455,"[{'id': 0, 'stations': ['22', '29', '32', '34', '36'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Seaver St @ Maple Street'}, {'id': 1, 'stations': ['Fairmount', 'Line', 'Franklin', 'Line'], 'color': '#8E44AD', 'walktime': 11, 'description': 'Four Corners/Geneva'}]"
456,456,"[{'id': 0, 'stations': ['C'], 'color': '#008345', 'walktime': 3, 'description': 'Washington Square'}, {'id': 1, 'stations': ['B'], 'color': '#008345', 'walktime': 14, 'description': 'Washington Street'}, {'id': 2, 'stations': ['D'], 'color': '#008345', 'walktime': 14, 'description': 'Beaconsfield'}, {'id': 3, 'stations': ['65'], 'color': '#f2bd2a', 'walktime': 2, 'description': 'Washington Square'}]"
457,457,"[{'id': 0, 'stations': ['89', '91'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Washington St @ Boston St'}, {'id': 1, 'stations': ['87'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Somerville Ave @ Linden St'}, {'id': 2, 'stations': ['86', 'CT2'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Washington St @ McGrath Hwy'}, {'id': 3, 'stations': ['D', 'E'], 'color': '#018835', 'walktime': 7, 'description': 'Union Square'}]"
458,458,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#EB841E', 'walktime': 8, 'description': 'Stony Brook'}, {'id': 1, 'stations': ['42'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Washington St @ School St'}, {'id': 2, 'stations': ['22', '29', '44'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Columbus Ave @ Weld Ave'}]"
459,459,"[{'id': 0, 'stations': ['D', 'E'], 'color': '#018835', 'walktime': 15, 'description': 'Union Square'}, {'id': 1, 'stations': ['80'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Pearl St @ McGrath Hwy'}, {'id': 2, 'stations': ['88', '90'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Highland Ave @ Walnut St'}]"
460,460,"[{'id': 0, 'stations': ['Orange'], 'color': '#FC5707', 'walktime': 8, 'description': 'Stony Brook'}, {'id': 1, 'stations': ['42'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Washington St @ School St'}, {'id': 2, 'stations': ['22', '29', '44'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Columbus Ave @ Weld Ave'}]"
461,461,"[{'id': 0, 'stations': ['Red', 'line'], 'color': '#DA1721', 'walktime': 5, 'description': 'Shawmut'}]"
462,462,"[{'id': 0, 'stations': ['Orange'], 'color': '#FC5707', 'walktime': 8, 'description': 'Stony Brook'}, {'id': 1, 'stations': ['42'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Washington St @ School St'}, {'id': 2, 'stations': ['22', '29', '44'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Columbus Ave @ Weld Ave'}]"
463,463,"[{'id': 0, 'stations': ['Blue', 'Line'], 'color': '#0E4189', 'walktime': 11, 'description': 'Airport'}, {'id': 1, 'stations': ['SL3'], 'color': '#808183', 'walktime': 11, 'description': 'Airport'}]"
464,464,"[{'id': 0, 'stations': ['22', '29', '44'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Columbus Ave @ Walnut Ave'}]"
465,465,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#FC5707', 'walktime': 11, 'description': 'Roxbury Crossing'}, {'id': 1, 'stations': ['E'], 'color': '#018835', 'walktime': 11, 'description': 'Fenwood Road'}]"
466,466,"[{'id': 0, 'stations': ['Orange', 'line'], 'color': '#EB841E', 'walktime': 15, 'description': 'Assembly'}, {'id': 1, 'stations': ['95'], 'color': '#F5C00E', 'walktime': 5, 'description': 'Mystic Ave @ Temple Rd'}]"
467,467,"[{'id': 0, 'stations': ['C'], 'color': '#008345', 'walktime': 3, 'description': 'Washington Square'}, {'id': 1, 'stations': ['B'], 'color': '#008345', 'walktime': 14, 'description': 'Washington Street'}, {'id': 2, 'stations': ['D'], 'color': '#008345', 'walktime': 14, 'description': 'Beaconsfield'}, {'id': 3, 'stations': ['65'], 'color': '#f2bd2a', 'walktime': 2, 'description': 'Washington Square'}]"
468,468,"[{'id': 0, 'stations': ['C'], 'color': '#008345', 'walktime': 3, 'description': 'Washington Square'}, {'id': 1, 'stations': ['B'], 'color': '#008345', 'walktime': 14, 'description': 'Washington Street'}, {'id': 2, 'stations': ['D'], 'color': '#008345', 'walktime': 14, 'description': 'Beaconsfield'}, {'id': 3, 'stations': ['65'], 'color': '#f2bd2a', 'walktime': 2, 'description': 'Washington Square'}]"
469,469,"[{'id': 0, 'stations': ['B'], 'color': '#108248', 'walktime': 2, 'description': 'Griggs Street'}, {'id': 1, 'stations': ['Green', 'Line', 'B', 'Shuttle'], 'color': '#F1BC3D', 'walktime': 2, 'description': 'Griggs Street'}]"
470,470,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#FC5707', 'walktime': 8, 'description': 'Roxbury Crossing'}, {'id': 1, 'stations': ['E'], 'color': '#018835', 'walktime': 9, 'description': 'Brigham Circle'}, {'id': 2, 'stations': ['14', '22', '29', '41', '44'], 'color': '#F5C00E', 'walktime': 13, 'description': 'Jackson Square'}]"
471,471,"[{'id': 0, 'stations': ['22', '29', '44'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Columbus Ave @ Walnut Ave'}]"
472,472,"[{'id': 0, 'stations': ['E'], 'color': '#00843D', 'walktime': 5, 'description': 'Fenwood Road'}, {'id': 1, 'stations': ['Orange', 'Line'], 'color': '#EB841E', 'walktime': 9, 'description': 'Roxbury Crossing'}, {'id': 2, 'stations': ['35', '39', '66'], 'color': '#F5C00E', 'walktime': 5, 'description': 'Huntington Ave opp Fenwood Rd'}, {'id': 3, 'stations': ['22', '29'], 'color': '#F5C00E', 'walktime': 11, 'description': 'Columbus Ave @ New Cedar St'}]"
473,473,"[{'id': 0, 'stations': ['C'], 'color': '#018835', 'walktime': 2, 'description': 'Englewood Avenue'}, {'id': 1, 'stations': ['D'], 'color': '#018835', 'walktime': 7, 'description': 'Reservoir'}, {'id': 2, 'stations': ['B'], 'color': '#018835', 'walktime': 12, 'description': 'Chiswick Road'}, {'id': 3, 'stations': ['51', '89', 'Green', 'Line', 'D', 'Shuttle'], 'color': '#F5C00E', 'walktime': 7, 'description': 'Reservoir'}]"
474,474,"[{'id': 0, 'stations': ['Orange', 'line'], 'color': '#EB841E', 'walktime': 5, 'description': 'Tufts Medical Center'}, {'id': 1, 'stations': ['Red', 'line'], 'color': '#8E44AD', 'walktime': 12, 'description': 'South Station'}, {'id': 2, 'stations': ['Franklin/Framingham/Worcester'], 'color': '#8E44AD', 'walktime': 12, 'description': 'South Station'}, {'id': 3, 'stations': ['Needham/Greenbush/Kingston'], 'color': '#8E44AD', 'walktime': 12, 'description': 'South Station'}]"
475,475,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#ed8b00', 'walktime': 10, 'description': 'Ruggles'}, {'id': 1, 'stations': ['Franklin/Needham', 'Line'], 'color': '#80276c', 'walktime': 10, 'description': 'Ruggles'}, {'id': 2, 'stations': ['8', '9', '15', '19', '22', '23'], 'color': '#f2bd2a', 'walktime': 10, 'description': 'Ruggles'}, {'id': 3, 'stations': ['43'], 'color': '#f2bd2a', 'walktime': 2, 'description': 'Tremont St @ Hammond St'}, {'id': 4, 'stations': ['Providence/Stoughton', 'Line'], 'color': '#80276c', 'walktime': 10, 'description': 'Ruggles'}]"
476,476,"[{'id': 0, 'stations': ['Orange'], 'color': '#FC5707', 'walktime': 8, 'description': 'Stony Brook'}, {'id': 1, 'stations': ['42'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Washington St @ School St'}, {'id': 2, 'stations': ['22', '29', '44'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Columbus Ave @ Weld Ave'}]"
477,477,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#EB841E', 'walktime': 10, 'description': 'Massachusetts Ave'}, {'id': 1, 'stations': ['Needham/Franklin'], 'color': '#8E44AD', 'walktime': 11, 'description': 'Ruggles'}, {'id': 2, 'stations': ['E'], 'color': '#018835', 'walktime': 12, 'description': 'Symphony'}, {'id': 3, 'stations': ['43'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Tremont St @ Hammond St'}, {'id': 4, 'stations': ['Providence/Stoughton'], 'color': '#8E44AD', 'walktime': 11, 'description': 'Ruggles'}]"
478,478,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 6, 'description': 'Central'}, {'id': 1, 'stations': ['64', '83', '91'], 'color': '#f2bd2a', 'walktime': 1, 'description': 'Prospect St @ Harvard St'}, {'id': 2, 'stations': ['68'], 'color': '#f2bd2a', 'walktime': 3, 'description': 'Broadway @ Inman St'}]"
479,479,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#EB841E', 'walktime': 8, 'description': 'Stony Brook'}, {'id': 1, 'stations': ['42'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Washington St @ School St'}, {'id': 2, 'stations': ['22', '29', '44'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Columbus Ave @ Weld Ave'}]"
480,480,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#FC5707', 'walktime': 11, 'description': 'Ruggles'}, {'id': 1, 'stations': ['E'], 'color': '#018835', 'walktime': 12, 'description': 'Symphony station'}, {'id': 2, 'stations': ['Needham/Franklin'], 'color': '#8E44AD', 'walktime': 11, 'description': 'Ruggles'}, {'id': 3, 'stations': ['Providence/Stoughton'], 'color': '#8E44AD', 'walktime': 11, 'description': 'Ruggles'}]"
481,481,"[{'id': 0, 'stations': ['64', '66', '501'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Cambridge Street'}, {'id': 1, 'stations': ['B'], 'color': '#018835', 'walktime': 8, 'description': 'Harvard Avenue'}]"
482,482,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#FC5707', 'walktime': 8, 'description': 'Roxbury Crossing'}, {'id': 1, 'stations': ['E'], 'color': '#018835', 'walktime': 9, 'description': 'Fenwood Road'}, {'id': 2, 'stations': ['14', '22', '29', '41', '44'], 'color': '#F5C00E', 'walktime': 13, 'description': 'Jackson Square'}]"
483,483,"[{'id': 0, 'stations': ['C'], 'color': '#018835', 'walktime': 2, 'description': 'Englewood Avenue'}, {'id': 1, 'stations': ['D'], 'color': '#018835', 'walktime': 7, 'description': 'Reservoir'}, {'id': 2, 'stations': ['B'], 'color': '#018835', 'walktime': 12, 'description': 'Chiswick Road'}, {'id': 3, 'stations': ['51', '89', 'Green', 'Line', 'D', 'Shuttle'], 'color': '#F5C00E', 'walktime': 7, 'description': 'Reservoir'}]"
484,484,"[{'id': 0, 'stations': ['C'], 'color': '#018835', 'walktime': 2, 'description': 'Englewood Avenue'}, {'id': 1, 'stations': ['D'], 'color': '#018835', 'walktime': 7, 'description': 'Reservoir'}, {'id': 2, 'stations': ['B'], 'color': '#018835', 'walktime': 12, 'description': 'Chiswick Road'}, {'id': 3, 'stations': ['51', '89', 'Green', 'Line', 'D', 'Shuttle'], 'color': '#F5C00E', 'walktime': 7, 'description': 'Reservoir'}]"
485,485,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 8, 'description': 'Harvard Avenue'}, {'id': 1, 'stations': ['Framingham'], 'color': '#8E44AD', 'walktime': 13, 'description': 'Boston Landing'}]"
486,486,"[{'id': 0, 'stations': ['52', '57', '501', '553'], 'color': '#f2bd2a', 'walktime': 1, 'description': 'Washington St @ Bacon St'}, {'id': 1, 'stations': ['OurBus'], 'color': '#4caf50', 'walktime': 1, 'description': 'Newton'}]"
487,487,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#ED8B32', 'walktime': 5, 'description': 'Stony Brook'}, {'id': 1, 'stations': ['14', '22', '29', '41', '44'], 'color': '#F1BC3D', 'walktime': 14, 'description': 'Jackson Square'}, {'id': 2, 'stations': ['42'], 'color': '#F1BC3D', 'walktime': 3, 'description': 'Washington St & School St'}]"
488,488,"[{'id': 0, 'stations': ['52', '57', '501', '553'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Washington St @ Bacon St'}]"
489,489,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#FC5707', 'walktime': 11, 'description': 'Ruggles'}, {'id': 1, 'stations': ['E'], 'color': '#018835', 'walktime': 12, 'description': 'Symphony station'}, {'id': 2, 'stations': ['Needham/Franklin'], 'color': '#8E44AD', 'walktime': 11, 'description': 'Ruggles'}, {'id': 3, 'stations': ['Providence/Stoughton'], 'color': '#8E44AD', 'walktime': 11, 'description': 'Ruggles'}]"
490,490,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#FC5707', 'walktime': 8, 'description': 'Roxbury Crossing'}, {'id': 1, 'stations': ['E'], 'color': '#018835', 'walktime': 9, 'description': 'Fenwood Road'}, {'id': 2, 'stations': ['14', '22', '29', '41', '44'], 'color': '#F5C00E', 'walktime': 13, 'description': 'Jackson Square'}]"
