id,Amenities
123,"Hardwood floors"
123,Microwave
123,Oven
123,Refrigerator
124,"WiFi (Paid)"
124,"32-inch Flat-Screen TV"
124,HVAC
124,"Guarantors allowed"
124,"Street parking"
124,"Laundry in building (paid)"
124,Smoke-free
124,"Hardwood floors"
124,Microwave
124,Oven
124,Refrigerator
125,"Paid parking"
125,Smoke-free
125,"WiFi (Paid)"
125,"Guarantors allowed"
125,"Laundry in home (free)"
125,HVAC
125,"Hardwood floors"
125,Microwave
125,Oven
125,Refrigerator
126,"Paid parking"
126,"Guarantors allowed"
126,"Laundry in home (free)"
126,"Outdoor space"
126,"32-inch Flat-Screen TV"
126,Dishwasher
126,"Decorative fireplace"
126,"Electric heating"
126,Smoke-free
126,"WiFi (Paid)"
126,"Hardwood floors"
126,Oven
126,Refrigerator
127,"Street parking"
127,Smoke-free
127,"WiFi (Paid)"
127,"Guarantors allowed"
127,"Laundry in building (paid)"
127,"Radiator heating"
127,Dishwasher
127,"Hardwood floors"
127,Microwave
127,Oven
127,Refrigerator
128,"Paid parking"
128,"Electric heating"
128,Smoke-free
128,"WiFi (Paid)"
128,"Guarantors allowed"
128,"Laundry in building (paid)"
128,"Hardwood floors"
128,Microwave
128,Oven
128,Refrigerator
129,"Central AC (Common space)"
129,"Guarantors allowed"
129,"Central heating"
129,"Laundry in home (free)"
129,"Street parking"
129,"32-inch Flat-Screen TV"
129,Dishwasher
129,Smoke-free
129,"WiFi (Paid)"
129,"Back porch"
129,"Hardwood floors"
129,Oven
129,Refrigerator
130,"Street parking"
130,"Dine in kitchen"
130,Smoke-free
130,"Guarantors allowed"
130,"Laundry in home (free)"
130,"WiFi (Paid)"
130,HVAC
130,Dishwasher
130,"Hardwood floors"
130,Microwave
130,Oven
130,Refrigerator
131,Dishwasher
131,"32-inch Flat-Screen TV"
131,Smoke-free
131,"Guarantors allowed"
131,"Radiator heating"
131,"Hardwood floors"
131,Microwave
131,Oven
131,Refrigerator
132,"32-inch Flat-Screen TV"
132,"Dine in kitchen"
132,"Electric heating"
132,Smoke-free
132,"Guarantors allowed"
132,"Laundry in home (free)"
132,"Living area"
132,"Hardwood floors"
132,Microwave
132,Oven
132,Refrigerator
133,"Street parking"
133,"Dine in kitchen"
133,HVAC
133,Smoke-free
133,"Guarantors allowed"
133,"Hardwood floors"
133,Oven
133,Refrigerator
134,"32-inch Flat-Screen TV"
134,"Dine in kitchen"
134,"Electric heating"
134,Smoke-free
134,"Guarantors allowed"
134,"Laundry in home (free)"
134,"Living area"
134,"Hardwood floors"
134,Microwave
134,Oven
134,Refrigerator
135,"Guarantors allowed"
135,"Window AC (Common space)"
135,"Electric heating"
135,"Street parking"
135,"32-inch Flat-Screen TV"
135,Smoke-free
135,"WiFi (Paid)"
135,"Back porch"
135,Balcony
135,"Hardwood floors"
135,Microwave
135,Oven
135,Refrigerator
136,Dishwasher
136,HVAC
136,Smoke-free
136,"Guarantors allowed"
136,"Laundry in home (free)"
136,"Street parking"
136,"Hardwood floors"
136,Microwave
136,Oven
136,Refrigerator
137,"Street parking"
137,"Dine in kitchen"
137,Smoke-free
137,"Guarantors allowed"
137,"Laundry in home (free)"
137,"WiFi (Paid)"
137,HVAC
137,Dishwasher
137,"Hardwood floors"
137,Microwave
137,Oven
137,Refrigerator
138,"Street parking"
138,Smoke-free
138,"Guarantors allowed"
138,"Laundry in home (free)"
138,Dishwasher
138,HVAC
138,"Hardwood floors"
138,Oven
138,Refrigerator
139,"Street parking"
139,Smoke-free
139,"WiFi (Paid)"
139,"Guarantors allowed"
139,"Laundry in building (paid)"
139,"Electric heating"
139,Dishwasher
139,"Wall-Mounted TV"
139,"Hardwood floors"
139,Oven
139,Refrigerator
140,Smoke-free
140,"Paid parking"
140,Dishwasher
140,HVAC
140,"Dining area"
140,"32-inch Flat-Screen TV"
140,"Laundry in home (free)"
140,"Guarantors allowed"
140,Balcony
140,"Living area"
140,"Hardwood floors"
140,Microwave
140,Oven
140,Refrigerator
141,"Street parking"
141,"WiFi (Paid)"
141,"Guarantors allowed"
141,"Electric heating"
141,"Laundry in home (free)"
141,Dishwasher
141,Smoke-free
141,"Hardwood floors"
141,Microwave
141,Oven
141,Refrigerator
142,HVAC
142,"Guarantors allowed"
142,"Laundry in home (free)"
142,"Street parking"
142,Dishwasher
142,Smoke-free
142,"Hardwood floors"
142,Oven
142,Refrigerator
143,"Street parking"
143,"WiFi (Paid)"
143,"Guarantors allowed"
143,"Electric heating"
143,"Laundry in home (free)"
143,Smoke-free
143,"Hardwood floors"
143,Microwave
143,Oven
143,Refrigerator
144,"Radiator heating"
144,"32-inch Flat-Screen TV"
144,"WiFi (Paid)"
144,"Guarantors allowed"
144,"Laundry in building (paid)"
144,"Street parking"
144,Smoke-free
144,"Hardwood floors"
144,Microwave
144,Oven
144,Refrigerator
145,HVAC
145,"Guarantors allowed"
145,"Laundry in home (free)"
145,"Street parking"
145,Dishwasher
145,Smoke-free
145,"Hardwood floors"
145,Oven
145,Refrigerator
146,Dishwasher
146,HVAC
146,Smoke-free
146,"Guarantors allowed"
146,"Laundry in home (free)"
146,"Street parking"
146,"Hardwood floors"
146,Microwave
146,Oven
146,Refrigerator
147,"32-inch Flat-Screen TV"
147,"Fresh Linens"
147,"Smart lock"
147,"Dine in kitchen"
147,Patio
147,HVAC
147,Smoke-free
147,"Laundry in home (free)"
147,"Guarantors allowed"
147,"Common area"
147,"Window AC (Common space)"
147,"Paid parking"
147,Dishwasher
147,"WiFi (Paid)"
147,"Outdoor space"
147,"Hardwood floors"
147,Oven
147,Refrigerator
148,"WiFi (Paid)"
148,"Radiator heating"
148,"Laundry in home (free)"
148,"Guarantors allowed"
148,Smoke-free
148,"Hardwood floors"
148,Microwave
148,Oven
148,Refrigerator
149,"Laundry in building (paid)"
149,Smoke-free
149,"WiFi (Paid)"
149,"Guarantors allowed"
149,"Street parking"
149,"32-inch Flat-Screen TV"
149,Dishwasher
149,HVAC
149,"Hardwood floors"
149,Microwave
149,Oven
149,Refrigerator
150,"Laundry in building (paid)"
150,Smoke-free
150,"WiFi (Paid)"
150,"Guarantors allowed"
150,"Street parking"
150,"32-inch Flat-Screen TV"
150,Dishwasher
150,HVAC
150,"Hardwood floors"
150,Microwave
150,Oven
150,Refrigerator
151,Dishwasher
151,HVAC
151,Smoke-free
151,"Guarantors allowed"
151,"Laundry in home (free)"
151,"Street parking"
151,"Hardwood floors"
151,Microwave
151,Oven
151,Refrigerator
152,"32-inch Flat-Screen TV"
152,"Fresh Linens"
152,"Smart lock"
152,"Dine in kitchen"
152,Patio
152,HVAC
152,Smoke-free
152,"Laundry in home (free)"
152,"Guarantors allowed"
152,"Common area"
152,"Window AC (Common space)"
152,"Paid parking"
152,Dishwasher
152,"WiFi (Paid)"
152,"Outdoor space"
152,"Hardwood floors"
152,Oven
152,Refrigerator
153,"Street parking"
153,HVAC
153,Smoke-free
153,"WiFi (Paid)"
153,"Guarantors allowed"
153,Dishwasher
153,"Laundry in building (paid)"
153,"Hardwood floors"
153,Microwave
153,Oven
153,Refrigerator
154,Dishwasher
154,HVAC
154,Smoke-free
154,"Guarantors allowed"
154,"Laundry in home (free)"
154,"Street parking"
154,"Hardwood floors"
154,Microwave
154,Oven
154,Refrigerator
155,Smoke-free
155,"Paid parking"
155,Dishwasher
155,HVAC
155,"Dining area"
155,"32-inch Flat-Screen TV"
155,"Laundry in home (free)"
155,"Guarantors allowed"
155,Balcony
155,"Living area"
155,"Hardwood floors"
155,Microwave
155,Oven
155,Refrigerator
156,HVAC
156,"Guarantors allowed"
156,"Laundry in home (free)"
156,"Street parking"
156,Dishwasher
156,Smoke-free
156,"Hardwood floors"
156,Oven
156,Refrigerator
157,"32-inch Flat-Screen TV"
157,"Dine in kitchen"
157,"Dining area"
157,Smoke-free
157,"Guarantors allowed"
157,"Common area"
157,"Window AC (Common space)"
157,"Street parking"
157,"Electric heating"
157,"Laundry in building (paid)"
157,Dishwasher
157,"WiFi (Paid)"
157,"Smart lock"
157,"Hardwood floors"
157,Oven
157,Refrigerator
158,"WiFi (Paid)"
158,Dishwasher
158,"Smart lock"
158,Smoke-free
158,"Guarantors allowed"
158,"Laundry in building (paid)"
158,HVAC
158,"Wall-Mounted TV"
158,"Hardwood floors"
158,Oven
158,Refrigerator
159,Smoke-free
159,"Air Conditioning (Common space)"
159,"WiFi (Paid)"
159,Dishwasher
159,"Radiator heating"
159,"Laundry in home (free)"
159,"Wall-Mounted TV"
159,"Hardwood floors"
159,Microwave
159,Oven
159,Refrigerator
160,HVAC
160,"Guarantors allowed"
160,"Laundry in home (free)"
160,"Street parking"
160,Dishwasher
160,Smoke-free
160,"Hardwood floors"
160,Oven
160,Refrigerator
161,"Guarantors allowed"
161,"32-inch Flat-Screen TV"
161,"Radiator heating"
161,Dishwasher
161,Smoke-free
161,"WiFi (Paid)"
161,"Laundry in building (free)"
161,"Parking Spot (Paid)"
161,"Hardwood floors"
161,Oven
161,Refrigerator
162,"Laundry in building (paid)"
162,Smoke-free
162,"WiFi (Paid)"
162,"Guarantors allowed"
162,"Street parking"
162,"32-inch Flat-Screen TV"
162,Dishwasher
162,HVAC
162,"Hardwood floors"
162,Microwave
162,Oven
162,Refrigerator
163,"Street parking"
163,Smoke-free
163,"Guarantors allowed"
163,"Laundry in home (free)"
163,Dishwasher
163,HVAC
163,"Hardwood floors"
163,Oven
163,Refrigerator
164,"32-inch Flat-Screen TV"
164,"Smart lock"
164,"Dine in kitchen"
164,Patio
164,HVAC
164,Smoke-free
164,"Laundry in home (free)"
164,"Guarantors allowed"
164,"Common area"
164,"Window AC (Common space)"
164,"Paid parking"
164,Dishwasher
164,"WiFi (Paid)"
164,"Outdoor space"
164,"Hardwood floors"
164,Oven
164,Refrigerator
165,"Street parking"
165,"Radiator heating"
165,Smoke-free
165,"WiFi (Paid)"
165,"Guarantors allowed"
165,"Laundry in home (free)"
165,Dishwasher
165,"Hardwood floors"
165,Microwave
165,Oven
165,Refrigerator
166,"WiFi (Paid)"
166,"Paid parking"
166,"Radiator heating"
166,Dishwasher
166,"Window AC (Common space)"
166,"Guarantors allowed"
166,Smoke-free
166,"Wall-Mounted TV"
166,"Hardwood floors"
166,Oven
166,Refrigerator
167,"32-inch Flat-Screen TV"
167,"Dine in kitchen"
167,"Electric heating"
167,Smoke-free
167,"Guarantors allowed"
167,"Laundry in home (free)"
167,"Living area"
167,"Hardwood floors"
167,Microwave
167,Oven
167,Refrigerator
168,"Laundry in home (free)"
168,"WiFi (Paid)"
168,"Guarantors allowed"
168,HVAC
168,"Central AC (Common space)"
168,"32-inch Flat-Screen TV"
168,"Paid parking"
168,Dishwasher
168,Smoke-free
168,"Hardwood floors"
168,Oven
168,Refrigerator
169,"Street parking"
169,"Dine in kitchen"
169,Smoke-free
169,"Guarantors allowed"
169,"Laundry in home (free)"
169,"WiFi (Paid)"
169,HVAC
169,Dishwasher
169,"Hardwood floors"
169,Microwave
169,Oven
169,Refrigerator
170,"Street parking"
170,Smoke-free
170,"WiFi (Paid)"
170,"Guarantors allowed"
170,"Electric heating"
170,"Laundry in home (free)"
170,Dishwasher
170,Balcony
170,"Hardwood floors"
170,Microwave
170,Oven
170,Refrigerator
171,"Paid parking"
171,"WiFi (Paid)"
171,"Guarantors allowed"
171,"Radiator heating"
171,"Laundry in building (paid)"
171,"32-inch Flat-Screen TV"
171,Dishwasher
171,"Decorative fireplace"
171,Smoke-free
171,"Hardwood floors"
171,Microwave
171,Oven
171,Refrigerator
172,"Laundry in building (paid)"
172,HVAC
172,Smoke-free
172,"WiFi (Paid)"
172,"Guarantors allowed"
172,"Hardwood floors"
172,Microwave
172,Oven
172,Refrigerator
173,Smoke-free
173,"Dine in kitchen"
173,"Electric heating"
173,"WiFi (Paid)"
173,"Laundry in building (paid)"
173,"Guarantors allowed"
173,Dishwasher
173,"Hardwood floors"
173,Microwave
173,Oven
173,Refrigerator
174,"32-inch Flat-Screen TV"
174,"Electric heating"
174,Dishwasher
174,Smoke-free
174,"WiFi (Paid)"
174,"Guarantors allowed"
174,"Street parking"
174,"Living area"
174,"Mini Split (Common space)"
174,"Hardwood floors"
174,Microwave
174,Oven
174,Refrigerator
175,"Laundry in home (free)"
175,"Dine in kitchen"
175,"Gas heating"
175,Dishwasher
175,Smoke-free
175,"WiFi (Paid)"
175,"Guarantors allowed"
175,"Paid parking"
175,"32-inch Flat-Screen TV"
175,"Living area"
175,"Hardwood floors"
175,Microwave
175,Oven
175,Refrigerator
176,"32-inch Flat-Screen TV"
176,"Electric heating"
176,Dishwasher
176,Smoke-free
176,"WiFi (Paid)"
176,"Guarantors allowed"
176,"Street parking"
176,"Living area"
176,"Mini Split (Common space)"
176,"Hardwood floors"
176,Microwave
176,Oven
176,Refrigerator
177,"Street parking"
177,"32-inch Flat-Screen TV"
177,"Laundry in building (paid)"
177,"Dine in kitchen"
177,Dishwasher
177,"WiFi (Paid)"
177,Smoke-free
177,"Guarantors allowed"
177,"Electric heating"
177,"Mini Split (Common space)"
177,Microwave
178,"Laundry in home (free)"
178,Smoke-free
178,"WiFi (Paid)"
178,"Paid parking"
178,"Window AC (Common space)"
178,HVAC
178,"Hardwood floors"
178,Microwave
178,Oven
178,Refrigerator
179,"Paid parking"
179,Smoke-free
179,"WiFi (Paid)"
179,"Guarantors allowed"
179,"Laundry in home (free)"
179,HVAC
179,"Hardwood floors"
179,Microwave
179,Oven
179,Refrigerator
180,"Street parking"
180,"WiFi (Paid)"
180,"Guarantors allowed"
180,"Radiator heating"
180,"Laundry in building (paid)"
180,"32-inch Flat-Screen TV"
180,Dishwasher
180,Smoke-free
180,"Hardwood floors"
180,Oven
180,Refrigerator
181,Smoke-free
181,"Dine in kitchen"
181,"Electric heating"
181,"WiFi (Paid)"
181,"Laundry in building (paid)"
181,"Guarantors allowed"
181,Dishwasher
181,"Hardwood floors"
181,Microwave
181,Oven
181,Refrigerator
182,"Laundry in building (paid)"
182,Dishwasher
182,"Electric heating"
182,"Guarantors allowed"
