id,Trans_id,stations,walktime,description
116,2,8,15,"JFK / UMass"
116,2,16,15,"JFK / UMass"
116,2,41,15,"JFK / UMass"
116,2,Red,15,"JFK / UMass"
116,2,Line,15,"JFK / UMass"
116,2,Shuttle,15,"JFK / UMass"
117,0,"B ",5,"Griggs Street"
117,1,57,5,"Brighton Ave @ Allston St"
117,1,66,5,"Brighton Ave @ Allston St"
117,2,"Green Line B Shuttle ",5,"Griggs Street"
118,0,80,2,"Pearl St and McGrath Hwy"
118,1,90,4,"Cross St and Auburn Ave"
119,0,"Red Line ",6,"JFK / UMass"
119,1,"Greenbush/Kingston ",6,"JFK / UMass"
119,2,"Middleborough/Lakeville ",6,"JFK / UMass"
119,3,18,2,"Dorchester Ave @ Edison Green"
120,0,22,4,"Columbus Ave @ Walnut Ave"
120,0,29,4,"Columbus Ave @ Walnut Ave"
120,0,44,4,"Columbus Ave @ Walnut Ave"
121,0,"Greenbush Line Kingston Line Middleborough/Lakeville Line ",11,"JFK / UMass"
121,1,"Red Line ",11,"JFK / UMass"
121,2,8,11,"JFK / UMass"
121,2,16,11,"JFK / UMass"
121,2,41,11,"JFK / UMass"
122,0,"Blue Line ",15,Airport
122,1,114,5,"Meridian St @ Eutaw St"
122,1,116,5,"Meridian St @ Eutaw St"
122,1,117,5,"Meridian St @ Eutaw St"
123,0,"Red Line ",6,JFK/UMass
123,1,"Greenbush Line Kingston Line ",6,JFK/UMass
123,2,"Fairmount Line Franklin/Foxboro Line ",15,Newmarket
123,3,8,6,JFK/UMass
123,3,16,6,JFK/UMass
123,3,41,6,JFK/UMass
124,0,"Red Line ",7,"JFK / UMass"
124,1,"Greenbush/Kingston ",7,"JFK / UMass"
124,2,"Middleborough/Lakeville ",7,"JFK / UMass"
124,3,18,2,"Dorchester Ave @ Mayfield St"
124,4,8,7,"JFK / UMass"
124,4,16,7,"JFK / UMass"
124,4,41,7,"JFK / UMass"
125,0,"Red Line ",6,"JFK / UMass"
125,1,"Greenbush/Kingston ",6,"JFK / UMass"
125,2,8,6,"JFK / UMass"
125,2,16,6,"JFK / UMass"
125,2,41,6,"JFK / UMass"
125,3,"Fairmount/Franklin ",15,"Uphams Corner"
125,4,17,7,"Boston St @ Mayhew St"
125,4,18,7,"Boston St @ Mayhew St"
126,0,64,4,"Brooks St @ Faneuil St"
126,1,57,9,"Washington St @ Oak Square Ave"
126,1,501,9,"Washington St @ Oak Square Ave"
126,2,86,14,"Market St @ Keenan Rd"
127,0,"Framingham/Worcester Line ",10,"Boston Landing"
127,1,70,5,"Western Ave @ Litchfield St"
127,1,86,5,"Western Ave @ Litchfield St"
127,2,64,10,"Market St @ Guest St"
128,0,"D E ",15,"Union Square"
128,1,80,3,"Pearl St @ McGrath Hwy"
128,2,88,3,"Highland Ave @ Walnut St"
128,2,90,3,"Highland Ave @ Walnut St"
129,0,"Red ",7,"JFK / UMas"
129,1,"Greenbush Line Kingston Line ",7,"JFK / UMas"
129,2,"Middleborough/Lakeville ",7,"JFK / UMas"
130,0,"B ",14,"Warren Street"
130,1,51,5,"Market St @ Keenan Rd"
130,1,57,5,"Market St @ Keenan Rd"
130,1,66,5,"Market St @ Keenan Rd"
130,2,86,6,"Cambridge St @ Dustin St"
131,0,"Greenbush Line Kingston Line Middleborough/Lakeville Line ",11,"JFK / UMass"
131,1,"Red Line ",11,"JFK / UMass"
131,2,8,11,"JFK / UMass"
131,2,16,11,"JFK / UMass"
131,2,41,11,"JFK / UMass"
132,0,"Blue Line ",15,Airport
132,1,114,5,"Meridian St @ Eutaw St"
132,1,116,5,"Meridian St @ Eutaw St"
132,1,117,5,"Meridian St @ Eutaw St"
133,0,"Fairmount Line ",5,"Uphams Corner"
133,1,"Kingston Line ",15,"JFK / UMass"
133,2,"Greenbush Line ",15,"JFK / UMass"
133,3,"Red line ",15,"JFK / UMass"
133,4,16,5,"Columbia Rd @ Holden St"
133,4,17,5,"Columbia Rd @ Holden St"
133,4,41,5,"Columbia Rd @ Holden St"
134,0,"Blue Line ",15,Airport
134,1,114,5,"Meridian St @ Eutaw St"
134,1,116,5,"Meridian St @ Eutaw St"
134,1,117,5,"Meridian St @ Eutaw St"
135,0,15,3,"Bowdoin St @ Norton St"
135,0,17,3,"Bowdoin St @ Norton St"
135,1,"Fairmount Line Franklin Line ",9,"Four Corners/Geneva"
136,0,"Greenbush Line Kingston Line Middleborough/Lakeville Line ",15,"JFK / UMass"
136,1,"Red Line ",15,"JFK / UMass"
136,2,8,15,"JFK / UMass"
136,2,16,15,"JFK / UMass"
136,2,41,15,"JFK / UMass"
136,2,Red,15,"JFK / UMass"
136,2,Line,15,"JFK / UMass"
136,2,Shuttle,15,"JFK / UMass"
137,0,"B ",14,"Warren Street"
137,1,51,5,"Market St @ Keenan Rd"
137,1,57,5,"Market St @ Keenan Rd"
137,1,66,5,"Market St @ Keenan Rd"
137,2,86,6,"Cambridge St @ Dustin St"
138,0,16,3,"Columbia Rd @ Holden St"
138,0,17,3,"Columbia Rd @ Holden St"
138,0,41,3,"Columbia Rd @ Holden St"
138,1,8,4,"Massachusetts Ave @ Columbia Rd"
139,0,"Orange line ",9,"Stony Brook"
139,1,22,2,"Columbus Ave @ Weld Ave"
139,1,29,2,"Columbus Ave @ Weld Ave"
139,1,44,2,"Columbus Ave @ Weld Ave"
139,2,14,14,"Jackson Square"
139,2,41,14,"Jackson Square"
140,0,80,2,"Pearl St and McGrath Hwy"
140,1,90,4,"Cross St and Auburn Ave"
141,0,"Greeenbush/Kingston ",8,JFK/UMass
141,1,"Red Line ",8,JFK/UMass
141,2,"Middleborough/Lakeville ",8,JFK/UMass
141,3,8,8,JFK/UMass
141,3,16,8,JFK/UMass
141,3,41,8,JFK/UMass
142,0,"Greenbush Line Kingston Line Middleborough/Lakeville Line ",15,"JFK / UMass"
142,1,"Red Line ",15,"JFK / UMass"
142,2,8,15,"JFK / UMass"
142,2,16,15,"JFK / UMass"
142,2,41,15,"JFK / UMass"
142,2,Red,15,"JFK / UMass"
142,2,Line,15,"JFK / UMass"
142,2,Shuttle,15,"JFK / UMass"
142,3,17,3,"Columbia Rd @ Holden St"
143,0,"Red ",8,"JFK / UMass"
143,1,"Greenbush Kingston ",8,"JFK / UMass"
143,2,"Middleborough/Lakeville ",8,"JFK / UMass"
144,0,44,4,"Walnut Ave @ Humboldt Ave"
144,1,10,6,"Warren St opp Woodbine St"
144,1,14,6,"Warren St opp Woodbine St"
144,1,19,6,"Warren St opp Woodbine St"
144,1,23,6,"Warren St opp Woodbine St"
144,1,28,6,"Warren St opp Woodbine St"
144,2,32,7,"Humboldt Ave @ Townsend St"
144,2,34,7,"Humboldt Ave @ Townsend St"
144,2,36,7,"Humboldt Ave @ Townsend St"
144,2,38,7,"Humboldt Ave @ Townsend St"
145,0,"Greenbush Line Kingston Line Middleborough/Lakeville Line ",15,"JFK / UMass"
145,1,"Red Line ",15,"JFK / UMass"
145,2,8,15,"JFK / UMass"
145,2,16,15,"JFK / UMass"
145,2,41,15,"JFK / UMass"
145,2,Red,15,"JFK / UMass"
145,2,Line,15,"JFK / UMass"
145,2,Shuttle,15,"JFK / UMass"
145,3,17,3,"Columbia Rd @ Holden St"
146,0,"Greenbush Line Kingston Line Middleborough/Lakeville Line ",15,"JFK / UMass"
146,1,"Red Line ",15,"JFK / UMass"
146,2,8,15,"JFK / UMass"
146,2,16,15,"JFK / UMass"
146,2,41,15,"JFK / UMass"
146,2,Red,15,"JFK / UMass"
146,2,Line,15,"JFK / UMass"
146,2,Shuttle,15,"JFK / UMass"
147,0,"Red line ",11,"Savin Hill"
147,1,15,2,"Bowdoin St @ Winter St"
147,1,17,2,"Bowdoin St @ Winter St"
147,2,18,7,"Dorchester Ave @ Dewar St"
148,0,"E ",6,"Fenwood Road"
148,1,"Orange Line ",11,"Roxbury Crossing"
148,2,"Franklin/Foxboro/Needham ",15,Ruggles
148,3,"Providence/Stoughton Line ",15,Ruggles
148,4,"D ",15,"Brookline Village"
149,0,"D E ",11,"Union Square"
149,1,"Orange Line ",15,"Sullivan Square"
149,2,95,15,"Sullivan Square"
149,2,101,15,"Sullivan Square"
149,2,104,15,"Sullivan Square"
149,2,105,15,"Sullivan Square"
149,2,109,15,"Sullivan Square"
150,0,"D E ",11,"Union Square"
150,1,"Orange Line ",15,"Sullivan Square"
150,2,95,15,"Sullivan Square"
150,2,101,15,"Sullivan Square"
150,2,104,15,"Sullivan Square"
150,2,105,15,"Sullivan Square"
150,2,109,15,"Sullivan Square"
151,0,"Greenbush Line Kingston Line Middleborough/Lakeville Line ",15,"JFK / UMass"
151,1,"Red Line ",15,"JFK / UMass"
151,2,8,15,"JFK / UMass"
151,2,16,15,"JFK / UMass"
151,2,41,15,"JFK / UMass"
151,2,Red,15,"JFK / UMass"
151,2,Line,15,"JFK / UMass"
151,2,Shuttle,15,"JFK / UMass"
152,0,"Red line ",11,"Savin Hill"
152,1,15,2,"Bowdoin St @ Winter St"
152,1,17,2,"Bowdoin St @ Winter St"
152,2,18,7,"Dorchester Ave @ Dewar St"
153,0,"Orange Line ",11,"Roxbury Crossing"
153,1,42,4,"Washington St @ Guild St"
153,2,14,6,"42A John Eliot Sq"
153,2,41,6,"42A John Eliot Sq"
153,2,45,6,"42A John Eliot Sq"
154,0,"Greenbush Line Kingston Line Middleborough/Lakeville Line ",15,"JFK / UMass"
154,1,"Red Line ",15,"JFK / UMass"
154,2,8,15,"JFK / UMass"
154,2,16,15,"JFK / UMass"
154,2,41,15,"JFK / UMass"
154,2,Red,15,"JFK / UMass"
154,2,Line,15,"JFK / UMass"
154,2,Shuttle,15,"JFK / UMass"
155,0,80,2,"Pearl St and McGrath Hwy"
155,1,90,4,"Cross St and Auburn Ave"
156,0,"Greenbush Line Kingston Line Middleborough/Lakeville Line ",15,"JFK / UMass"
156,1,"Red Line ",15,"JFK / UMass"
156,2,8,15,"JFK / UMass"
156,2,16,15,"JFK / UMass"
156,2,41,15,"JFK / UMass"
156,2,Red,15,"JFK / UMass"
156,2,Line,15,"JFK / UMass"
156,2,Shuttle,15,"JFK / UMass"
156,3,17,3,"Columbia Rd @ Holden St"
157,0,"B ",2,"Sutherland Road"
157,1,"Green Line B Shuttle ",1,"Sutherland Road"
158,0,"B ",8,"Harvard Avenue"
158,1,64,1,"Cambridge Street"
158,1,66,1,"Cambridge Street"
158,1,501,1,"Cambridge Street"
159,0,"Red Line ",12,"JFK / UMass"
159,1,"Kingston/Greenbush ",12,"JFK / UMass"
159,2,"Middleborough/Lakeville ",12,"JFK / UMass"
159,3,8,2,"Massachusetts Ave @ Columbia Rd"
159,3,16,2,"Massachusetts Ave @ Columbia Rd"
159,4,17,3,"Columbia Rd @ Massachusetts Ave"
159,4,41,3,"Columbia Rd @ Massachusetts Ave"
159,5,"Fairmount/Franklin ",10,"Uphams Corner"
160,0,"Greenbush Line Kingston Line Middleborough/Lakeville Line ",15,"JFK / UMass"
160,1,"Red Line ",15,"JFK / UMass"
160,2,8,15,"JFK / UMass"
160,2,16,15,"JFK / UMass"
160,2,41,15,"JFK / UMass"
160,2,Red,15,"JFK / UMass"
160,2,Line,15,"JFK / UMass"
160,2,Shuttle,15,"JFK / UMass"
160,3,17,3,"Columbia Rd @ Holden St"
161,0,"Orange line ",15,Assembly
161,1,95,5,"Mystic Ave @ Temple Rd"
162,0,"D E ",11,"Union Square"
162,1,"Orange Line ",15,"Sullivan Square"
162,2,95,15,"Sullivan Square"
162,2,101,15,"Sullivan Square"
162,2,104,15,"Sullivan Square"
162,2,105,15,"Sullivan Square"
162,2,109,15,"Sullivan Square"
163,0,16,3,"Columbia Rd @ Holden St"
163,0,17,3,"Columbia Rd @ Holden St"
163,0,41,3,"Columbia Rd @ Holden St"
163,1,8,4,"Massachusetts Ave @ Columbia Rd"
164,0,15,2,"Bowdoin St @ Winter St"
164,0,17,2,"Bowdoin St @ Winter St"
164,1,18,5,"Dorchester Ave @ Dewar St"
164,2,"Red line ",11,"Savin Hill"
165,0,"Greenbush Kingston ",10,"JFK / UMass"
165,1,"Middleborough/Lakeville ",10,"JFK / UMass"
165,2,"Red Line ",10,"JFK / UMass"
165,3,8,10,"JFK / UMass"
165,3,16,10,"JFK / UMass"
165,3,41,10,"JFK / UMass"
166,0,"B ",2,"Washington Street"
166,1,65,1,"Washington St opp Euston Rd"
167,0,"Blue Line ",15,Airport
167,1,114,5,"Meridian St @ Eutaw St"
167,1,116,5,"Meridian St @ Eutaw St"
167,1,117,5,"Meridian St @ Eutaw St"
168,0,"Red Line ",3,"JFK / UMass"
168,1,"Greenbush/Kingston ",3,"JFK / UMass"
168,2,"Lakeville Line ",3,"JFK / UMass"
169,0,"B ",14,"Warren Street"
169,1,51,5,"Market St @ Keenan Rd"
169,1,57,5,"Market St @ Keenan Rd"
169,1,66,5,"Market St @ Keenan Rd"
169,2,86,6,"Cambridge St @ Dustin St"
170,0,"Greeenbush Line/Kingston Line ",8,JFK/UMass
170,1,"Red Line ",8,JFK/UMass
170,2,8,8,JFK/UMass
170,2,16,8,JFK/UMass
170,2,41,8,JFK/UMass
170,3,"Middleborough/Lakeville Line ",8,JFK/UMass
171,0,"B ",2,"Chiswick Road"
171,1,"C ",10,"Cleveland Circle"
171,2,"D ",12,Reservoir
171,3,"Green Line ",12,Reservoir
171,4,51,3,"Chestnut Hill Ave @ Embassy Rd"
171,4,86,3,"Chestnut Hill Ave @ Embassy Rd"
172,0,"Red Line ",8,Andrew
172,1,"Fairmount Line Franklin Line ",11,Newmarket
172,2,"Greenbush Kingston Middleborough/Lakeville ",14,"JFK / UMass"
172,3,8,14,"JFK / UMass"
172,3,41,14,"JFK / UMass"
172,3,16,14,"JFK / UMass"
173,0,"Orange Line ",8,"Roxbury Crossing"
173,1,"E ",9,"Brigham Circle"
173,2,14,13,"Jackson Square"
173,2,22,13,"Jackson Square"
173,2,29,13,"Jackson Square"
173,2,41,13,"Jackson Square"
173,2,44,13,"Jackson Square"
174,0,"Framingham ",11,"Boston Landing"
174,1,"Worcester ",11,"Boston Landing"
174,2,64,6,"Cambridge Street"
174,2,66,6,"Cambridge Street"
174,2,501,6,"Cambridge Street"
174,3,70,11,"Western Ave @ Everett St"
174,3,86,11,"Western Ave @ Everett St"
175,0,"Orange Line ",11,"Roxbury Crossing"
175,1,14,3,"Centre St @ Cedar St"
175,1,41,3,"Centre St @ Cedar St"
175,2,22,11,"Jackson Square"
175,2,29,11,"Jackson Square"
175,2,44,11,"Jackson Square"
176,0,"Framingham ",11,"Boston Landing"
176,1,"Worcester ",11,"Boston Landing"
176,2,64,6,"Cambridge Street"
176,2,66,6,"Cambridge Street"
176,2,501,6,"Cambridge Street"
176,3,70,11,"Western Ave @ Everett St"
176,3,86,11,"Western Ave @ Everett St"
177,0,89,2,"Washington St @ Boston St"
177,0,91,2,"Washington St @ Boston St"
177,1,87,3,"Somerville Ave @ Linden St"
177,2,86,3,"Washington St @ McGrath Hwy"
177,2,CT2,3,"Washington St @ McGrath Hwy"
178,0,"Red Line ",6,"JFK / UMass"
178,1,"Greenbush/Kingston ",6,"JFK / UMass"
178,2,"Fairmount/Franklin ",15,"Uphams Corner"
178,3,8,6,"JFK / UMass"
178,3,16,6,"JFK / UMass"
178,3,41,6,"JFK / UMass"
179,0,"Red Line ",6,"JFK / UMass"
179,1,"Greenbush/Kingston ",6,"JFK / UMass"
179,2,8,6,"JFK / UMass"
179,2,16,6,"JFK / UMass"
179,2,41,6,"JFK / UMass"
179,3,"Fairmount/Franklin ",15,"Uphams Corner"
179,4,17,7,"Boston St @ Mayhew St"
179,4,18,7,"Boston St @ Mayhew St"
180,0,"B ",4,"Sutherland Road"
180,1,"C ",5,"Dean Road"
181,0,"Orange Line ",8,"Roxbury Crossing"
181,1,"E ",9,"Brigham Circle"
181,2,14,13,"Jackson Square"
181,2,22,13,"Jackson Square"
181,2,29,13,"Jackson Square"
181,2,41,13,"Jackson Square"
181,2,44,13,"Jackson Square"
182,0,"Orange Line ",11,Ruggles
182,1,"E ",12,Symphony
182,2,"Franklin/Needham ",11,Ruggles
182,3,"PROVIDENCE/STOUGHTON ",11,Ruggles
183,0,"B ",8,"Harvard Avenue"
183,1,"Framingham ",13,"Boston Landing"
184,0,"Red Line ",10,"JFK / UMass"
184,1,"Kingston/Greenbush ",10,"JFK / UMass"
184,2,"Middleborough/Lakeville ",10,"JFK / UMass"
184,3,8,10,"JFK / UMass"
184,3,16,10,"JFK / UMass"
184,3,41,10,"JFK / UMass"
185,0,"B ",5,"Chiswick Road"
185,1,51,4,"Chestnut Hill Ave @ Wallingford Rd"
185,1,86,4,"Chestnut Hill Ave @ Wallingford Rd"
186,0,"B ",10,"Allston Street"
186,1,"Framingham/Worcester ",5,"Boston Landing"
186,2,64,1,"N Beacon St opp Saunders St"
186,3,51,3,"Cambridge St @ Saunders St"
186,3,57,3,"Cambridge St @ Saunders St"
186,3,66,3,"Cambridge St @ Saunders St"
187,0,101,1,"Main St @ Moreland St"
187,1,89,7,"Broadway @ Bartlett St"
187,1,89/93,7,"Broadway @ Bartlett St"
187,2,95,7,"Mystic Ave @ Mystic Apartments"
188,0,"Orange Line ",11,"Roxbury Crossing"
188,1,42,4,"Washington St @ Guild St"
188,2,14,6,"42A John Eliot Sq"
188,2,41,6,"42A John Eliot Sq"
188,2,45,6,"42A John Eliot Sq"
189,0,"E ",5,"Fenwood Road"
189,1,"Orange Line ",10,"Roxbury Crossing"
189,2,35,4,"Huntington Ave opp Fenwood Rd"
189,2,39,4,"Huntington Ave opp Fenwood Rd"
189,2,66,4,"Huntington Ave opp Fenwood Rd"
190,0,"Orange Line ",10,"Massachusetts Ave"
190,1,"Needham/Franklin ",11,Ruggles
190,2,"E ",12,Symphony
190,3,43,1,"Tremont St @ Hammond St"
190,4,"Providence/Stoughton ",11,Ruggles
191,0,"B ",5,"Chiswick Road"
191,1,51,4,"Chestnut Hill Ave @ Wallingford Rd"
191,1,86,4,"Chestnut Hill Ave @ Wallingford Rd"
192,0,"B ",2,"Chiswick Road"
192,1,"C ",10,"Cleveland Circle"
192,2,"D ",12,Reservoir
192,3,"Green Line ",12,Reservoir
192,4,51,3,"Chestnut Hill Ave @ Embassy Rd"
192,4,86,3,"Chestnut Hill Ave @ Embassy Rd"
193,0,"Red Line ",9,Andrew
193,1,"Fairmount Line ",12,Newmarket
193,2,"Franklin/Foxboro Line ",12,Newmarket
193,3,"Kingston Line ",13,"JFK / UMass"
193,4,8,13,"JFK / UMass"
193,4,16,13,"JFK / UMass"
193,4,41,13,"JFK / UMass"
194,0,"Red Line ",6,"JFK / UMass"
194,1,"Greenbush/Kingston ",6,"JFK / UMass"
194,2,"Middleborough/Lakeville ",6,"JFK / UMass"
194,3,18,2,"Dorchester Ave @ Edison Green"
195,0,"Red Line ",8,Andrew
195,1,"Fairmount Line Franklin Line ",11,Newmarket
195,2,"Greenbush Kingston Middleborough/Lakeville ",14,"JFK / UMass"
195,3,8,14,"JFK / UMass"
195,3,41,14,"JFK / UMass"
195,3,16,14,"JFK / UMass"
196,0,"B ",8,"Harvard Avenue"
196,1,"Framingham ",13,"Boston Landing"
197,0,89,2,"Washington St @ Boston St"
197,0,91,2,"Washington St @ Boston St"
197,1,87,3,"Somerville Ave @ Linden St"
197,2,86,3,"Washington St @ McGrath Hwy"
197,2,CT2,3,"Washington St @ McGrath Hwy"
197,3,"D E ",7,"Union Square"
198,0,"Red Line ",6,Central
198,1,68,2,"Broadway @ Inman St"
198,2,64,1,"Prospect St @ Harvard St"
198,2,83,1,"Prospect St @ Harvard St"
198,2,91,1,"Prospect St @ Harvard St"
199,0,57,5,"Tremont St @ Washington St"
199,0,501,5,"Tremont St @ Washington St"
199,1,64,5,"Faneuil St @ Bigelow St"
200,0,"Red Line ",6,Central
200,1,68,2,"Broadway @ Inman St"
200,2,64,1,"Prospect St @ Harvard St"
200,2,83,1,"Prospect St @ Harvard St"
200,2,91,1,"Prospect St @ Harvard St"
201,0,89,2,"Washington St @ Boston St"
201,0,91,2,"Washington St @ Boston St"
201,1,87,3,"Somerville Ave @ Linden St"
201,2,86,3,"Washington St @ McGrath Hwy"
201,2,CT2,3,"Washington St @ McGrath Hwy"
201,3,"D E ",7,"Union Square"
202,0,89,2,"Washington St @ Boston St"
202,0,91,2,"Washington St @ Boston St"
202,1,87,3,"Somerville Ave @ Linden St"
202,2,86,3,"Washington St @ McGrath Hwy"
202,2,CT2,3,"Washington St @ McGrath Hwy"
203,0,"Fairmount Line Franklin Line ",9,"Uphams Corner"
203,1,"Kingston Line Greenbush Line Middleborough/Lakeville Line ",12,"JFK / UMass"
203,2,"Red Line ",12,"JFK / UMass"
203,3,8,12,"JFK / UMass"
203,3,,12,"JFK / UMass"
203,3,16,12,"JFK / UMass"
203,3,41,12,"JFK / UMass"
203,3,Red,12,"JFK / UMass"
203,3,Line,12,"JFK / UMass"
203,3,Shuttle,12,"JFK / UMass"
204,0,57,5,"Tremont St @ Washington St"
204,0,501,5,"Tremont St @ Washington St"
204,1,64,5,"Faneuil St @ Bigelow St"
205,0,"Red Line ",6,"JFK / UMass"
205,1,"Greenbush/Kingston ",6,"JFK / UMass"
205,2,8,6,"JFK / UMass"
205,2,16,6,"JFK / UMass"
205,2,41,6,"JFK / UMass"
205,3,"Fairmount/Franklin ",15,"Uphams Corner"
205,4,17,7,"Boston St @ Mayhew St"
205,4,18,7,"Boston St @ Mayhew St"
206,0,"B ",1,"Harvard Avenue"
206,1,57,2,"Brighton Ave @ Harvard Ave"
207,0,"B ",8,"Harvard Avenue"
207,1,"Framingham/Worcester Line ",12,"Boston Landing"
208,0,"Red Line ",8,Andrew
208,1,"Fairmount Line Franklin Line ",11,Newmarket
208,2,"Greenbush Kingston Middleborough/Lakeville ",14,"JFK / UMass"
208,3,8,14,"JFK / UMass"
208,3,41,14,"JFK / UMass"
208,3,16,14,"JFK / UMass"
209,0,"Red Line ",8,Andrew
209,1,"Fairmount Line Franklin Line ",11,Newmarket
209,2,"Greenbush Kingston Middleborough/Lakeville ",14,"JFK / UMass"
209,3,8,14,"JFK / UMass"
209,3,41,14,"JFK / UMass"
209,3,16,14,"JFK / UMass"
210,0,"B ",5,"Washington Street"
210,1,"C ",6,"Tappan Street"
210,2,"D ",10,Beaconsfield
210,3,65,1,"Washington St @ Corey Rd"
211,0,44,4,"Walnut Ave @ Humboldt Ave"
211,1,10,6,"Warren St opp Woodbine St"
211,1,14,6,"Warren St opp Woodbine St"
211,1,19,6,"Warren St opp Woodbine St"
211,1,23,6,"Warren St opp Woodbine St"
211,1,28,6,"Warren St opp Woodbine St"
211,2,32,7,"Humboldt Ave @ Townsend St"
211,2,34,7,"Humboldt Ave @ Townsend St"
211,2,36,7,"Humboldt Ave @ Townsend St"
211,2,38,7,"Humboldt Ave @ Townsend St"
212,0,22,4,"Columbus Ave @ Walnut Ave"
212,0,29,4,"Columbus Ave @ Walnut Ave"
212,0,44,4,"Columbus Ave @ Walnut Ave"
213,0,"Red Line ",6,"JFK / UMass"
213,1,"Kingston/Greenbush ",6,"JFK / UMass"
213,2,"Middleborough/Lakeville ",6,"JFK / UMass"
214,0,"B ",8,"Harvard Avenue"
214,1,"Framingham ",13,"Boston Landing"
215,0,"Framingham ",16,"Boston Landing"
215,1,"B ",16,"Harvard Avenue"
216,0,"Framingham/Worcester ",13,"Boston Landing"
216,1,"B ",15,"Harvard Avenue"
216,2,66,4,"N Harvard St @ Coolidge Rd"
216,3,64,7,"Cambridge St @ Lincoln St"
217,0,"Greenbush Kingston ",10,"JFK / UMass"
217,1,"Middleborough/Lakeville ",10,"JFK / UMass"
217,2,"Red Line ",10,"JFK / UMass"
217,3,8,10,"JFK / UMass"
217,3,16,10,"JFK / UMass"
217,3,41,10,"JFK / UMass"
218,0,"Red Line ",10,"JFK / UMass"
218,1,"Kingston/Greenbush ",10,"JFK / UMass"
218,2,"Middleborough/Lakeville ",10,"JFK / UMass"
218,3,8,10,"JFK / UMass"
218,3,16,10,"JFK / UMass"
218,3,41,10,"JFK / UMass"
219,0,89,2,"Washington St @ Boston St"
219,0,91,2,"Washington St @ Boston St"
219,1,87,3,"Somerville Ave @ Linden St"
219,2,86,3,"Washington St @ McGrath Hwy"
219,2,CT2,3,"Washington St @ McGrath Hwy"
220,0,"B ",16,"Boston College"
221,0,"Orange line ",9,"Stony Brook"
221,1,22,2,"Columbus Ave @ Weld Ave"
221,1,29,2,"Columbus Ave @ Weld Ave"
221,1,44,2,"Columbus Ave @ Weld Ave"
221,2,14,14,"Jackson Square"
221,2,41,14,"Jackson Square"
222,0,"Fairmount Line Franklin Line ",9,"Uphams Corner"
222,1,"Kingston Line Greenbush Line Middleborough/Lakeville Line ",12,"JFK / UMass"
222,2,"Red Line ",12,"JFK / UMass"
222,3,8,12,"JFK / UMass"
222,3,,12,"JFK / UMass"
222,3,16,12,"JFK / UMass"
222,3,41,12,"JFK / UMass"
222,3,Red,12,"JFK / UMass"
222,3,Line,12,"JFK / UMass"
222,3,Shuttle,12,"JFK / UMass"
223,0,"Framingham ",11,"Boston Landing"
223,1,"Worcester ",11,"Boston Landing"
223,2,64,6,"Cambridge Street"
223,2,66,6,"Cambridge Street"
223,2,501,6,"Cambridge Street"
223,3,70,11,"Western Ave @ Everett St"
223,3,86,11,"Western Ave @ Everett St"
224,0,"Red Line ",8,Andrew
224,1,"Fairmount Line Franklin Line ",11,Newmarket
224,2,"Greenbush Kingston Middleborough/Lakeville ",14,"JFK / UMass"
224,3,8,14,"JFK / UMass"
224,3,41,14,"JFK / UMass"
224,3,16,14,"JFK / UMass"
225,0,"Red Line ",8,Andrew
225,1,"Fairmount Line Franklin Line ",11,Newmarket
225,2,"Greenbush Kingston Middleborough/Lakeville ",14,"JFK / UMass"
225,3,8,14,"JFK / UMass"
225,3,41,14,"JFK / UMass"
225,3,16,14,"JFK / UMass"
226,0,"E ",6,"Fenwood Road"
226,1,"Orange Line ",11,"Roxbury Crossing"
226,2,"Franklin/Foxboro/Needham ",15,Ruggles
226,3,"Providence/Stoughton Line ",15,Ruggles
226,4,"D ",15,"Brookline Village"
227,0,15,3,"Dudley St @ Hampden St"
227,0,41,3,"Dudley St @ Hampden St"
227,0,45,3,"Dudley St @ Hampden St"
227,1,"Franklin Line ",15,Newmarket
228,0,"B ",4,"Sutherland Road"
228,1,"C ",5,"Dean Road"
229,0,"B ",16,"Boston College"
230,0,"B ",1,"Allston Street"
231,0,"Red Line ",2,"JFK / UMass"
231,1,"Kingston Line ",2,"JFK / UMass"
231,2,"Middleborough/Lakeville Line ",2,"JFK / UMass"
231,3,"Greenbush Line ",2,"JFK / UMass"
231,4,8,3,"JFK / UMass"
231,4,16,3,"JFK / UMass"
231,4,41,3,"JFK / UMass"
232,0,"B ",8,"Harvard Avenue"
232,1,64,1,"Cambridge Street"
232,1,66,1,"Cambridge Street"
232,1,501,1,"Cambridge Street"
233,0,"E ",5,"Fenwood Road"
233,1,"Orange Line ",9,"Roxbury Crossing"
233,2,35,5,"Huntington Ave opp Fenwood Rd"
233,2,39,5,"Huntington Ave opp Fenwood Rd"
233,2,66,5,"Huntington Ave opp Fenwood Rd"
233,3,22,11,"Columbus Ave @ New Cedar St"
233,3,29,11,"Columbus Ave @ New Cedar St"
234,0,"Fairmount Line Franklin Line ",9,"Uphams Corner"
234,1,"Kingston Line Greenbush Line Middleborough/Lakeville Line ",12,"JFK / UMass"
234,2,"Red Line ",12,"JFK / UMass"
234,3,8,12,"JFK / UMass"
234,3,,12,"JFK / UMass"
234,3,16,12,"JFK / UMass"
234,3,41,12,"JFK / UMass"
234,3,Red,12,"JFK / UMass"
234,3,Line,12,"JFK / UMass"
234,3,Shuttle,12,"JFK / UMass"
235,0,64,4,"Faneuil St @ Oak Square"
