id,Trans_id,stations,walktime,description
235,1,57,8,"Tremont St opp Tremont Pl"
235,1,501,8,"Tremont St opp Tremont Pl"
236,0,"Red Line ",6,"JFK / UMass"
236,1,"Kingston/Greenbush ",6,"JFK / UMass"
236,2,"Middleborough/Lakeville ",6,"JFK / UMass"
237,0,"Red LIne ",8,"JFK / UMass"
237,1,"Greenbush/Kingston ",8,"JFK / UMass"
237,2,"Middleborough/Lakeville ",8,"JFK / UMass"
237,3,8,8,"JFK / UMass"
237,3,16,8,"JFK / UMass"
237,3,41,8,"JFK / UMass"
237,4,18,2,"Dorchster Ave @ Howes St"
238,0,"Red Line ",10,"JFK / UMass"
238,1,"Kingston/Greenbush ",10,"JFK / UMass"
238,2,"Middleborough/Lakeville ",10,"JFK / UMass"
238,3,8,10,"JFK / UMass"
238,3,16,10,"JFK / UMass"
238,3,41,10,"JFK / UMass"
239,0,"B ",16,"Boston College"
240,0,"B ",16,"Boston College"
241,0,"B ",13,"Harvard Avenue"
241,1,64,6,"Cambridge St @ Lincoln St"
241,1,66,6,"Cambridge St @ Lincoln St"
241,2,70,8,"Western Ave @ Riverdale St"
241,2,86,8,"Western Ave @ Riverdale St"
242,0,"Red ",8,"JFK / UMass"
242,1,"Greenbush Kingston ",8,"JFK / UMass"
242,2,"Middleborough/Lakeville ",8,"JFK / UMass"
243,0,"B ",4,"Washington Street"
243,1,65,3,"Corey Rd & Washington Street"
244,0,"Red Line ",9,JFK/UMass
244,1,"Greenbush Kingston ",9,JFK/UMass
244,2,"Middleborough/Lakeville ",9,JFK/UMass
244,3,"Fairmount Franklin ",14,Newmarket
244,4,8,9,JFK/UMass
244,4,16,9,JFK/UMass
244,4,41,9,JFK/UMass
245,0,"B ",8,"Harvard Avenue"
245,1,64,1,"Cambridge Street"
245,1,66,1,"Cambridge Street"
245,1,501,1,"Cambridge Street"
246,0,"Greenbush Kingston ",10,"JFK / UMass"
246,1,"Middleborough/Lakeville ",10,"JFK / UMass"
246,2,"Red Line ",10,"JFK / UMass"
246,3,8,10,"JFK / UMass"
246,3,16,10,"JFK / UMass"
246,3,41,10,"JFK / UMass"
247,0,"Red Line ",9,Andrew
247,1,"Fairmount/Franklin ",12,Newmarket
247,2,"Greenbush/Kingston ",13,"JFK / UMass"
247,3,"Middleborough/Lakeville ",13,"JFK / UMass"
247,4,8,13,"JFK / UMass"
247,4,41,13,"JFK / UMass"
248,0,"Red ",7,"JFK / UMas"
248,1,"Greenbush Line Kingston Line ",7,"JFK / UMas"
248,2,"Middleborough/Lakeville ",7,"JFK / UMas"
249,0,"Red line ",4,"JFK / UMass"
249,1,"Greenbush/Kingston ",4,"JFK / UMass"
249,2,"Middleborough/Lakeville ",4,"JFK / UMass"
249,3,8,4,"JFK / UMass"
249,3,16,4,"JFK / UMass"
249,3,41,4,"JFK / UMass"
250,0,"Red Line ",9,Andrew
250,1,"Fairmount/Franklin ",12,Newmarket
250,2,"Greenbush/Kingston ",13,"JFK / UMass"
250,3,"Middleborough/Lakeville ",13,"JFK / UMass"
250,4,8,13,"JFK / UMass"
250,4,41,13,"JFK / UMass"
251,0,"B ",13,"Harvard Avenue"
251,1,64,6,"Cambridge St @ Lincoln St"
251,1,66,6,"Cambridge St @ Lincoln St"
251,2,70,8,"Western Ave @ Riverdale St"
251,2,86,8,"Western Ave @ Riverdale St"
252,0,"Red Line ",9,JFK/UMass
252,1,"Greenbush Kingston ",9,JFK/UMass
252,2,"Middleborough/Lakeville ",9,JFK/UMass
252,3,"Fairmount Franklin ",14,Newmarket
252,4,8,9,JFK/UMass
252,4,16,9,JFK/UMass
252,4,41,9,JFK/UMass
253,0,"Red Line ",6,"JFK / UMass"
253,1,"Greenbush/Kingston ",6,"JFK / UMass"
253,2,"Fairmount/Franklin ",15,"Uphams Corner"
253,3,8,6,"JFK / UMass"
253,3,16,6,"JFK / UMass"
253,3,41,6,"JFK / UMass"
254,0,"B ",10,"Warren Street"
254,1,51,1,"Cambridge St @ Sparhawk St"
254,1,57,1,"Cambridge St @ Sparhawk St"
254,1,66,1,"Cambridge St @ Sparhawk St"
255,0,"Red Line ",14,Kendall/MIT
255,1,"D E ",15,"Union Square"
255,2,85,4,"Hampshire St @ Webster Ave"
256,0,"B ",4,"Washington Street"
256,1,65,3,"Corey Rd & Washington Street"
257,0,57,5,"Tremont St @ Washington St"
257,0,501,5,"Tremont St @ Washington St"
257,1,64,5,"Faneuil St @ Bigelow St"
258,0,"Orange line ",8,Haymarket
258,1,"Blue line ",11,Aquarium
259,0,"Orange line ",8,Haymarket
259,1,"Blue line ",11,Aquarium
260,0,"Framingham/Worcester ",15,"Boston Landing"
260,1,"B ",15,"Harvard Avenue"
260,2,66,2,"N Harvard St @ Hooker St"
260,3,64,4,"Cambridge St @ N Harvard St"
260,3,501,4,"Cambridge St @ N Harvard St"
261,0,"Framingham/Worcester ",15,"Boston Landing"
261,1,"B ",15,"Harvard Avenue"
261,2,66,2,"N Harvard St @ Hooker St"
261,3,64,4,"Cambridge St @ N Harvard St"
261,3,501,4,"Cambridge St @ N Harvard St"
262,0,15,3,"Dudley St @ Hampden St"
262,0,41,3,"Dudley St @ Hampden St"
262,0,45,3,"Dudley St @ Hampden St"
262,1,"Franklin Line ",15,Newmarket
263,0,"B ",3,"Sutherland Road"
264,0,"Red Line ",4,Central
264,1,47,2,"Pearl St @ Franklin St"
264,2,64,4,"Western Ave @ Green St"
264,2,70,4,"Western Ave @ Green St"
264,2,83,4,"Western Ave @ Green St"
264,2,91,4,"Western Ave @ Green St"
265,0,"B ",8,"Harvard Avenue"
265,1,64,1,"Cambridge Street"
265,1,66,1,"Cambridge Street"
265,1,501,1,"Cambridge Street"
266,0,44,4,"Walnut Ave @ Humboldt Ave"
266,1,10,6,"Warren St opp Woodbine St"
266,1,14,6,"Warren St opp Woodbine St"
266,1,19,6,"Warren St opp Woodbine St"
266,1,23,6,"Warren St opp Woodbine St"
266,1,28,6,"Warren St opp Woodbine St"
266,2,32,7,"Humboldt Ave @ Townsend St"
266,2,34,7,"Humboldt Ave @ Townsend St"
266,2,36,7,"Humboldt Ave @ Townsend St"
266,2,38,7,"Humboldt Ave @ Townsend St"
267,0,101,1,"Main St @ Moreland St"
267,1,89,7,"Broadway @ Bartlett St"
267,1,89/93,7,"Broadway @ Bartlett St"
267,2,95,7,"Mystic Ave @ Mystic Apartments"
268,0,"D E ",11,"Union Square"
268,1,"Orange Line ",15,"Sullivan Square"
268,2,95,15,"Sullivan Square"
268,2,101,15,"Sullivan Square"
268,2,104,15,"Sullivan Square"
268,2,105,15,"Sullivan Square"
268,2,109,15,"Sullivan Square"
269,0,"Red line ",3,"JFK / UMass"
269,1,"Greenbush Kingston ",3,"JFK / UMass"
269,2,"Middleborough/Lakeville ",3,"JFK / UMass"
269,3,8,3,"JFK / UMass"
269,3,16,3,"JFK / UMass"
269,3,41,3,"JFK / UMass"
270,0,66,4,"N Harvard St @ Coolidge Rd"
270,1,64,7,"Cambridge St @ Lincoln St"
270,2,"B ",15,"Harvard Avenue"
270,3,70,8,"Western Ave @ Riverdale St"
270,3,86,8,"Western Ave @ Riverdale St"
271,0,"Red Line ",7,"JFK / UMass"
271,1,"Greenbush/Kingston ",7,"JFK / UMass"
271,2,"Middleborough/Lakeville ",7,"JFK / UMass"
271,3,18,2,"Dorchester Ave @ Mayfield St"
271,4,8,7,"JFK / UMass"
271,4,16,7,"JFK / UMass"
271,4,41,7,"JFK / UMass"
272,0,83,1,"Prospect St"
272,0,91,1,"Prospect St"
272,1,"Red line ",10,Central
273,0,18,4,"Dorchester Ave @ Pearl St"
273,1,16,7,"Columbia Rd @ Stoughton St"
273,1,17,7,"Columbia Rd @ Stoughton St"
273,1,41,7,"Columbia Rd @ Stoughton St"
273,2,"Fairmount Line ",11,"Upham's Corner"
273,3,"Franklin Line/Foxboro Pilot ",11,"Upham's Corner"
273,4,"Red Line ",10,"Savin Hill"
274,0,"B ",10,"Warren Street"
274,1,51,1,"Cambridge St @ Sparhawk St"
274,1,57,1,"Cambridge St @ Sparhawk St"
274,1,66,1,"Cambridge St @ Sparhawk St"
274,2,501,3,"Cambridge St opp Dustin St"
275,0,"B ",10,"Warren Street"
275,1,"Framingham ",13,"Boston Landing"
275,2,"Worcester ",13,"Boston Landing"
275,3,51,1,"Cambridge St @ Sparhawk St"
275,3,57,1,"Cambridge St @ Sparhawk St"
275,3,66,1,"Cambridge St @ Sparhawk St"
276,0,"Orange Line ",11,"Roxbury Crossing"
276,1,14,3,"Centre St @ Cedar St"
276,1,41,3,"Centre St @ Cedar St"
276,2,22,11,"Jackson Square"
276,2,29,11,"Jackson Square"
276,2,44,11,"Jackson Square"
277,0,"Red Line ",8,Andrew
277,1,"Fairmount Franklin ",11,Newmarket
277,2,"Greenbush Kingston ",14,"JFK / UMass"
277,3,8,14,"JFK / UMass"
277,3,41,14,"JFK / UMass"
277,3,16,14,"JFK / UMass"
277,4,"Middleborough/Lakeville ",14,"JFK / UMass"
278,0,64,1,"Cambridge Street"
278,0,66,1,"Cambridge Street"
278,0,501,1,"Cambridge Street"
278,1,"B ",8,"Harvard Avenue"
279,0,"B ",4,"Washington Street"
279,1,65,3,"Corey Rd & Washington Street"
280,0,"B ",14,"Harvard Avenue"
280,1,70,12,"Western Ave @ Everest"
280,1,86,12,"Western Ave @ Everest"
281,0,"Orange line ",8,Ruggles
281,1,8,1,"Melnea Cass Blvd opp Kerr Way"
281,1,19,1,"Melnea Cass Blvd opp Kerr Way"
281,1,47,1,"Melnea Cass Blvd opp Kerr Way"
282,0,"Red Line ",3,"JFK / UMass"
282,1,"Greenbush/Kingston ",3,"JFK / UMass"
282,2,"Lakeville Line ",3,"JFK / UMass"
283,0,"Red Line ",2,"JFK / UMass"
283,1,"Kingston Line ",2,"JFK / UMass"
283,2,"Middleborough/Lakeville Line ",2,"JFK / UMass"
283,3,"Greenbush Line ",2,"JFK / UMass"
283,4,8,3,"JFK / UMass"
283,4,16,3,"JFK / UMass"
283,4,41,3,"JFK / UMass"
284,0,"Red Line ",2,"JFK / UMass"
284,1,"Kingston Line ",2,"JFK / UMass"
284,2,"Middleborough/Lakeville Line ",2,"JFK / UMass"
284,3,"Greenbush Line ",2,"JFK / UMass"
284,4,8,3,"JFK / UMass"
284,4,16,3,"JFK / UMass"
284,4,41,3,"JFK / UMass"
285,0,"Red ",8,"JFK / UMass"
285,1,"Greenbush Kingston ",8,"JFK / UMass"
285,2,"Middleborough/Lakeville ",8,"JFK / UMass"
286,0,"B ",2,"Chiswick Road"
286,1,"C ",10,"Cleveland Circle"
286,2,"D ",12,Reservoir
286,3,"Green Line ",12,Reservoir
286,4,51,3,"Chestnut Hill Ave @ Embassy Rd"
286,4,86,3,"Chestnut Hill Ave @ Embassy Rd"
287,0,"B ",8,"Harvard Avenue"
287,1,64,1,"Cambridge Street"
287,1,66,1,"Cambridge Street"
287,1,501,1,"Cambridge Street"
288,0,"B ",8,"Chiswick Road"
288,1,51,2,"Chestnut Hill Ave @ Wiltshire Rd"
288,1,86,2,"Chestnut Hill Ave @ Wiltshire Rd"
289,0,"B ",3,"Sutherland Road"
290,0,"Fairmount Line Franklin Line ",9,"Uphams Corner"
290,1,"Kingston Line Greenbush Line Middleborough/Lakeville Line ",12,"JFK / UMass"
290,2,"Red Line ",12,"JFK / UMass"
290,3,8,12,"JFK / UMass"
290,3,,12,"JFK / UMass"
290,3,16,12,"JFK / UMass"
290,3,41,12,"JFK / UMass"
290,3,Red,12,"JFK / UMass"
290,3,Line,12,"JFK / UMass"
290,3,Shuttle,12,"JFK / UMass"
291,0,"Red Line ",6,Central
291,1,68,2,"Broadway @ Inman St"
291,2,64,1,"Prospect St @ Harvard St"
291,2,83,1,"Prospect St @ Harvard St"
291,2,91,1,"Prospect St @ Harvard St"
292,0,"Framingham/Worcester ",6,"Boston Landing"
292,1,"B ",15,"Allston Street"
292,2,64,4,"N Beacon St @ Saunders St"
292,3,86,5,"Market St @ N Beacon St"
293,0,"B ",8,"Harvard Avenue"
293,1,"Framingham/Worcester ",12,"Boston Landing"
293,2,64,2,"Cambridge St @ Linden St"
293,2,66,2,"Cambridge St @ Linden St"
293,2,501,2,"Cambridge St @ Linden St"
294,0,"Red Line ",14,Kendall/MIT
294,1,"D E ",15,"Union Square"
294,2,85,4,"Hampshire St @ Webster Ave"
295,0,"Greenbush/Kingston ",1,"JFK / UMass"
295,1,"Red Line ",1,"JFK / UMass"
295,2,"Middleborough/Lakeville ",1,"JFK / UMass"
295,3,8,1,"JFK / UMass"
295,3,16,1,"JFK / UMass"
295,3,41,1,"JFK / UMass"
296,0,"E ",4,Symphony
296,1,"Orange Line ",7,"Massachusetts Ave"
296,2,"D B C ",10,"Hynes Convention Center Station"
296,3,"Franklin Needham Providence/Stoughton ",12,Ruggles
297,0,57,3,"Washington St @ Brock St"
297,0,501,3,"Washington St @ Brock St"
297,1,51,12,"Chestnut Hill Ave @ Veronica Smith Ctr"
297,1,65,12,"Chestnut Hill Ave @ Veronica Smith Ctr"
297,1,86,12,"Chestnut Hill Ave @ Veronica Smith Ctr"
298,0,"B ",5,"Griggs Street"
298,1,57,5,"Brighton Ave @ Allston St"
298,1,66,5,"Brighton Ave @ Allston St"
298,2,"Green Line B Shuttle ",5,"Griggs Street"
299,0,"Red line ",3,"JFK / UMass"
299,1,"Greenbush Kingston ",3,"JFK / UMass"
299,2,"Middleborough/Lakeville ",3,"JFK / UMass"
299,3,8,3,"JFK / UMass"
299,3,16,3,"JFK / UMass"
299,3,41,3,"JFK / UMass"
300,0,"Red LIne ",8,"JFK / UMass"
300,1,"Greenbush/Kingston ",8,"JFK / UMass"
300,2,"Middleborough/Lakeville ",8,"JFK / UMass"
300,3,8,8,"JFK / UMass"
300,3,16,8,"JFK / UMass"
300,3,41,8,"JFK / UMass"
300,4,18,2,"Dorchster Ave @ Howes St"
301,0,"Red Line ",2,"JFK / UMass"
301,1,"Kingston Line ",2,"JFK / UMass"
301,2,"Middleborough/Lakeville Line ",2,"JFK / UMass"
301,3,"Greenbush Line ",2,"JFK / UMass"
301,4,8,3,"JFK / UMass"
301,4,16,3,"JFK / UMass"
301,4,41,3,"JFK / UMass"
302,0,57,3,"Washington St @ Brock St"
302,0,501,3,"Washington St @ Brock St"
302,1,51,12,"Chestnut Hill Ave @ Veronica Smith Ctr"
302,1,65,12,"Chestnut Hill Ave @ Veronica Smith Ctr"
302,1,86,12,"Chestnut Hill Ave @ Veronica Smith Ctr"
303,0,"B ",8,"Harvard Avenue"
303,1,"Framingham ",13,"Boston Landing"
304,0,"E ",5,"Longwood Medical Area"
304,1,"Orange Line ",9,"Roxbury Crossing"
304,2,"Franklin/Needham/Providence ",15,Ruggles
304,3,39,3,"Huntington Ave @ Wigglesworth St"
305,0,51,4,"Chestnut Hill Ave & Strathmore Rd"
305,1,86,4,"Chestnut Hill Ave & Strathmore Rd"
305,2,"B ",2,"Commonwealth Ave & Chiswick Rd"
306,0,"Red Line ",3,"JFK / UMass"
306,1,"Greenbush/Kingston ",3,"JFK / UMass"
306,2,"Lakeville Line ",3,"JFK / UMass"
307,0,"Greenbush Kingston ",10,"JFK / UMass"
307,1,"Middleborough/Lakeville ",10,"JFK / UMass"
307,2,"Red Line ",10,"JFK / UMass"
307,3,8,10,"JFK / UMass"
307,3,16,10,"JFK / UMass"
307,3,41,10,"JFK / UMass"
308,0,"Framingham ",16,"Boston Landing"
308,1,"B ",16,"Harvard Avenue"
309,0,"B ",3,"Sutherland Road"
310,0,"Orange line ",8,Haymarket
310,1,"Blue line ",11,Aquarium
311,0,"B ",14,"Harvard Avenue"
311,1,70,12,"Western Ave @ Everest"
311,1,86,12,"Western Ave @ Everest"
312,0,"E ",14,"Symphony Station"
312,1,"Framingham/Worcester Line ",10,Lansdowne
313,0,"B ",8,"Harvard Avenue"
313,1,"Framingham ",13,"Boston Landing"
314,0,64,4,"Brooks St @ Faneuil St"
314,1,57,9,"Washington St @ Oak Square Ave"
314,1,501,9,"Washington St @ Oak Square Ave"
314,2,86,14,"Market St @ Keenan Rd"
315,0,"Fairmount/Franklin ",8,"Uphams Corner"
315,1,"Red Line ",15,"JFK / UMass"
315,2,"Greenbush/Kingston ",15,"JFK / UMass"
315,3,"Middleborough/Lakeville ",15,"JFK / UMass"
316,0,"Red Line ",5,"JFK / UMass"
316,1,"Greenbush/Kingston ",5,"JFK / UMass"
316,2,"Middleborough/Lakeville ",5,"JFK / UMass"
317,0,57,2,"Washington St @ Oak Square Ave"
317,0,501,2,"Washington St @ Oak Square Ave"
317,1,64,6,"Faneuil St @ Brooks St"
318,0,"Red Line ",3,"JFK / UMass"
318,1,"Red Line ",8,"Savin Hill"
319,0,"Orange line ",8,Haymarket
319,1,"Blue line ",11,Aquarium
320,0,64,6,"Faneuil St @ Oak Square"
320,1,57,6,"Tremont St @ Washington St"
320,2,501,8,"Tremont St opp Tremont Pl"
321,0,44,4,"Walnut Ave @ Humboldt Ave"
321,1,10,6,"Warren St opp Woodbine St"
321,1,14,6,"Warren St opp Woodbine St"
321,1,19,6,"Warren St opp Woodbine St"
321,1,23,6,"Warren St opp Woodbine St"
321,1,28,6,"Warren St opp Woodbine St"
321,2,32,7,"Humboldt Ave @ Townsend St"
321,2,34,7,"Humboldt Ave @ Townsend St"
321,2,36,7,"Humboldt Ave @ Townsend St"
321,2,38,7,"Humboldt Ave @ Townsend St"
322,0,"Orange line ",8,Haymarket
322,1,"Blue line ",11,Aquarium
323,0,"Red Line ",6,JFK/UMass
323,1,"Greenbush Line Kingston Line ",6,JFK/UMass
323,2,"Fairmount Line Franklin/Foxboro Line ",15,Newmarket
323,3,8,6,JFK/UMass
323,3,16,6,JFK/UMass
323,3,41,6,JFK/UMass
324,0,"Red Line ",5,"JFK / UMass"
324,1,"Greenbush/Kingston ",5,"JFK / UMass"
324,2,"Middleborough/Lakeville ",5,"JFK / UMass"
325,0,"B ",3,"Packards Corner"
325,1,57,3,"Kenmore Station"
326,0,"Red Line ",3,"JFK / UMass"
326,1,"Red Line ",8,"Savin Hill"
327,0,"Fitchburg Line ",10,Porter
327,1,"Red Line ",10,Porter
327,2,83,10,"Somerville Ave @ Lowell St"
327,2,87,10,"Somerville Ave @ Lowell St"
328,0,85,4,"Hampshire St @ Webster Ave"
328,1,"CT2 ",4,"Hampshire St @ Cardinal Medeiros Ave"
328,2,64,6,"Broadway @ Hampshire St"
328,2,68,6,"Broadway @ Hampshire St"
329,0,"Red Line ",5,"JFK / UMass"
329,1,"Greenbush/Kingston ",5,"JFK / UMass"
329,2,"Middleborough/Lakeville ",5,"JFK / UMass"
330,0,"Orange line ",8,Haymarket
330,1,"Blue line ",11,Aquarium
331,0,"B ",10,"Warren Street"
331,1,"Framingham ",13,"Boston Landing"
331,2,"Worcester ",13,"Boston Landing"
331,3,51,1,"Cambridge St @ Sparhawk St"
331,3,57,1,"Cambridge St @ Sparhawk St"
331,3,66,1,"Cambridge St @ Sparhawk St"
332,0,"Red Line ",3,"JFK / UMass"
332,1,"Red Line ",8,"Savin Hill"
333,0,"Fitchburg Line ",10,Porter
333,1,"Red Line ",10,Porter
333,2,83,10,"Somerville Ave @ Lowell St"
333,2,87,10,"Somerville Ave @ Lowell St"
334,0,"Red Line ",10,"Savin Hill"
334,1,18,2,"Dorchester Ave@ Belford Str"
334,2,15,10,"Columbia Rd @Buttonwood Str"
335,0,"B ",14,"Harvard Avenue"
335,1,70,12,"Western Ave @ Everest"
335,1,86,12,"Western Ave @ Everest"
336,0,"B ",5,"Chiswick Road"
336,1,51,4,"Chestnut Hill Ave @ Wallingford Rd"
336,1,86,4,"Chestnut Hill Ave @ Wallingford Rd"
337,0,"Red Line ",6,Central
337,1,68,2,"Broadway @ Inman St"
337,2,64,1,"Prospect St @ Harvard St"
337,2,83,1,"Prospect St @ Harvard St"
337,2,91,1,"Prospect St @ Harvard St"
338,0,"B ",10,"Warren Street"
338,1,51,1,"Cambridge St @ Sparhawk St"
338,1,57,1,"Cambridge St @ Sparhawk St"
338,1,66,1,"Cambridge St @ Sparhawk St"
339,0,85,4,"Hampshire St @ Webster Ave"
339,1,"CT2 ",4,"Hampshire St @ Cardinal Medeiros Ave"
339,2,64,6,"Broadway @ Hampshire St"
339,2,68,6,"Broadway @ Hampshire St"
340,0,"B ",8,"Harvard Avenue"
340,1,64,2,"Cambridge Street"
340,1,66,2,"Cambridge Street"
340,1,501,2,"Cambridge Street"
340,2,51,6,"Brighton Ave opp Quint Ave"
340,2,57,6,"Brighton Ave opp Quint Ave"
341,0,"Red Line ",14,Kendall/MIT
341,1,"D E ",15,"Union Square"
341,2,85,4,"Hampshire St @ Webster Ave"
342,0,"Framingham/Worcester ",13,"Boston Landing"
342,1,"B ",15,"Harvard Avenue"
342,2,66,4,"N Harvard St @ Coolidge Rd"
342,3,64,7,"Cambridge St @ Lincoln St"
343,0,"B ",3,"Packards Corner"
344,0,"B ",8,"Harvard Avenue"
344,1,"Framingham/Worcester Line ",12,"Boston Landing"
345,0,66,4,"N Harvard St @ Coolidge Rd"
345,1,64,7,"Cambridge St @ Lincoln St"
345,2,"B ",15,"Harvard Avenue"
345,3,70,8,"Western Ave @ Riverdale St"
345,3,86,8,"Western Ave @ Riverdale St"
346,0,"B ",8,"Harvard Avenue"
346,1,64,1,"Cambridge Street"
346,1,66,1,"Cambridge Street"
346,1,501,1,"Cambridge Street"
347,0,"Red Line ",6,"JFK / UMass"
347,1,"Kingston/Greenbush ",6,"JFK / UMass"
347,2,"Middleborough/Lakeville ",6,"JFK / UMass"
348,0,18,4,"Dorchester Ave @ Pearl St"
348,1,16,7,"Columbia Rd @ Stoughton St"
348,1,17,7,"Columbia Rd @ Stoughton St"
348,1,41,7,"Columbia Rd @ Stoughton St"
348,2,"Fairmount Line ",11,"Upham's Corner"
348,3,"Franklin Line/Foxboro Pilot ",11,"Upham's Corner"
348,4,"Red Line ",10,"Savin Hill"
349,0,"Framingham/Worcester Line ",11,"Boston Landing"
349,1,64,6,"Cambridge Street"
349,1,66,6,"Cambridge Street"
349,1,501,6,"Cambridge Street"
349,2,70,11,"Western Ave @ Everett St"
349,2,86,11,"Western Ave @ Everett St"
350,0,"B ",4,"Washington Street"
350,1,65,3,"Corey Rd & Washington Street"
351,0,"B ",9,"Chiswick Road"
351,1,"С ",15,"Cleveland Circle"
351,2,51,3,"Chestnut Hill Ave @ Wiltshire Rd"
351,2,86,3,"Chestnut Hill Ave @ Wiltshire Rd"
352,0,64,4,"Faneuil St @ Oak Square"
352,1,57,8,"Tremont St opp Tremont Pl"
352,1,501,8,"Tremont St opp Tremont Pl"
353,0,"Red Line ",7,"JFK / UMass"
353,1,"Greenbush/Kingston ",7,"JFK / UMass"
353,2,"Middleborough/Lakeville ",7,"JFK / UMass"
353,3,18,2,"Dorchester Ave @ Mayfield St"
353,4,8,7,"JFK / UMass"
353,4,16,7,"JFK / UMass"
353,4,41,7,"JFK / UMass"
354,0,"B ",3,"Packards Corner"
354,1,57,3,"Kenmore Station"
355,0,10,1,"Dorchester St @ W 5th St"
355,1,11,2,"W 6th St @ F St"
355,2,"Red Line ",13,Andrew
356,0,"Red ",8,Andrew
356,1,"Fairmount Franklin ",13,Newmarket
356,2,"Greenbush Kingston ",14,"JFK / UMass"
356,3,"Middleborough/Lakeville ",14,"JFK / UMass"
357,0,51,4,"Chestnut Hill Ave & Strathmore Rd"
357,1,86,4,"Chestnut Hill Ave & Strathmore Rd"
357,2,"B ",2,"Commonwealth Ave & Chiswick Rd"
358,0,51,4,"Chestnut Hill Ave & Strathmore Rd"
358,1,86,4,"Chestnut Hill Ave & Strathmore Rd"
358,2,"B ",2,"Commonwealth Ave & Chiswick Rd"
359,0,"Framingham/Worcester ",6,"Boston Landing"
359,1,"B ",15,"Allston Street"
359,2,64,4,"N Beacon St @ Saunders St"
359,3,86,5,"Market St @ N Beacon St"
360,0,10,1,"Dorchester St @ W 5th St"
360,1,11,2,"W 6th St @ F St"
360,2,"Red Line ",13,Andrew
371,0,"Red Line ",9,Shawmut
371,1,23,2,"Washington St @ Park St"
372,0,"Orange Line ",8,"Jackson Square"
372,1,"E ",9,"Health Street"
373,0,"Blue Line ",2,Maverick
373,1,114,2,Maverick
373,1,116,2,Maverick
373,1,117,2,Maverick
373,1,120,2,Maverick
373,1,121,2,Maverick
374,0,"Red line ",5,Shawmut
375,0,"Orange Line ",8,"Jackson Square"
375,1,"E ",9,"Health Street"
376,0,"Orange Line ",8,"Roxbury Crossing"
376,1,"E ",9,"Brigham Circle"
376,2,14,13,"Jackson Square"
376,2,22,13,"Jackson Square"
376,2,29,13,"Jackson Square"
376,2,41,13,"Jackson Square"
376,2,44,13,"Jackson Square"
377,0,"Blue Line ",2,Maverick
377,1,114,2,Maverick
377,1,116,2,Maverick
377,1,117,2,Maverick
377,1,120,2,Maverick
377,1,121,2,Maverick
378,0,"Orange line ",15,Assembly
378,1,95,5,"Mystic Ave @ Temple Rd"
379,0,"E ",5,"Fenwood Road"
379,1,"Orange Line ",10,"Roxbury Crossing"
379,2,35,4,"Huntington Ave opp Fenwood Rd"
379,2,39,4,"Huntington Ave opp Fenwood Rd"
379,2,66,4,"Huntington Ave opp Fenwood Rd"
380,0,"Orange Line ",5,"Stony Brook"
380,1,42,3,"Washington St"
380,2,22,7,"Columbus Ave @ Dimock St"
380,2,29,7,"Columbus Ave @ Dimock St"
380,2,44,7,"Columbus Ave @ Dimock St"
380,3,14,14,"Jackson Square"
380,3,41,14,"Jackson Square"
381,0,"Orange Line ",5,"Stony Brook"
381,1,14,14,"Jackson Square"
381,1,22,14,"Jackson Square"
381,1,29,14,"Jackson Square"
381,1,41,14,"Jackson Square"
381,1,44,14,"Jackson Square"
381,2,42,3,"Washington St & School St"
382,0,89,2,"Broadway @ Montgomery Ave"
382,0,93,2,"Broadway @ Montgomery Ave"
382,0,101,2,"Broadway @ Montgomery Ave"
382,1,80,10,"Medford St @ School St"
382,2,95,10,"Mystic Ave @ Wheatland St"
383,0,"Blue Line ",10,Airport
383,1,121,1,"Lexington St @ Marion St"
383,2,114,3,"Meridian St @ Lexington St"
383,2,116,3,"Meridian St @ Lexington St"
383,2,117,3,"Meridian St @ Lexington St"
384,0,"Blue Line ",11,Airport
384,1,"SL3 ",11,Airport
385,0,"E ",5,"Fenwood Road"
385,1,"Orange line ",11,"Roxbury Crossing"
385,2,35,4,"Huntington Ave opp Fenwood Rd"
385,2,39,4,"Huntington Ave opp Fenwood Rd"
385,2,66,4,"Huntington Ave opp Fenwood Rd"
386,0,"Orange Line ",8,"Roxbury Crossing"
386,1,"E ",9,"Brigham Circle"
386,2,14,13,"Jackson Square"
386,2,22,13,"Jackson Square"
386,2,29,13,"Jackson Square"
386,2,41,13,"Jackson Square"
386,2,44,13,"Jackson Square"
387,0,"Red line ",5,Shawmut
388,0,"Franklin Fairmount ",12,"Morton Street"
388,1,28,2,"Blue Hill Ave @ Woodrow Ave"
388,1,29,2,"Blue Hill Ave @ Woodrow Ave"
389,0,"Red Line ",9,Shawmut
389,1,23,2,"Washington St @ Park St"
390,0,"Orange Line ",8,"Roxbury Crossing"
390,1,"E ",9,"Brigham Circle"
390,2,14,13,"Jackson Square"
390,2,22,13,"Jackson Square"
390,2,29,13,"Jackson Square"
390,2,41,13,"Jackson Square"
390,2,44,13,"Jackson Square"
391,0,"Fairmount Line Franklin Line ",4,"Four Corners/Geneva"
391,1,16,3,"Columbia Rd @ Seaver St"
391,2,23,4,"Washington Street @ Four Corners"
392,0,"Fairmount/Franklin ",7,"Four Corners/Geneva"
392,1,14,3,"Blue Hill Ave opp McLellan St"
392,1,22,3,"Blue Hill Ave opp McLellan St"
392,1,28,3,"Blue Hill Ave opp McLellan St"
